nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
13, 4, 24.0, 1.0, 2.0, 1.0, 86.0, 171.0, 82.0, 14.0, 6.0, 6.0, 6.0
13, 4, 16.0, 0.0, 1.0, 1.0, 76.0, 170.0, 156.0, 15.0, 6.0, 5.0, 6.0
13, 4, 16.0, 1.0, 2.0, 1.0, 166.0, 277.0, 203.0, 13.0, 6.0, 7.0, 6.0
13, 4, 17.0, 1.0, 2.0, 1.0, 192.0, 267.0, 200.0, 21.0, 7.0, 6.0, 6.0
13, 4, 19.0, 0.0, 1.0, 1.0, 114.0, 229.0, 237.0, 14.0, 6.0, 6.0, 6.0
13, 4, 34.0, 1.0, 1.0, 1.0, 209.0, 215.0, 106.0, 15.0, 7.0, 6.0, 6.0
13, 4, 19.0, 2.0, 3.0, 2.0, 283.0, 318.0, 308.0, 15.0, 7.0, 7.0, 7.0
13, 4, 19.0, 2.0, 2.0, 2.0, 362.0, 399.0, 224.0, 15.0, 7.0, 9.0, 7.0
13, 4, 15.0, 1.0, 1.0, 1.0, 121.0, 343.0, 182.0, 14.0, 7.0, 6.0, 6.0
13, 4, 18.0, 1.0, 2.0, 2.0, 116.0, 259.0, 260.0, 14.0, 15.0, 6.0, 7.0
13, 4, 18.0, 1.0, 3.0, 1.0, 190.0, 321.0, 229.0, 13.0, 7.0, 7.0, 6.0
13, 4, 17.0, 2.0, 3.0, 4.0, 269.0, 314.0, 435.0, 14.0, 6.0, 7.0, 7.0
13, 4, 17.0, 2.0, 3.0, 1.0, 184.0, 301.0, 177.0, 14.0, 6.0, 6.0, 6.0
13, 4, 25.0, 1.0, 1.0, 1.0, 43.0, 97.0, 70.0, 14.0, 6.0, 6.0, 6.0
13, 4, 24.0, 1.0, 2.0, 1.0, 133.0, 201.0, 106.0, 14.0, 6.0, 6.0, 6.0
13, 4, 22.0, 1.0, 2.0, 1.0, 131.0, 222.0, 223.0, 13.0, 6.0, 6.0, 6.0
13, 4, 15.0, 0.0, 1.0, 0.0, 46.0, 67.0, 76.0, 14.0, 6.0, 6.0, 6.0
13, 4, 19.0, 2.0, 2.0, 2.0, 306.0, 265.0, 197.0, 14.0, 6.0, 7.0, 6.0
13, 4, 18.0, 2.0, 3.0, 1.0, 220.0, 325.0, 204.0, 13.0, 7.0, 6.0, 6.0
13, 4, 21.0, 0.0, 2.0, 1.0, 170.0, 366.0, 275.0, 14.0, 6.0, 6.0, 6.0
13, 4, 18.0, 2.0, 3.0, 3.0, 257.0, 373.0, 358.0, 14.0, 6.0, 7.0, 6.0
13, 4, 28.0, 1.0, 1.0, 0.0, 93.0, 163.0, 91.0, 13.0, 6.0, 7.0, 6.0
13, 4, 16.0, 0.0, 2.0, 2.0, 76.0, 294.0, 257.0, 15.0, 6.0, 15.0, 6.0
13, 4, 19.0, 3.0, 2.0, 2.0, 336.0, 356.0, 318.0, 14.0, 7.0, 6.0, 7.0
13, 4, 27.0, 2.0, 3.0, 1.0, 144.0, 428.0, 210.0, 14.0, 6.0, 7.0, 6.0
13, 4, 20.0, 3.0, 5.0, 5.0, 308.0, 521.0, 521.0, 14.0, 7.0, 6.0, 6.0
13, 4, 14.0, 2.0, 2.0, 1.0, 203.0, 286.0, 159.0, 14.0, 6.0, 6.0, 7.0
13, 4, 17.0, 0.0, 1.0, 1.0, 97.0, 221.0, 205.0, 13.0, 6.0, 6.0, 6.0
13, 4, 15.0, 1.0, 1.0, 1.0, 173.0, 153.0, 109.0, 15.0, 6.0, 6.0, 6.0
13, 4, 13.0, 1.0, 2.0, 1.0, 115.0, 221.0, 134.0, 14.0, 6.0, 7.0, 6.0
13, 4, 15.0, 2.0, 1.0, 1.0, 135.0, 131.0, 114.0, 13.0, 5.0, 7.0, 6.0
13, 4, 19.0, 3.0, 2.0, 1.0, 319.0, 304.0, 170.0, 14.0, 7.0, 6.0, 6.0
13, 4, 21.0, 1.0, 2.0, 1.0, 106.0, 187.0, 153.0, 14.0, 6.0, 6.0, 7.0
13, 4, 16.0, 1.0, 2.0, 3.0, 193.0, 318.0, 367.0, 14.0, 6.0, 6.0, 7.0
13, 4, 18.0, 2.0, 3.0, 3.0, 276.0, 383.0, 362.0, 14.0, 6.0, 7.0, 7.0
13, 4, 16.0, 1.0, 3.0, 1.0, 197.0, 375.0, 215.0, 21.0, 6.0, 7.0, 6.0
13, 4, 18.0, 2.0, 2.0, 2.0, 190.0, 271.0, 336.0, 14.0, 6.0, 7.0, 7.0
13, 4, 25.0, 1.0, 1.0, 1.0, 68.0, 180.0, 171.0, 14.0, 5.0, 6.0, 6.0
13, 4, 15.0, 1.0, 2.0, 2.0, 204.0, 328.0, 240.0, 14.0, 6.0, 7.0, 6.0
13, 4, 28.0, 1.0, 2.0, 3.0, 111.0, 257.0, 317.0, 14.0, 7.0, 6.0, 6.0
13, 4, 19.0, 2.0, 3.0, 2.0, 233.0, 480.0, 229.0, 14.0, 6.0, 7.0, 7.0
13, 4, 19.0, 2.0, 4.0, 2.0, 178.0, 411.0, 277.0, 14.0, 15.0, 6.0, 6.0
13, 4, 8.0, 0.0, 0.0, 0.0, 14.0, 14.0, 14.0, 14.0, 6.0, 5.0, 6.0
13, 4, 23.0, 1.0, 1.0, 0.0, 42.0, 130.0, 116.0, 14.0, 6.0, 6.0, 6.0
13, 4, 16.0, 2.0, 3.0, 2.0, 228.0, 340.0, 299.0, 13.0, 6.0, 7.0, 7.0
13, 4, 16.0, 1.0, 2.0, 1.0, 170.0, 316.0, 275.0, 14.0, 6.0, 7.0, 6.0
13, 4, 14.0, 1.0, 2.0, 1.0, 116.0, 325.0, 298.0, 14.0, 6.0, 7.0, 6.0
13, 4, 20.0, 2.0, 3.0, 3.0, 249.0, 442.0, 418.0, 14.0, 7.0, 6.0, 6.0
13, 4, 16.0, 1.0, 3.0, 1.0, 119.0, 310.0, 164.0, 14.0, 6.0, 7.0, 6.0
13, 4, 16.0, 1.0, 3.0, 1.0, 183.0, 280.0, 216.0, 13.0, 6.0, 7.0, 6.0
