nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
18, 2, 1939.0, 1.0, 2.0, 2.0, 130.0, 302.0, 258.0, 810.0, 254.0, 339.0, 261.0
18, 2, 1185.0, 2.0, 3.0, 2.0, 168.0, 287.0, 336.0, 839.0, 333.0, 264.0, 263.0
18, 2, 1753.0, 3.0, 4.0, 4.0, 439.0, 439.0, 439.0, 832.0, 350.0, 279.0, 278.0
18, 2, 1161.0, 3.0, 5.0, 4.0, 246.0, 456.0, 466.0, 973.0, 279.0, 359.0, 277.0
18, 2, 1186.0, 7.0, 6.0, 6.0, 523.0, 523.0, 523.0, 806.0, 290.0, 289.0, 289.0
18, 2, 1689.0, 1.0, 1.0, 1.0, 115.0, 213.0, 217.0, 810.0, 261.0, 267.0, 260.0
18, 2, 1809.0, 1.0, 2.0, 1.0, 111.0, 175.0, 105.0, 824.0, 316.0, 253.0, 246.0
18, 2, 1851.0, 3.0, 6.0, 4.0, 298.0, 513.0, 414.0, 817.0, 284.0, 348.0, 280.0
18, 2, 1685.0, 1.0, 2.0, 1.0, 115.0, 244.0, 217.0, 934.0, 338.0, 266.0, 260.0
18, 2, 1786.0, 2.0, 4.0, 2.0, 208.0, 423.0, 308.0, 902.0, 280.0, 282.0, 353.0
18, 2, 1179.0, 2.0, 5.0, 4.0, 246.0, 459.0, 466.0, 923.0, 283.0, 293.0, 318.0
18, 2, 1539.0, 0.0, 1.0, 1.0, 44.0, 62.0, 46.0, 1098.0, 330.0, 250.0, 248.0
18, 2, 1642.0, 1.0, 4.0, 2.0, 208.0, 412.0, 308.0, 836.0, 276.0, 284.0, 275.0
18, 2, 1489.0, 1.0, 2.0, 2.0, 113.0, 214.0, 213.0, 842.0, 256.0, 252.0, 259.0
18, 2, 1714.0, 2.0, 1.0, 1.0, 187.0, 187.0, 187.0, 785.0, 358.0, 263.0, 265.0
