nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
16, 5, 227.0, 3.0, 10.0, 12.0, 444.0, 1359.0, 1393.0, 177.0, 62.0, 64.0, 65.0
16, 5, 231.0, 2.0, 2.0, 2.0, 214.0, 354.0, 306.0, 160.0, 83.0, 61.0, 59.0
16, 5, 149.0, 1.0, 1.0, 2.0, 185.0, 234.0, 457.0, 158.0, 62.0, 61.0, 81.0
16, 5, 259.0, 2.0, 7.0, 6.0, 347.0, 822.0, 761.0, 162.0, 64.0, 64.0, 63.0
16, 5, 251.0, 7.0, 7.0, 6.0, 842.0, 1131.0, 1003.0, 153.0, 63.0, 67.0, 64.0
16, 5, 238.0, 0.0, 1.0, 1.0, 132.0, 244.0, 271.0, 157.0, 61.0, 61.0, 59.0
16, 5, 220.0, 1.0, 2.0, 1.0, 136.0, 257.0, 207.0, 181.0, 60.0, 57.0, 59.0
16, 5, 182.0, 6.0, 5.0, 2.0, 759.0, 669.0, 339.0, 176.0, 62.0, 60.0, 60.0
16, 5, 225.0, 6.0, 9.0, 7.0, 625.0, 931.0, 826.0, 177.0, 64.0, 66.0, 65.0
16, 5, 216.0, 2.0, 8.0, 4.0, 535.0, 1042.0, 848.0, 158.0, 86.0, 64.0, 64.0
16, 5, 232.0, 2.0, 5.0, 1.0, 333.0, 581.0, 236.0, 156.0, 60.0, 61.0, 82.0
16, 5, 230.0, 2.0, 10.0, 13.0, 401.0, 1144.0, 1379.0, 158.0, 65.0, 65.0, 66.0
16, 5, 359.0, 1.0, 4.0, 3.0, 216.0, 600.0, 549.0, 152.0, 58.0, 62.0, 60.0
16, 5, 208.0, 2.0, 4.0, 3.0, 260.0, 646.0, 551.0, 151.0, 59.0, 61.0, 60.0
16, 5, 300.0, 4.0, 2.0, 1.0, 437.0, 318.0, 139.0, 171.0, 60.0, 60.0, 59.0
16, 5, 222.0, 3.0, 9.0, 4.0, 463.0, 1027.0, 636.0, 176.0, 64.0, 64.0, 62.0
16, 5, 471.0, 1.0, 5.0, 3.0, 145.0, 562.0, 452.0, 182.0, 58.0, 59.0, 59.0
16, 5, 299.0, 5.0, 10.0, 4.0, 704.0, 1064.0, 746.0, 157.0, 64.0, 86.0, 64.0
16, 5, 231.0, 3.0, 8.0, 2.0, 508.0, 919.0, 370.0, 156.0, 81.0, 62.0, 60.0
