nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
14, 2, 66.0, 4.0, 3.0, 2.0, 216.0, 216.0, 216.0, 30.0, 13.0, 13.0, 12.0
14, 2, 54.0, 0.0, 1.0, 1.0, 37.0, 73.0, 58.0, 32.0, 12.0, 13.0, 13.0
14, 2, 56.0, 0.0, 3.0, 1.0, 110.0, 208.0, 174.0, 42.0, 12.0, 13.0, 13.0
14, 2, 41.0, 1.0, 2.0, 2.0, 162.0, 245.0, 245.0, 32.0, 13.0, 13.0, 14.0
14, 2, 63.0, 2.0, 1.0, 1.0, 152.0, 152.0, 152.0, 31.0, 12.0, 13.0, 12.0
14, 2, 60.0, 2.0, 2.0, 1.0, 105.0, 174.0, 137.0, 40.0, 12.0, 13.0, 14.0
14, 2, 43.0, 2.0, 3.0, 1.0, 162.0, 283.0, 245.0, 30.0, 13.0, 14.0, 13.0
14, 2, 53.0, 0.0, 2.0, 1.0, 107.0, 186.0, 171.0, 31.0, 11.0, 13.0, 13.0
14, 2, 64.0, 1.0, 1.0, 1.0, 83.0, 129.0, 81.0, 31.0, 12.0, 23.0, 13.0
14, 2, 39.0, 1.0, 1.0, 1.0, 77.0, 171.0, 165.0, 31.0, 12.0, 13.0, 12.0
14, 2, 58.0, 1.0, 1.0, 1.0, 105.0, 164.0, 137.0, 30.0, 13.0, 13.0, 13.0
14, 2, 36.0, 1.0, 0.0, 0.0, 49.0, 97.0, 126.0, 30.0, 21.0, 13.0, 12.0
14, 2, 62.0, 1.0, 1.0, 0.0, 141.0, 182.0, 103.0, 32.0, 13.0, 13.0, 13.0
14, 2, 33.0, 0.0, 1.0, 1.0, 59.0, 105.0, 105.0, 30.0, 12.0, 12.0, 12.0
14, 2, 62.0, 1.0, 1.0, 0.0, 82.0, 82.0, 82.0, 33.0, 13.0, 12.0, 22.0
14, 2, 60.0, 1.0, 1.0, 1.0, 139.0, 139.0, 139.0, 30.0, 12.0, 12.0, 12.0
14, 2, 62.0, 1.0, 2.0, 0.0, 126.0, 205.0, 158.0, 31.0, 13.0, 13.0, 13.0
14, 2, 68.0, 2.0, 2.0, 1.0, 144.0, 220.0, 162.0, 31.0, 13.0, 13.0, 13.0
14, 2, 36.0, 1.0, 1.0, 1.0, 77.0, 89.0, 165.0, 31.0, 12.0, 13.0, 12.0
14, 2, 46.0, 1.0, 2.0, 2.0, 129.0, 210.0, 232.0, 31.0, 13.0, 14.0, 13.0
14, 2, 59.0, 1.0, 2.0, 1.0, 126.0, 200.0, 152.0, 30.0, 13.0, 13.0, 13.0
