nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
18, 6, 819.0, 8.0, 63.0, 18.0, 1190.0, 2743.0, 2075.0, 835.0, 290.0, 375.0, 282.0
18, 6, 1058.0, 32.0, 60.0, 26.0, 2792.0, 2797.0, 2474.0, 849.0, 310.0, 400.0, 320.0
18, 6, 1153.0, 12.0, 97.0, 56.0, 1511.0, 4696.0, 3054.0, 926.0, 330.0, 322.0, 305.0
18, 6, 1160.0, 17.0, 49.0, 83.0, 1842.0, 3316.0, 3744.0, 897.0, 625.0, 317.0, 401.0
18, 6, 778.0, 2.0, 4.0, 4.0, 283.0, 510.0, 655.0, 786.0, 275.0, 275.0, 273.0
18, 6, 1216.0, 8.0, 31.0, 50.0, 1117.0, 2262.0, 2611.0, 791.0, 318.0, 343.0, 394.0
18, 6, 1161.0, 10.0, 64.0, 17.0, 1229.0, 3453.0, 1908.0, 784.0, 405.0, 322.0, 291.0
18, 6, 1642.0, 4.0, 10.0, 6.0, 453.0, 977.0, 884.0, 774.0, 286.0, 397.0, 287.0
18, 6, 1067.0, 9.0, 51.0, 15.0, 1384.0, 3695.0, 1692.0, 881.0, 302.0, 319.0, 286.0
18, 6, 1087.0, 6.0, 50.0, 20.0, 765.0, 2405.0, 1756.0, 863.0, 293.0, 312.0, 292.0
18, 6, 1030.0, 28.0, 83.0, 96.0, 3321.0, 4356.0, 3744.0, 860.0, 311.0, 310.0, 299.0
18, 6, 1023.0, 18.0, 67.0, 110.0, 2261.0, 3166.0, 4472.0, 783.0, 310.0, 316.0, 425.0
18, 6, 924.0, 7.0, 32.0, 10.0, 1198.0, 2311.0, 1378.0, 778.0, 402.0, 297.0, 276.0
18, 6, 1194.0, 15.0, 62.0, 40.0, 1612.0, 3882.0, 2700.0, 779.0, 315.0, 425.0, 324.0
18, 6, 1220.0, 11.0, 44.0, 58.0, 1541.0, 2829.0, 3516.0, 886.0, 313.0, 316.0, 313.0
