nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
20, 4, 6263.0, 3.0, 12.0, 7.0, 383.0, 895.0, 742.0, 5080.0, 1293.0, 1342.0, 1362.0
20, 4, 5569.0, 4.0, 11.0, 11.0, 575.0, 1284.0, 1011.0, 4738.0, 1271.0, 1371.0, 1317.0
20, 4, 8696.0, 2.0, 11.0, 5.0, 174.0, 1029.0, 552.0, 4924.0, 1226.0, 1286.0, 1196.0
20, 4, 5897.0, 4.0, 17.0, 8.0, 539.0, 1308.0, 873.0, 4785.0, 1299.0, 1362.0, 1368.0
20, 4, 5863.0, 3.0, 21.0, 17.0, 457.0, 1667.0, 1634.0, 5249.0, 1247.0, 1521.0, 1235.0
20, 4, 5882.0, 7.0, 27.0, 29.0, 768.0, 1617.0, 1634.0, 4994.0, 1301.0, 1468.0, 1334.0
20, 4, 5583.0, 10.0, 30.0, 11.0, 949.0, 2109.0, 1159.0, 5061.0, 1283.0, 1370.0, 1350.0
20, 4, 10711.0, 9.0, 11.0, 3.0, 839.0, 1214.0, 428.0, 4778.0, 1234.0, 1360.0, 1308.0
20, 4, 6141.0, 6.0, 25.0, 14.0, 802.0, 1736.0, 1369.0, 4792.0, 1292.0, 1342.0, 1318.0
20, 4, 6151.0, 7.0, 10.0, 32.0, 1005.0, 1231.0, 1548.0, 4841.0, 1369.0, 1392.0, 1396.0
20, 4, 6083.0, 7.0, 14.0, 25.0, 912.0, 1387.0, 1564.0, 4843.0, 1292.0, 1314.0, 1261.0
20, 4, 5805.0, 4.0, 22.0, 17.0, 537.0, 1576.0, 1787.0, 4865.0, 1273.0, 1369.0, 1335.0
20, 4, 5569.0, 1.0, 3.0, 1.0, 95.0, 305.0, 201.0, 4939.0, 1155.0, 1229.0, 1222.0
20, 4, 5960.0, 6.0, 50.0, 15.0, 668.0, 2158.0, 1654.0, 4852.0, 1309.0, 1384.0, 1386.0
20, 4, 5920.0, 9.0, 40.0, 17.0, 1051.0, 2480.0, 1765.0, 4873.0, 1318.0, 1384.0, 1306.0
20, 4, 5921.0, 12.0, 28.0, 6.0, 1329.0, 1622.0, 714.0, 4896.0, 1279.0, 1366.0, 1269.0
20, 4, 7112.0, 3.0, 11.0, 6.0, 319.0, 1161.0, 889.0, 4854.0, 1204.0, 1223.0, 1197.0
20, 4, 5579.0, 1.0, 11.0, 5.0, 234.0, 1347.0, 979.0, 4683.0, 1415.0, 1717.0, 1205.0
20, 4, 9290.0, 7.0, 32.0, 17.0, 593.0, 1821.0, 1243.0, 5073.0, 1363.0, 1413.0, 1320.0
20, 4, 5554.0, 5.0, 7.0, 9.0, 564.0, 1016.0, 1010.0, 4841.0, 1320.0, 1299.0, 1259.0
20, 4, 4156.0, 5.0, 9.0, 6.0, 681.0, 722.0, 568.0, 4922.0, 1254.0, 1293.0, 1270.0
20, 4, 6277.0, 9.0, 33.0, 25.0, 1035.0, 2473.0, 1891.0, 4916.0, 1319.0, 1400.0, 1310.0
20, 4, 6190.0, 9.0, 57.0, 54.0, 1170.0, 2571.0, 2449.0, 4677.0, 1376.0, 1933.0, 1320.0
20, 4, 8490.0, 4.0, 13.0, 8.0, 432.0, 1074.0, 806.0, 5036.0, 1364.0, 1368.0, 1285.0
20, 4, 5909.0, 3.0, 13.0, 10.0, 487.0, 1343.0, 1136.0, 5099.0, 1573.0, 1402.0, 1328.0
20, 4, 5758.0, 6.0, 21.0, 27.0, 834.0, 1585.0, 1715.0, 5037.0, 1369.0, 1603.0, 1295.0
20, 4, 5642.0, 3.0, 8.0, 2.0, 377.0, 793.0, 344.0, 4603.0, 1388.0, 1730.0, 1229.0
20, 4, 5391.0, 3.0, 9.0, 5.0, 345.0, 893.0, 514.0, 4768.0, 1212.0, 1865.0, 1215.0
20, 4, 5734.0, 7.0, 28.0, 7.0, 944.0, 1988.0, 873.0, 4879.0, 1293.0, 1401.0, 1296.0
20, 4, 5369.0, 5.0, 19.0, 15.0, 614.0, 1364.0, 1162.0, 5142.0, 1306.0, 1363.0, 1296.0
20, 4, 5377.0, 4.0, 23.0, 13.0, 526.0, 1827.0, 1371.0, 5007.0, 1356.0, 1465.0, 1242.0
20, 4, 9014.0, 1.0, 6.0, 2.0, 120.0, 641.0, 426.0, 4897.0, 1615.0, 1455.0, 1149.0
20, 4, 5668.0, 3.0, 22.0, 21.0, 341.0, 1570.0, 1600.0, 4920.0, 1328.0, 1453.0, 1324.0
20, 4, 5653.0, 26.0, 24.0, 25.0, 1708.0, 1920.0, 1920.0, 5149.0, 1544.0, 1631.0, 1326.0
20, 4, 6026.0, 6.0, 9.0, 4.0, 649.0, 921.0, 464.0, 5026.0, 1287.0, 1250.0, 1255.0
20, 4, 5746.0, 2.0, 8.0, 3.0, 381.0, 679.0, 426.0, 5222.0, 1350.0, 1304.0, 1278.0
20, 4, 5843.0, 11.0, 31.0, 10.0, 1328.0, 2030.0, 1147.0, 4744.0, 1574.0, 1344.0, 1281.0
20, 4, 5698.0, 6.0, 44.0, 21.0, 816.0, 2440.0, 2014.0, 5245.0, 1499.0, 1402.0, 1322.0
20, 4, 6013.0, 16.0, 33.0, 26.0, 1379.0, 1781.0, 1568.0, 5006.0, 1355.0, 1371.0, 1405.0
20, 4, 5665.0, 1.0, 6.0, 2.0, 145.0, 696.0, 411.0, 4700.0, 1217.0, 1293.0, 1227.0
20, 4, 5816.0, 1.0, 10.0, 5.0, 225.0, 1258.0, 727.0, 5033.0, 1239.0, 1284.0, 1295.0
20, 4, 8864.0, 3.0, 17.0, 9.0, 265.0, 1451.0, 1052.0, 4725.0, 1278.0, 1326.0, 1298.0
20, 4, 5840.0, 14.0, 24.0, 12.0, 1106.0, 1490.0, 1017.0, 4955.0, 1328.0, 1362.0, 1306.0
20, 4, 5763.0, 8.0, 19.0, 8.0, 1022.0, 1682.0, 939.0, 4711.0, 1292.0, 1369.0, 1320.0
20, 4, 5950.0, 8.0, 37.0, 7.0, 885.0, 1946.0, 788.0, 5047.0, 1303.0, 1346.0, 1395.0
20, 4, 10063.0, 7.0, 48.0, 49.0, 632.0, 2774.0, 2577.0, 4678.0, 1269.0, 1433.0, 1340.0
20, 4, 5213.0, 2.0, 9.0, 3.0, 216.0, 895.0, 457.0, 4840.0, 1207.0, 1295.0, 1278.0
20, 4, 5308.0, 1.0, 4.0, 3.0, 193.0, 562.0, 482.0, 5613.0, 1218.0, 1377.0, 1249.0
20, 4, 6116.0, 5.0, 15.0, 10.0, 610.0, 1326.0, 992.0, 4749.0, 1298.0, 1569.0, 1288.0
