nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
13, 5, 9.0, 0.0, 0.0, 0.0, 15.0, 18.0, 27.0, 14.0, 5.0, 6.0, 6.0
13, 5, 19.0, 1.0, 3.0, 3.0, 182.0, 414.0, 369.0, 15.0, 6.0, 6.0, 7.0
13, 5, 14.0, 3.0, 2.0, 2.0, 427.0, 340.0, 403.0, 15.0, 6.0, 6.0, 7.0
13, 5, 14.0, 1.0, 2.0, 1.0, 186.0, 261.0, 211.0, 14.0, 6.0, 7.0, 7.0
13, 5, 13.0, 1.0, 1.0, 1.0, 137.0, 290.0, 199.0, 15.0, 6.0, 15.0, 7.0
13, 5, 17.0, 4.0, 4.0, 1.0, 458.0, 469.0, 221.0, 16.0, 7.0, 6.0, 6.0
13, 5, 26.0, 2.0, 3.0, 3.0, 294.0, 431.0, 403.0, 14.0, 7.0, 7.0, 7.0
13, 5, 26.0, 1.0, 1.0, 1.0, 120.0, 271.0, 255.0, 20.0, 7.0, 7.0, 7.0
13, 5, 15.0, 1.0, 2.0, 2.0, 120.0, 234.0, 246.0, 14.0, 6.0, 7.0, 7.0
13, 5, 13.0, 1.0, 0.0, 2.0, 55.0, 127.0, 90.0, 14.0, 6.0, 6.0, 5.0
13, 5, 25.0, 1.0, 2.0, 2.0, 75.0, 252.0, 213.0, 15.0, 5.0, 7.0, 7.0
13, 5, 34.0, 2.0, 1.0, 1.0, 81.0, 105.0, 102.0, 14.0, 5.0, 6.0, 6.0
13, 5, 24.0, 3.0, 3.0, 1.0, 259.0, 310.0, 163.0, 14.0, 6.0, 7.0, 7.0
13, 5, 9.0, 0.0, 0.0, 0.0, 60.0, 35.0, 24.0, 16.0, 6.0, 6.0, 6.0
13, 5, 17.0, 1.0, 2.0, 2.0, 171.0, 269.0, 290.0, 17.0, 7.0, 8.0, 6.0
13, 5, 16.0, 2.0, 3.0, 3.0, 391.0, 423.0, 452.0, 14.0, 6.0, 7.0, 7.0
13, 5, 20.0, 1.0, 0.0, 0.0, 78.0, 139.0, 144.0, 13.0, 6.0, 7.0, 6.0
13, 5, 15.0, 2.0, 3.0, 1.0, 321.0, 444.0, 303.0, 24.0, 7.0, 6.0, 6.0
13, 5, 28.0, 0.0, 2.0, 1.0, 66.0, 264.0, 185.0, 15.0, 7.0, 6.0, 6.0
13, 5, 15.0, 2.0, 2.0, 1.0, 291.0, 324.0, 132.0, 15.0, 6.0, 7.0, 7.0
13, 5, 22.0, 1.0, 2.0, 3.0, 281.0, 361.0, 388.0, 15.0, 7.0, 7.0, 6.0
13, 5, 16.0, 1.0, 2.0, 2.0, 134.0, 407.0, 283.0, 14.0, 6.0, 6.0, 6.0
13, 5, 15.0, 3.0, 5.0, 2.0, 567.0, 562.0, 347.0, 14.0, 7.0, 6.0, 6.0
13, 5, 17.0, 1.0, 3.0, 2.0, 230.0, 389.0, 385.0, 15.0, 15.0, 6.0, 6.0
13, 5, 17.0, 4.0, 3.0, 3.0, 587.0, 502.0, 506.0, 14.0, 6.0, 7.0, 7.0
13, 5, 7.0, 0.0, 1.0, 0.0, 15.0, 17.0, 27.0, 14.0, 5.0, 6.0, 6.0
13, 5, 9.0, 0.0, 0.0, 0.0, 16.0, 22.0, 27.0, 14.0, 5.0, 6.0, 6.0
13, 5, 22.0, 2.0, 3.0, 2.0, 283.0, 406.0, 233.0, 14.0, 7.0, 6.0, 6.0
13, 5, 22.0, 0.0, 1.0, 1.0, 100.0, 134.0, 230.0, 14.0, 6.0, 7.0, 6.0
13, 5, 26.0, 2.0, 3.0, 1.0, 318.0, 396.0, 328.0, 14.0, 7.0, 6.0, 6.0
