nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, isSolvednbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, isSolved, weight0, weight1, weight2, weight3
9, 4, 67, 78, 0.0, 0.0, 0.0, false, 3, 2, 2, 3
9, 4, 1, 10, 0.0, 0.0, 0.0, false, 2, 3, 3, 5
9, 4, 1, 10, 0.0, 0.0, 0.0, false, 5, 5, 2, 5
9, 4, 48, 58, 0.0, 0.0, 0.0, false, 2, 2, 2, 3
9, 4, 118, 124, 0.0, 0.0, 0.0, false, 5, 3, 2, 5
9, 4, 1, 10, 0.0, 0.0, 0.0, false, 5, 5, 5, 2
9, 4, 67, 82, 0.0, 0.0, 0.0, false, 4, 2, 3, 3
9, 4, 82, 98, 0.0, 0.0, 0.0, false, 5, 2, 4, 2
9, 4, 55, 68, 0.0, 0.0, 0.0, false, 5, 4, 4, 4
9, 4, 72, 81, 0.0, 0.0, 0.0, false, 2, 4, 2, 5
9, 4, 97, 106, 0.0, 0.0, 0.0, false, 4, 3, 3, 3
9, 4, 54, 66, 4.0, 19.0, 21.0, true, 2, 2, 2, 3
9, 4, 69, 81, 0.0, 0.0, 0.0, false, 2, 5, 2, 2
9, 4, 111, 115, 0.0, 0.0, 0.0, false, 2, 4, 4, 3
9, 4, 54, 69, 4.0, 18.0, 38.0, true, 2, 3, 3, 4
9, 4, 56, 69, 0.0, 0.0, 0.0, false, 4, 4, 2, 2
9, 4, 68, 83, 0.0, 0.0, 0.0, false, 2, 3, 3, 2
9, 4, 1, 10, 0.0, 0.0, 0.0, false, 3, 5, 4, 3
9, 4, 65, 76, 4.0, 60.0, 68.0, false, 2, 2, 3, 3
9, 4, 47, 59, 0.0, 0.0, 0.0, false, 2, 3, 3, 5
9, 4, 69, 78, 0.0, 0.0, 0.0, false, 3, 4, 3, 5
9, 4, 103, 116, 0.0, 0.0, 0.0, false, 4, 4, 2, 5
9, 4, 139, 155, 0.0, 0.0, 0.0, false, 4, 4, 4, 4
9, 4, 137, 153, 0.0, 0.0, 0.0, false, 4, 5, 5, 5
9, 4, 100, 105, 0.0, 0.0, 0.0, false, 4, 4, 3, 4
9, 4, 116, 122, 0.0, 0.0, 0.0, false, 5, 4, 3, 5
9, 4, 106, 122, 0.0, 0.0, 0.0, false, 2, 3, 5, 2
9, 4, 93, 102, 0.0, 0.0, 0.0, false, 4, 5, 2, 2
9, 4, 65, 74, 0.0, 0.0, 0.0, false, 5, 5, 3, 4
9, 4, 137, 153, 0.0, 0.0, 0.0, false, 4, 3, 5, 4
