nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, isSolvednbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, isSolved, weight0, weight1, weight2, weight3, weight4, weight5
10, 6, 165, 215, 0.0, 0.0, 0.0, false, 4, 6, 5, 4, 4, 5
10, 6, 152, 240, 0.0, 0.0, 0.0, false, 6, 6, 2, 5, 6, 3
10, 6, 185, 238, 0.0, 0.0, 0.0, false, 5, 5, 2, 3, 3, 5
10, 6, 1, 11, 0.0, 0.0, 0.0, false, 5, 4, 6, 4, 6, 3
10, 6, 264, 288, 0.0, 0.0, 0.0, false, 4, 2, 4, 4, 3, 2
10, 6, 232, 257, 0.0, 0.0, 0.0, false, 4, 6, 3, 6, 3, 6
10, 6, 144, 172, 0.0, 0.0, 0.0, false, 3, 2, 6, 6, 3, 2
10, 6, 74, 97, 0.0, 0.0, 0.0, false, 4, 2, 5, 2, 3, 3
10, 6, 140, 168, 0.0, 0.0, 0.0, false, 2, 6, 6, 5, 4, 5
10, 6, 1, 11, 0.0, 0.0, 0.0, false, 2, 3, 5, 3, 4, 3
10, 6, 291, 314, 0.0, 0.0, 0.0, false, 6, 4, 4, 5, 6, 3
10, 6, 172, 185, 0.0, 0.0, 0.0, false, 6, 2, 4, 6, 2, 3
10, 6, 1, 11, 0.0, 0.0, 0.0, false, 4, 6, 5, 4, 3, 5
10, 6, 147, 175, 0.0, 0.0, 0.0, false, 4, 6, 2, 4, 5, 5
10, 6, 183, 191, 0.0, 0.0, 0.0, false, 4, 2, 2, 4, 4, 5
10, 6, 170, 210, 0.0, 0.0, 0.0, false, 2, 3, 4, 6, 4, 3
10, 6, 215, 274, 0.0, 0.0, 0.0, false, 3, 6, 4, 3, 6, 6
10, 6, 158, 181, 0.0, 0.0, 0.0, false, 2, 6, 3, 4, 6, 4
10, 6, 216, 275, 0.0, 0.0, 0.0, false, 3, 3, 4, 6, 6, 5
10, 6, 149, 156, 0.0, 0.0, 0.0, false, 6, 6, 3, 6, 3, 2
10, 6, 178, 216, 0.0, 0.0, 0.0, false, 6, 2, 6, 6, 6, 4
10, 6, 200, 212, 0.0, 0.0, 0.0, false, 3, 2, 6, 5, 3, 2
10, 6, 116, 144, 0.0, 0.0, 0.0, false, 2, 4, 6, 5, 2, 5
10, 6, 179, 218, 0.0, 0.0, 0.0, false, 6, 6, 4, 4, 2, 4
10, 6, 313, 336, 0.0, 0.0, 0.0, false, 4, 2, 4, 5, 3, 2
10, 6, 138, 160, 0.0, 0.0, 0.0, false, 3, 3, 6, 2, 4, 5
10, 6, 232, 238, 0.0, 0.0, 0.0, false, 4, 3, 4, 4, 3, 2
10, 6, 94, 109, 0.0, 0.0, 0.0, false, 4, 6, 2, 4, 4, 2
10, 6, 175, 225, 0.0, 0.0, 0.0, false, 2, 2, 4, 6, 2, 2
10, 6, 120, 143, 0.0, 0.0, 0.0, false, 4, 6, 3, 2, 6, 4
10, 6, 266, 302, 0.0, 0.0, 0.0, false, 2, 4, 6, 3, 5, 2
10, 6, 44, 61, 0.0, 0.0, 0.0, false, 2, 5, 4, 6, 5, 2
10, 6, 1, 11, 0.0, 0.0, 0.0, false, 5, 5, 5, 6, 4, 4
10, 6, 176, 228, 0.0, 0.0, 0.0, false, 3, 6, 2, 2, 6, 3
10, 6, 108, 130, 0.0, 0.0, 0.0, false, 3, 2, 3, 6, 4, 4
