nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, isSolvednbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, isSolved, weight0, weight1, weight2
8, 3, 61, 67, 0.0, 0.0, 0.0, false, 5, 2, 5
8, 3, 66, 71, 0.0, 0.0, 0.0, false, 3, 3, 2
8, 3, 79, 80, 0.0, 0.0, 0.0, false, 4, 3, 3
8, 3, 69, 77, 0.0, 0.0, 0.0, false, 2, 4, 2
8, 3, 55, 63, 0.0, 0.0, 0.0, false, 5, 4, 3
8, 3, 56, 62, 0.0, 0.0, 0.0, false, 4, 2, 4
8, 3, 88, 93, 0.0, 0.0, 0.0, false, 4, 4, 4
8, 3, 102, 104, 0.0, 0.0, 0.0, false, 4, 4, 3
8, 3, 88, 93, 0.0, 0.0, 0.0, false, 4, 5, 4
8, 3, 45, 52, 0.0, 0.0, 0.0, false, 3, 2, 3
8, 3, 102, 104, 0.0, 0.0, 0.0, false, 3, 4, 5
8, 3, 47, 51, 0.0, 0.0, 0.0, false, 3, 4, 4
8, 3, 69, 77, 0.0, 0.0, 0.0, false, 2, 3, 4
8, 3, 27, 36, 0.0, 0.0, 0.0, false, 2, 2, 3
8, 3, 41, 48, 0.0, 0.0, 0.0, false, 4, 2, 4
8, 3, 69, 77, 0.0, 0.0, 0.0, false, 2, 3, 2
8, 3, 102, 104, 0.0, 0.0, 0.0, false, 3, 5, 5
8, 3, 48, 57, 0.0, 0.0, 0.0, false, 2, 2, 2
8, 3, 31, 40, 0.0, 0.0, 0.0, false, 3, 2, 4
8, 3, 79, 80, 0.0, 0.0, 0.0, false, 3, 5, 5
8, 3, 31, 40, 0.0, 0.0, 0.0, false, 2, 2, 4
8, 3, 66, 71, 0.0, 0.0, 0.0, false, 4, 3, 4
8, 3, 79, 89, 0.0, 0.0, 0.0, false, 5, 3, 5
8, 3, 102, 104, 0.0, 0.0, 0.0, false, 4, 2, 3
8, 3, 47, 55, 10.0, 65.0, 21.0, false, 4, 2, 2
8, 3, 38, 47, 4.0, 11.0, 13.0, true, 2, 2, 4
8, 3, 27, 36, 0.0, 0.0, 0.0, false, 4, 3, 2
8, 3, 102, 104, 0.0, 0.0, 0.0, false, 3, 3, 5
8, 3, 88, 93, 0.0, 0.0, 0.0, false, 5, 5, 3
8, 3, 69, 77, 0.0, 0.0, 0.0, false, 2, 4, 5
8, 3, 48, 52, 0.0, 0.0, 0.0, false, 4, 2, 2
8, 3, 69, 77, 0.0, 0.0, 0.0, false, 2, 4, 5
8, 3, 67, 70, 0.0, 0.0, 0.0, false, 5, 5, 5
8, 3, 57, 62, 0.0, 0.0, 0.0, false, 4, 3, 5
8, 3, 69, 77, 0.0, 0.0, 0.0, false, 4, 4, 2
8, 3, 1, 9, 0.0, 0.0, 0.0, false, 4, 5, 5
8, 3, 88, 93, 0.0, 0.0, 0.0, false, 2, 5, 5
8, 3, 60, 66, 0.0, 0.0, 0.0, false, 3, 2, 2
8, 3, 60, 64, 0.0, 0.0, 0.0, false, 5, 4, 4
