nbPlayer, nbType, timeCreateADDV1, timeCreateADDV2
20, 2 ,1.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,2.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 2.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 2.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
20, 2 ,0.0, 1.0
20, 2 ,0.0, 0.0
20, 2 ,0.0, 0.0
20, 2 ,1.0, 0.0
