nbPlayer, nbType, timeCreateADDV1, timeCreateADDV2
20, 4 ,10.0, 5.0
20, 4 ,8.0, 4.0
20, 4 ,1.0, 2.0
20, 4 ,2.0, 3.0
20, 4 ,2.0, 1.0
20, 4 ,22.0, 14.0
20, 4 ,12.0, 9.0
20, 4 ,10.0, 7.0
20, 4 ,1.0, 1.0
20, 4 ,3.0, 3.0
20, 4 ,1.0, 1.0
20, 4 ,7.0, 3.0
20, 4 ,0.0, 1.0
20, 4 ,1.0, 1.0
20, 4 ,1.0, 1.0
20, 4 ,7.0, 6.0
20, 4 ,3.0, 1.0
20, 4 ,2.0, 2.0
20, 4 ,4.0, 1.0
20, 4 ,7.0, 3.0
20, 4 ,4.0, 2.0
20, 4 ,2.0, 1.0
20, 4 ,1.0, 1.0
20, 4 ,3.0, 2.0
20, 4 ,0.0, 1.0
20, 4 ,3.0, 1.0
20, 4 ,1.0, 1.0
20, 4 ,3.0, 3.0
20, 4 ,1.0, 1.0
20, 4 ,3.0, 3.0
20, 4 ,4.0, 5.0
20, 4 ,3.0, 2.0
20, 4 ,4.0, 2.0
20, 4 ,2.0, 1.0
20, 4 ,38.0, 23.0
20, 4 ,3.0, 2.0
20, 4 ,5.0, 5.0
20, 4 ,7.0, 2.0
20, 4 ,1.0, 0.0
20, 4 ,5.0, 3.0
20, 4 ,3.0, 1.0
20, 4 ,10.0, 6.0
20, 4 ,5.0, 2.0
20, 4 ,6.0, 4.0
20, 4 ,2.0, 1.0
20, 4 ,4.0, 2.0
20, 4 ,1.0, 0.0
20, 4 ,25.0, 15.0
20, 4 ,7.0, 6.0
20, 4 ,7.0, 5.0
20, 4 ,3.0, 2.0
20, 4 ,0.0, 1.0
20, 4 ,4.0, 2.0
20, 4 ,5.0, 5.0
20, 4 ,4.0, 3.0
20, 4 ,1.0, 1.0
20, 4 ,2.0, 1.0
20, 4 ,2.0, 2.0
20, 4 ,3.0, 3.0
20, 4 ,4.0, 4.0
20, 4 ,8.0, 3.0
20, 4 ,1.0, 1.0
20, 4 ,6.0, 2.0
20, 4 ,2.0, 1.0
20, 4 ,6.0, 3.0
20, 4 ,8.0, 5.0
20, 4 ,11.0, 5.0
20, 4 ,1.0, 2.0
20, 4 ,0.0, 1.0
20, 4 ,2.0, 1.0
20, 4 ,1.0, 0.0
20, 4 ,1.0, 0.0
20, 4 ,2.0, 2.0
20, 4 ,2.0, 1.0
20, 4 ,8.0, 7.0
20, 4 ,8.0, 4.0
20, 4 ,2.0, 1.0
20, 4 ,11.0, 8.0
20, 4 ,8.0, 7.0
20, 4 ,9.0, 4.0
20, 4 ,5.0, 3.0
20, 4 ,0.0, 0.0
20, 4 ,9.0, 3.0
20, 4 ,2.0, 1.0
20, 4 ,3.0, 1.0
20, 4 ,18.0, 11.0
20, 4 ,8.0, 4.0
20, 4 ,9.0, 5.0
20, 4 ,1.0, 1.0
20, 4 ,9.0, 8.0
20, 4 ,7.0, 2.0
20, 4 ,4.0, 4.0
20, 4 ,3.0, 2.0
20, 4 ,1.0, 2.0
20, 4 ,6.0, 5.0
20, 4 ,6.0, 6.0
20, 4 ,7.0, 4.0
20, 4 ,11.0, 9.0
20, 4 ,4.0, 2.0
20, 4 ,38.0, 17.0
20, 4 ,16.0, 8.0
20, 4 ,1.0, 1.0
20, 4 ,10.0, 9.0
20, 4 ,4.0, 2.0
20, 4 ,2.0, 1.0
20, 4 ,4.0, 2.0
20, 4 ,5.0, 2.0
20, 4 ,2.0, 1.0
20, 4 ,9.0, 3.0
20, 4 ,23.0, 14.0
20, 4 ,1.0, 2.0
20, 4 ,0.0, 0.0
20, 4 ,5.0, 2.0
20, 4 ,21.0, 13.0
20, 4 ,1.0, 1.0
20, 4 ,16.0, 6.0
20, 4 ,1.0, 0.0
20, 4 ,5.0, 2.0
20, 4 ,4.0, 2.0
20, 4 ,6.0, 2.0
20, 4 ,4.0, 4.0
20, 4 ,6.0, 3.0
20, 4 ,9.0, 5.0
20, 4 ,8.0, 4.0
20, 4 ,11.0, 10.0
20, 4 ,5.0, 5.0
20, 4 ,3.0, 2.0
20, 4 ,4.0, 4.0
20, 4 ,3.0, 1.0
20, 4 ,2.0, 1.0
20, 4 ,2.0, 1.0
20, 4 ,1.0, 1.0
20, 4 ,7.0, 2.0
20, 4 ,1.0, 1.0
20, 4 ,7.0, 5.0
20, 4 ,3.0, 2.0
20, 4 ,18.0, 11.0
20, 4 ,2.0, 3.0
20, 4 ,4.0, 3.0
20, 4 ,13.0, 5.0
20, 4 ,5.0, 5.0
20, 4 ,3.0, 2.0
20, 4 ,8.0, 3.0
20, 4 ,1.0, 0.0
20, 4 ,12.0, 9.0
20, 4 ,2.0, 3.0
20, 4 ,0.0, 0.0
20, 4 ,4.0, 2.0
20, 4 ,2.0, 1.0
20, 4 ,3.0, 2.0
20, 4 ,3.0, 1.0
20, 4 ,3.0, 2.0
20, 4 ,0.0, 1.0
20, 4 ,2.0, 2.0
20, 4 ,3.0, 2.0
20, 4 ,1.0, 1.0
20, 4 ,2.0, 1.0
20, 4 ,9.0, 3.0
20, 4 ,7.0, 3.0
20, 4 ,2.0, 1.0
20, 4 ,4.0, 4.0
20, 4 ,3.0, 2.0
20, 4 ,3.0, 2.0
20, 4 ,40.0, 17.0
20, 4 ,1.0, 2.0
20, 4 ,8.0, 4.0
20, 4 ,14.0, 10.0
20, 4 ,2.0, 3.0
20, 4 ,2.0, 1.0
20, 4 ,4.0, 2.0
20, 4 ,1.0, 1.0
20, 4 ,13.0, 9.0
20, 4 ,6.0, 5.0
20, 4 ,10.0, 3.0
20, 4 ,2.0, 1.0
20, 4 ,4.0, 2.0
20, 4 ,5.0, 3.0
20, 4 ,8.0, 4.0
20, 4 ,5.0, 5.0
20, 4 ,18.0, 8.0
20, 4 ,9.0, 5.0
20, 4 ,1.0, 1.0
20, 4 ,2.0, 1.0
20, 4 ,5.0, 3.0
20, 4 ,3.0, 3.0
20, 4 ,2.0, 1.0
20, 4 ,2.0, 1.0
20, 4 ,4.0, 3.0
20, 4 ,5.0, 3.0
20, 4 ,5.0, 3.0
20, 4 ,1.0, 0.0
20, 4 ,6.0, 2.0
20, 4 ,5.0, 3.0
20, 4 ,6.0, 3.0
20, 4 ,6.0, 4.0
20, 4 ,2.0, 3.0
20, 4 ,4.0, 2.0
20, 4 ,3.0, 2.0
20, 4 ,8.0, 6.0
20, 4 ,11.0, 6.0
