nbPlayer, nbType, timeCreateADD, timeCreateADDbis, timeCretaeDAG, nbNodeADD, nbNodeADDbis, nbNodeDAG, timeSolveADD, timeSolveDAG, emptyCore, cosADD, cosDAG
11, 4, 2.0, 0.0, 0.0, 237.0, 233.0, 256.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 95.0, 89.0, 107.0, 0.0, 0.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 159.0, 150.0, 174.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 181.0, 174.0, 181.0, 0.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 195.0, 184.0, 199.0, 1.0, 0.0, false, 0.0, 0.0
11, 4, 1.0, 0.0, 0.0, 206.0, 188.0, 226.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 1.0, 0.0, 0.0, 208.0, 207.0, 231.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 71.0, 60.0, 85.0, 0.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 136.0, 128.0, 137.0, 1.0, 0.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 141.0, 135.0, 156.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 146.0, 143.0, 161.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 120.0, 117.0, 140.0, 0.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 228.0, 224.0, 244.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 188.0, 184.0, 188.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 265.0, 257.0, 271.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 147.0, 138.0, 164.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 106.0, 95.0, 106.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 96.0, 92.0, 103.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 1.0, 0.0, 1.0, 101.0, 92.0, 113.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 90.0, 81.0, 93.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 1.0, 1.0, 0.0, 256.0, 252.0, 294.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 214.0, 213.0, 237.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 161.0, 152.0, 178.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 207.0, 203.0, 223.0, 1.0, 2.0, false, 0.0, 0.0
11, 4, 1.0, 0.0, 0.0, 122.0, 120.0, 142.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 52.0, 45.0, 66.0, 0.0, 1.0, false, 0.0, 0.0
11, 4, 1.0, 1.0, 0.0, 136.0, 128.0, 137.0, 0.0, 0.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 169.0, 166.0, 172.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 1.0, 0.0, 0.0, 123.0, 118.0, 133.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 230.0, 227.0, 230.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 237.0, 233.0, 256.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 9.0, 0.0, 0.0, 162.0, 156.0, 185.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 182.0, 180.0, 201.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 157.0, 146.0, 160.0, 1.0, 1.0, true, 4.0, 4.0
11, 4, 1.0, 1.0, 0.0, 97.0, 85.0, 110.0, 1.0, 0.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 266.0, 265.0, 270.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 162.0, 158.0, 185.0, 0.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 61.0, 55.0, 79.0, 1.0, 0.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 170.0, 163.0, 187.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 1.0, 0.0, 0.0, 255.0, 251.0, 293.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 236.0, 228.0, 236.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 101.0, 96.0, 119.0, 0.0, 1.0, false, 0.0, 0.0
11, 4, 1.0, 0.0, 0.0, 108.0, 100.0, 114.0, 1.0, 0.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 80.0, 75.0, 87.0, 0.0, 0.0, false, 0.0, 0.0
11, 4, 1.0, 1.0, 0.0, 195.0, 188.0, 195.0, 1.0, 1.0, false, 0.0, 0.0
11, 4, 2.0, 0.0, 0.0, 55.0, 44.0, 61.0, 0.0, 1.0, false, 0.0, 0.0
11, 4, 1.0, 0.0, 0.0, 113.0, 111.0, 118.0, 1.0, 1.0, false, 0.0, 0.0
