nbPlayer, nbType, timeCreateADD, timeCreateADDbis, timeCretaeDAG, nbNodeADD, nbNodeADDbis, nbNodeDAG, timeSolveADD, timeSolveDAG, emptyCore, cosADD, cosDAG
16, 6, 81.0, 6.0, 0.0, 1510.0, 1502.0, 1732.0, 6.0, 14.0, false, 0.0, 0.0
16, 6, 80.0, 7.0, 0.0, 1030.0, 983.0, 1050.0, 3.0, 6.0, false, 0.0, 0.0
16, 6, 82.0, 3.0, 0.0, 881.0, 858.0, 995.0, 5.0, 6.0, false, 0.0, 0.0
16, 6, 79.0, 0.0, 0.0, 199.0, 185.0, 256.0, 1.0, 1.0, false, 0.0, 0.0
16, 6, 70.0, 36.0, 0.0, 17.0, 1.0, 17.0, 0.0, 1.0, false, 0.0, 0.0
16, 6, 79.0, 6.0, 0.0, 1372.0, 1367.0, 1626.0, 4.0, 7.0, false, 0.0, 0.0
16, 6, 80.0, 2.0, 0.0, 760.0, 749.0, 882.0, 4.0, 5.0, false, 0.0, 0.0
16, 6, 82.0, 5.0, 0.0, 1254.0, 1227.0, 1346.0, 4.0, 7.0, false, 0.0, 0.0
16, 6, 84.0, 10.0, 0.0, 920.0, 901.0, 920.0, 5.0, 5.0, false, 0.0, 0.0
16, 6, 84.0, 5.0, 0.0, 1239.0, 1162.0, 1350.0, 8.0, 7.0, false, 0.0, 0.0
16, 6, 84.0, 3.0, 0.0, 1127.0, 1099.0, 1128.0, 4.0, 5.0, false, 0.0, 0.0
16, 6, 80.0, 4.0, 0.0, 828.0, 822.0, 848.0, 3.0, 3.0, false, 0.0, 0.0
16, 6, 82.0, 2.0, 0.0, 663.0, 650.0, 716.0, 3.0, 3.0, true, 10.0, 10.0
16, 6, 81.0, 6.0, 1.0, 1244.0, 1226.0, 1422.0, 4.0, 5.0, false, 0.0, 0.0
16, 6, 83.0, 2.0, 0.0, 551.0, 517.0, 564.0, 2.0, 2.0, false, 0.0, 0.0
16, 6, 80.0, 3.0, 0.0, 1104.0, 1097.0, 1228.0, 6.0, 5.0, false, 0.0, 0.0
16, 6, 81.0, 3.0, 0.0, 894.0, 882.0, 1008.0, 4.0, 5.0, false, 0.0, 0.0
16, 6, 81.0, 12.0, 0.0, 851.0, 843.0, 983.0, 3.0, 5.0, false, 0.0, 0.0
16, 6, 79.0, 2.0, 0.0, 707.0, 706.0, 753.0, 2.0, 4.0, false, 0.0, 0.0
16, 6, 80.0, 3.0, 0.0, 945.0, 920.0, 1066.0, 5.0, 5.0, true, 15.0, 15.0
16, 6, 80.0, 2.0, 0.0, 747.0, 731.0, 929.0, 2.0, 3.0, false, 0.0, 0.0
16, 6, 71.0, 38.0, 0.0, 17.0, 1.0, 17.0, 0.0, 0.0, false, 0.0, 0.0
16, 6, 86.0, 2.0, 0.0, 934.0, 912.0, 1030.0, 4.0, 4.0, false, 0.0, 0.0
16, 6, 80.0, 4.0, 0.0, 925.0, 847.0, 960.0, 3.0, 3.0, false, 0.0, 0.0
16, 6, 82.0, 4.0, 0.0, 782.0, 734.0, 802.0, 2.0, 4.0, false, 0.0, 0.0
16, 6, 80.0, 9.0, 0.0, 1700.0, 1695.0, 1762.0, 9.0, 16.0, false, 0.0, 0.0
16, 6, 77.0, 1.0, 0.0, 691.0, 667.0, 799.0, 2.0, 2.0, false, 0.0, 0.0
16, 6, 84.0, 7.0, 1.0, 1805.0, 1804.0, 2026.0, 13.0, 11.0, false, 0.0, 0.0
16, 6, 78.0, 4.0, 0.0, 958.0, 951.0, 1126.0, 3.0, 4.0, false, 0.0, 0.0
16, 6, 75.0, 1.0, 0.0, 487.0, 484.0, 568.0, 2.0, 2.0, false, 0.0, 0.0
16, 6, 81.0, 4.0, 0.0, 771.0, 758.0, 808.0, 3.0, 3.0, false, 0.0, 0.0
16, 6, 81.0, 20.0, 0.0, 1301.0, 1282.0, 1380.0, 5.0, 6.0, false, 0.0, 0.0
16, 6, 70.0, 45.0, 0.0, 17.0, 1.0, 17.0, 0.0, 0.0, false, 0.0, 0.0
16, 6, 79.0, 13.0, 0.0, 692.0, 672.0, 755.0, 3.0, 2.0, false, 0.0, 0.0
16, 6, 81.0, 8.0, 0.0, 1749.0, 1748.0, 1952.0, 11.0, 14.0, false, 0.0, 0.0
16, 6, 70.0, 46.0, 0.0, 17.0, 1.0, 17.0, 0.0, 1.0, false, 0.0, 0.0
16, 6, 79.0, 2.0, 0.0, 860.0, 836.0, 1008.0, 4.0, 5.0, false, 0.0, 0.0
16, 6, 83.0, 16.0, 0.0, 2273.0, 2267.0, 2391.0, 18.0, 22.0, false, 0.0, 0.0
16, 6, 83.0, 6.0, 0.0, 622.0, 587.0, 646.0, 2.0, 3.0, false, 0.0, 0.0
16, 6, 82.0, 8.0, 0.0, 1153.0, 1149.0, 1365.0, 4.0, 5.0, false, 0.0, 0.0
16, 6, 84.0, 1.0, 0.0, 591.0, 583.0, 702.0, 3.0, 3.0, false, 0.0, 0.0
16, 6, 78.0, 3.0, 0.0, 1132.0, 1128.0, 1428.0, 4.0, 4.0, false, 0.0, 0.0
16, 6, 81.0, 4.0, 0.0, 1222.0, 1214.0, 1486.0, 6.0, 7.0, false, 0.0, 0.0
16, 6, 83.0, 5.0, 0.0, 690.0, 676.0, 703.0, 2.0, 3.0, false, 0.0, 0.0
16, 6, 80.0, 3.0, 0.0, 814.0, 812.0, 844.0, 3.0, 5.0, false, 0.0, 0.0
16, 6, 81.0, 3.0, 0.0, 989.0, 984.0, 1235.0, 4.0, 4.0, false, 0.0, 0.0
16, 6, 82.0, 8.0, 0.0, 1577.0, 1571.0, 1739.0, 10.0, 14.0, false, 0.0, 0.0
16, 6, 82.0, 13.0, 0.0, 1379.0, 1308.0, 1590.0, 6.0, 11.0, false, 0.0, 0.0
16, 6, 84.0, 2.0, 0.0, 692.0, 686.0, 800.0, 2.0, 3.0, false, 0.0, 0.0
16, 6, 81.0, 2.0, 1.0, 859.0, 823.0, 886.0, 3.0, 5.0, false, 0.0, 0.0
16, 6, 82.0, 3.0, 0.0, 941.0, 914.0, 1105.0, 4.0, 4.0, false, 0.0, 0.0
16, 6, 83.0, 5.0, 0.0, 918.0, 904.0, 1064.0, 4.0, 4.0, false, 0.0, 0.0
16, 6, 83.0, 12.0, 0.0, 813.0, 805.0, 901.0, 4.0, 4.0, false, 0.0, 0.0
16, 6, 81.0, 2.0, 1.0, 596.0, 516.0, 641.0, 3.0, 2.0, false, 0.0, 0.0
16, 6, 84.0, 2.0, 0.0, 849.0, 786.0, 945.0, 3.0, 4.0, false, 0.0, 0.0
16, 6, 82.0, 6.0, 0.0, 1484.0, 1455.0, 1659.0, 7.0, 12.0, false, 0.0, 0.0
16, 6, 113.0, 8.0, 0.0, 2019.0, 1937.0, 2462.0, 13.0, 16.0, false, 0.0, 0.0
16, 6, 82.0, 3.0, 0.0, 1200.0, 1190.0, 1395.0, 7.0, 7.0, false, 0.0, 0.0
16, 6, 80.0, 1.0, 0.0, 395.0, 385.0, 460.0, 2.0, 2.0, false, 0.0, 0.0
16, 6, 85.0, 12.0, 0.0, 859.0, 819.0, 875.0, 2.0, 4.0, false, 0.0, 0.0
16, 6, 83.0, 4.0, 0.0, 951.0, 911.0, 999.0, 5.0, 5.0, true, 20.0, 20.0
16, 6, 81.0, 3.0, 0.0, 1102.0, 1100.0, 1154.0, 3.0, 6.0, false, 0.0, 0.0
16, 6, 83.0, 13.0, 0.0, 1101.0, 1081.0, 1101.0, 3.0, 6.0, false, 0.0, 0.0
16, 6, 84.0, 4.0, 0.0, 1000.0, 988.0, 1060.0, 4.0, 4.0, false, 0.0, 0.0
16, 6, 82.0, 0.0, 0.0, 239.0, 209.0, 291.0, 1.0, 2.0, false, 0.0, 0.0
16, 6, 82.0, 5.0, 0.0, 1297.0, 1217.0, 1483.0, 5.0, 7.0, false, 0.0, 0.0
16, 6, 82.0, 4.0, 0.0, 1194.0, 1173.0, 1238.0, 6.0, 5.0, false, 0.0, 0.0
16, 6, 86.0, 1.0, 0.0, 646.0, 617.0, 730.0, 3.0, 4.0, false, 0.0, 0.0
16, 6, 82.0, 1.0, 0.0, 1050.0, 1014.0, 1279.0, 4.0, 5.0, false, 0.0, 0.0
16, 6, 81.0, 7.0, 0.0, 1492.0, 1466.0, 1551.0, 4.0, 9.0, false, 0.0, 0.0
16, 6, 82.0, 2.0, 1.0, 948.0, 942.0, 1054.0, 2.0, 4.0, false, 0.0, 0.0
16, 6, 79.0, 3.0, 0.0, 847.0, 840.0, 942.0, 3.0, 4.0, false, 0.0, 0.0
