nbPlayer, nbType, timeCreateADD, timeCreateADDbis, timeCretaeDAG, nbNodeADD, nbNodeADDbis, nbNodeDAG, timeSolveADD, timeSolveDAG, emptyCore, cosADD, cosDAG
6, 2, 0.0, 0.0, 0.0, 25.0, 19.0, 25.0, 0.0, 1.0, true, 2.0, 2.0
6, 2, 0.0, 0.0, 0.0, 34.0, 31.0, 34.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 27.0, 23.0, 27.0, 0.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 31.0, 29.0, 31.0, 1.0, 2.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 22.0, 19.0, 23.0, 0.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 27.0, 23.0, 27.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 27.0, 24.0, 27.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 31.0, 29.0, 31.0, 2.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 27.0, 24.0, 27.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 1.0, 0.0, 0.0, 22.0, 19.0, 23.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 34.0, 31.0, 34.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 21.0, 17.0, 22.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 25.0, 23.0, 25.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 31.0, 29.0, 31.0, 0.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 18.0, 14.0, 21.0, 0.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 27.0, 24.0, 27.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 34.0, 31.0, 34.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 25.0, 23.0, 25.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 21.0, 17.0, 22.0, 0.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 18.0, 14.0, 21.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 22.0, 19.0, 23.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 1.0, 0.0, 0.0, 31.0, 29.0, 31.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 1.0, 0.0, 0.0, 27.0, 24.0, 27.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 31.0, 29.0, 31.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 31.0, 29.0, 31.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 22.0, 19.0, 23.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 31.0, 29.0, 31.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 1.0, 0.0, 7.0, 1.0, 7.0, 0.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 25.0, 23.0, 25.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 34.0, 31.0, 34.0, 0.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 25.0, 23.0, 25.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 27.0, 23.0, 27.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 31.0, 29.0, 31.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 33.0, 27.0, 33.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 34.0, 31.0, 34.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 21.0, 17.0, 22.0, 0.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 22.0, 19.0, 23.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 34.0, 31.0, 34.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 21.0, 17.0, 22.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 27.0, 24.0, 27.0, 0.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 27.0, 24.0, 27.0, 1.0, 1.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 18.0, 14.0, 21.0, 1.0, 0.0, false, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 7.0, 1.0, 7.0, 0.0, 1.0, false, 0.0, 0.0
