nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1
16, 2, 128, 174, 12.0, 77.0, 133.0, true, true, true, 384.0, 638.0, 522.0, 867.0, 4, 4
16, 2, 95, 140, 8.0, 42.0, 48.0, true, true, true, 285.0, 475.0, 420.0, 699.0, 3, 4
16, 2, 38, 89, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 1
16, 2, 38, 89, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 1
16, 2, 134, 161, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 4
16, 2, 232, 245, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 9
16, 2, 40, 86, 2.0, 13.0, 19.0, true, true, true, 120.0, 206.0, 258.0, 435.0, 1, 5
16, 2, 69, 142, 12.0, 44.0, 60772.0, true, false, true, 207.0, 351.0, 426.0, 715.0, 2, 3
16, 2, 39, 85, 4.0, 17.0, 24.0, true, true, true, 117.0, 203.0, 255.0, 432.0, 4, 1
16, 2, 66, 130, 12.0, 29.0, 104.0, true, true, true, 198.0, 336.0, 390.0, 655.0, 3, 2
16, 2, 36, 85, 3.0, 14.0, 29.0, true, true, true, 108.0, 188.0, 255.0, 432.0, 4, 1
16, 2, 63, 122, 9.0, 29.0, 66.0, true, true, true, 189.0, 321.0, 366.0, 615.0, 2, 3
16, 2, 43, 87, 1.0, 13.0, 20.0, true, true, true, 129.0, 219.0, 261.0, 438.0, 6, 1
16, 2, 195, 228, 12.0, 60896.0, 61877.0, false, false, true, 585.0, 953.0, 684.0, 1117.0, 4, 7
16, 2, 147, 170, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 3
16, 2, 298, 306, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 7
16, 2, 63, 193, 4.0, 23.0, 91.0, true, true, true, 189.0, 323.0, 579.0, 972.0, 1, 4
16, 2, 331, 338, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 8
16, 2, 124, 152, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 3
16, 2, 226, 323, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 3
16, 2, 317, 326, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 7
16, 2, 116, 155, 8.0, 70.0, 94.0, true, true, true, 348.0, 578.0, 465.0, 772.0, 4, 4
16, 2, 32, 92, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 7
16, 2, 163, 184, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 9
16, 2, 91, 159, 15.0, 60753.0, 61104.0, false, false, true, 273.0, 459.0, 477.0, 798.0, 3, 3
16, 2, 144, 180, 10.0, 93.0, 795.0, true, true, true, 432.0, 710.0, 540.0, 889.0, 5, 4
16, 2, 63, 122, 10.0, 48.0, 60.0, true, true, true, 189.0, 321.0, 366.0, 615.0, 3, 2
16, 2, 43, 87, 1.0, 15.0, 21.0, true, true, true, 129.0, 219.0, 261.0, 438.0, 1, 6
16, 2, 174, 209, 9.0, 60976.0, 61919.0, false, false, true, 522.0, 852.0, 627.0, 1026.0, 8, 3
16, 2, 162, 184, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 7
16, 2, 99, 136, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 2
16, 2, 184, 199, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 5
16, 2, 40, 86, 2.0, 32.0, 27.0, true, true, true, 120.0, 206.0, 258.0, 435.0, 5, 1
16, 2, 264, 274, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 7
16, 2, 53, 89, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 1
16, 2, 240, 271, 9.999999999999993, 61797.0, 61151.0, false, false, true, 720.0, 1172.0, 813.0, 1326.0, 5, 7
16, 2, 25, 96, 1.0, 8.0, 22.0, true, true, true, 75.0, 135.0, 288.0, 489.0, 1, 3
16, 2, 128, 174, 12.0, 90.0, 137.0, true, true, true, 384.0, 638.0, 522.0, 867.0, 4, 4
16, 2, 169, 183, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 8
16, 2, 112, 143, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 8
