nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1
11, 2, 33, 57, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 6
11, 2, 103, 108, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 6
11, 2, 50, 65, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5
11, 2, 39, 62, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3
11, 2, 17, 45, 2.0, 5.0, 13.0, true, true, true, 51.0, 92.0, 135.0, 231.0, 1, 2
11, 2, 61, 93, 4.0, 23.0, 127.0, true, true, true, 183.0, 304.0, 279.0, 463.0, 4, 2
11, 2, 40, 59, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5
11, 2, 22, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4
11, 2, 13, 43, 4.0, 3.0, 9.0, true, true, true, 39.0, 74.0, 129.0, 223.0, 1, 1
11, 2, 59, 72, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4
11, 2, 52, 69, 3.0, 13.0, 26.0, true, true, true, 156.0, 259.0, 207.0, 343.0, 3, 3
11, 2, 72, 83, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6
11, 2, 72, 81, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 5
11, 2, 33, 60, 6.0, 16.0, 20.0, true, true, true, 99.0, 170.0, 180.0, 304.0, 2, 2
11, 2, 15, 53, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 1
11, 2, 22, 45, 2.0, 6.0, 19.0, true, true, true, 66.0, 115.0, 135.0, 229.0, 1, 3
11, 2, 31, 56, 4.0, 13.0, 19.0, true, true, true, 93.0, 160.0, 168.0, 284.0, 2, 2
11, 2, 58, 82, 2.0, 17.0, 36.0, true, true, true, 174.0, 289.0, 246.0, 408.0, 6, 1
11, 2, 49, 66, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2
11, 2, 13, 52, 1.0, 2.0, 9.0, true, true, true, 39.0, 74.0, 156.0, 268.0, 1, 1
11, 2, 84, 96, 4.0, 87.0, 125.0, false, false, true, 252.0, 413.0, 288.0, 472.0, 4, 4
11, 2, 34, 75, 3.0, 13.0, 26.0, true, true, true, 102.0, 175.0, 225.0, 379.0, 1, 3
11, 2, 72, 83, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6
11, 2, 33, 60, 6.0, 18.0, 23.0, true, true, true, 99.0, 170.0, 180.0, 304.0, 2, 2
11, 2, 82, 88, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 6
11, 2, 85, 126, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 6
11, 2, 20, 46, 1.0, 6.0, 14.0, true, true, true, 60.0, 105.0, 138.0, 234.0, 3, 1
11, 2, 40, 59, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2
11, 2, 25, 46, 1.0, 9.0, 13.0, true, true, true, 75.0, 128.0, 138.0, 232.0, 1, 4
11, 2, 41, 62, 4.0, 19.0, 24.0, true, true, true, 123.0, 206.0, 186.0, 310.0, 3, 2
11, 2, 46, 63, 2.0, 18.0, 15.0, true, true, true, 138.0, 229.0, 189.0, 313.0, 4, 2
11, 2, 72, 82, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4
11, 2, 82, 88, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 6
11, 2, 41, 62, 4.0, 18.0, 23.0, true, true, true, 123.0, 206.0, 186.0, 310.0, 3, 2
11, 2, 106, 129, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 3
11, 2, 48, 77, 6.0, 17.0, 311.0, true, true, true, 144.0, 241.0, 231.0, 385.0, 2, 3
11, 2, 89, 96, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 5
11, 2, 51, 75, 3.0, 21.0, 50.0, true, true, true, 153.0, 256.0, 225.0, 375.0, 5, 1
11, 2, 13, 43, 4.0, 3.0, 10.0, true, true, true, 39.0, 74.0, 129.0, 223.0, 1, 1
11, 2, 106, 129, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6
11, 2, 110, 116, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 5
11, 2, 17, 45, 2.0, 5.0, 15.0, true, true, true, 51.0, 92.0, 135.0, 231.0, 1, 2
11, 2, 106, 129, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6
