nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3
19, 4, 1590, 1608, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 3, 9, 10
19, 4, 398, 445, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 5, 3, 4
19, 4, 192, 316, 12.0, 96.0, 272.0, true, true, true, 576.0, 939.0, 948.0, 1558.0, 2, 6, 10, 9
19, 4, 619, 646, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 9, 9
19, 4, 78, 131, 23.0, 30.0, 56.0, true, true, true, 234.0, 373.0, 393.0, 637.0, 1, 1, 7, 2
19, 4, 1106, 1149, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 10, 4, 6
19, 4, 438, 519, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 8, 2, 4
19, 4, 790, 827, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 3, 3, 5
19, 4, 396, 424, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 8, 8
19, 4, 275, 416, 25.0, 61277.0, 62271.0, false, false, true, 825.0, 1304.0, 1248.0, 2008.0, 8, 2, 5, 1
19, 4, 1138, 1159, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 10, 5, 9
19, 4, 447, 556, 5.0, 781.0, 52302.0, true, true, true, 1341.0, 2074.0, 1668.0, 2618.0, 5, 1, 9, 5
19, 4, 368, 399, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 10, 7
19, 4, 200, 290, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 6, 8, 1
19, 4, 1683, 1704, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 5, 8, 5
19, 4, 569, 669, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 8, 2, 2
19, 4, 173, 220, 6.0, 58.0, 81.0, true, true, true, 519.0, 818.0, 660.0, 1052.0, 1, 2, 6, 7
