nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2
9, 3, 96, 105, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4, 2
9, 3, 72, 76, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 4
9, 3, 41, 55, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5, 2
9, 3, 14, 31, 15.0, 2.0, 16.0, true, true, true, 42.0, 73.0, 93.0, 157.0, 5, 1, 1
9, 3, 23, 39, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 4
9, 3, 83, 85, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 4
9, 3, 101, 108, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 4
9, 3, 51, 60, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 2
9, 3, 26, 42, 6.0, 10.0, 23.0, true, true, true, 78.0, 127.0, 126.0, 206.0, 1, 2, 3
9, 3, 78, 120, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 1
9, 3, 129, 131, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 5
9, 3, 36, 49, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3, 1
9, 3, 27, 39, 5.0, 9.0, 7.0, true, true, true, 81.0, 128.0, 117.0, 187.0, 2, 1, 2
9, 3, 36, 48, 5.0, 11.0, 16.0, true, true, true, 108.0, 171.0, 144.0, 230.0, 5, 2, 1
9, 3, 20, 34, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 4
9, 3, 86, 95, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 3
9, 3, 50, 57, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 2
9, 3, 72, 85, 4.0, 62.0, 82.0, false, false, true, 216.0, 333.0, 255.0, 397.0, 3, 2, 3
9, 3, 29, 45, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3, 1
9, 3, 62, 70, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 4
9, 3, 117, 122, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 4
9, 3, 49, 62, 2.0, 19.0, 18.0, true, true, true, 147.0, 228.0, 186.0, 292.0, 1, 2, 4
9, 3, 33, 45, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5, 1
9, 3, 91, 112, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 4
9, 3, 45, 55, 8.0, 61.0, 88.0, false, false, true, 135.0, 222.0, 165.0, 271.0, 4, 2, 3
9, 3, 49, 58, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 3
9, 3, 49, 58, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 3
9, 3, 60, 68, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 2
9, 3, 33, 47, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5, 4
9, 3, 62, 80, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 5
9, 3, 27, 43, 8.0, 13.0, 19.0, true, true, true, 81.0, 138.0, 129.0, 217.0, 2, 2, 1
9, 3, 131, 137, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 4
9, 3, 95, 99, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5, 5
9, 3, 78, 120, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 1
9, 3, 93, 118, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 1
9, 3, 26, 41, 2.0, 8.0, 12.0, true, true, true, 78.0, 125.0, 123.0, 199.0, 1, 1, 3
9, 3, 111, 129, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 2
9, 3, 99, 106, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 2
9, 3, 78, 87, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 2
9, 3, 54, 70, 2.0, 14.0, 23.0, true, true, true, 162.0, 251.0, 210.0, 330.0, 4, 1, 5
9, 3, 97, 106, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 3
9, 3, 105, 108, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 4
9, 3, 87, 92, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 4, 5
9, 3, 34, 52, 4.0, 19.0, 22.0, true, true, true, 102.0, 163.0, 156.0, 252.0, 2, 1, 4
9, 3, 30, 45, 7.0, 16.0, 16.0, true, true, true, 90.0, 149.0, 135.0, 223.0, 1, 1, 2
9, 3, 78, 120, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 1
9, 3, 26, 40, 2.0, 7.0, 8.0, true, true, true, 78.0, 127.0, 120.0, 196.0, 1, 2, 5
9, 3, 70, 88, 2.0, 21.0, 32.0, true, true, true, 210.0, 323.0, 264.0, 412.0, 1, 3, 3
9, 3, 77, 89, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 4
9, 3, 83, 94, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3, 4
9, 3, 28, 46, 14.0, 16.0, 21.0, true, true, true, 84.0, 137.0, 138.0, 226.0, 1, 2, 1
9, 3, 25, 37, 2.0, 14.0, 7.0, true, true, true, 75.0, 120.0, 111.0, 179.0, 3, 1, 1
9, 3, 73, 75, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 5
9, 3, 79, 84, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 5
9, 3, 40, 56, 14.0, 15.0, 28.0, true, true, true, 120.0, 191.0, 168.0, 270.0, 1, 3, 1
9, 3, 51, 59, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 3, 4
9, 3, 71, 78, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 5
9, 3, 49, 65, 4.0, 20.0, 33.0, true, true, true, 147.0, 228.0, 195.0, 307.0, 1, 2, 4
9, 3, 40, 49, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 4
9, 3, 32, 43, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 1
9, 3, 89, 104, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 4
