nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3, weight4, weight5
20, 6, 1, 21, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 4, 8, 5, 6, 4
20, 6, 2307, 2810, -4.547473508864641E-13, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4, 9, 1, 11, 7
20, 6, 3894, 4118, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 11, 8, 10, 2, 7, 3
20, 6, 3364, 3804, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 7, 10, 3, 6, 8
20, 6, 4223, 4674, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 6, 7, 10, 9, 9
20, 6, 2263, 2304, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 11, 5, 8, 8, 10
20, 6, 6447, 7242, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 5, 5, 4, 10, 9
20, 6, 3711, 3725, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 3, 11, 6, 2, 10
20, 6, 1880, 2041, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 7, 9, 9, 10
20, 6, 2009, 2296, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 6, 6, 4, 1, 11
20, 6, 1791, 2421, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 9, 10, 2, 5, 1
20, 6, 237, 376, 36.0, 62.0, 485.0, true, true, true, 711.0, 1091.0, 1128.0, 1785.0, 1, 6, 6, 1, 10, 6
20, 6, 1454, 1749, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 11, 1, 10, 11, 11, 5
20, 6, 280, 399, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2, 1, 1, 10, 1
20, 6, 2528, 2706, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 10, 3, 8, 1, 4
20, 6, 361, 561, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5, 10, 2, 11, 11
