nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3, weight4, weight5
17, 6, 600, 613, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 8, 8, 3, 4, 3
17, 6, 1070, 1176, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 4, 5, 2, 3, 9
17, 6, 1099, 1221, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 3, 8, 7, 1, 5
17, 6, 550, 657, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 3, 3, 4, 1, 7
17, 6, 1224, 1585, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 1, 1, 2, 3, 6
17, 6, 1452, 1681, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 7, 4, 4, 2, 5
17, 6, 486, 649, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 7, 1, 3, 2, 9
17, 6, 1, 18, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 1, 4, 5, 3
17, 6, 1792, 2002, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 8, 7, 8, 2, 9
17, 6, 564, 637, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 8, 9, 3, 7
17, 6, 644, 744, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 5, 8, 1, 5
17, 6, 818, 941, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 9, 6, 8, 2, 8
17, 6, 386, 432, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 2, 9, 8, 1
17, 6, 824, 982, 5.0, 8069.0, 4678.0, true, true, true, 2472.0, 3741.0, 2946.0, 4530.0, 3, 4, 4, 8, 1, 1
17, 6, 823, 938, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 7, 1, 4, 2
17, 6, 2536, 2601, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 8, 8, 3, 9, 4
