nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3, weight4
20, 5, 3459, 3495, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 4, 7, 8, 5
20, 5, 1266, 2004, 6.0, 681.0, 2082.0, true, true, true, 3798.0, 6144.0, 6012.0, 9833.0, 4, 1, 8, 3, 6
20, 5, 1729, 1882, 4.0, 809.0, 3152.0, true, true, true, 5187.0, 8295.0, 5646.0, 9059.0, 3, 8, 3, 8, 5
20, 5, 621, 699, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 7, 1, 11, 11
20, 5, 1675, 1843, 6.0, 67797.0, 13122.0, false, true, true, 5025.0, 7991.0, 5529.0, 8830.0, 7, 8, 6, 9, 2
20, 5, 2080, 2136, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 10, 7, 5
20, 5, 1085, 1123, 6.0, 452.0, 890.0, true, true, true, 3255.0, 5235.0, 3369.0, 5424.0, 8, 7, 4, 10, 3
20, 5, 1674, 1799, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 7, 3, 2, 4
20, 5, 1824, 2211, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 5, 11, 1, 11
20, 5, 554, 711, 8.0, 131.0, 156.0, true, true, true, 1662.0, 2622.0, 2133.0, 3406.0, 3, 8, 6, 8, 1
20, 5, 864, 932, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 8, 11, 8, 2
20, 5, 834, 1023, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 8, 7, 3, 9
20, 5, 1049, 1132, 18.0, 918.0, 857.0, true, true, true, 3147.0, 4989.0, 3396.0, 5403.0, 11, 5, 9, 3, 4
20, 5, 156, 215, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 1, 1, 3
