nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3, weight4
14, 5, 656, 785, 2.0, 579.0, 436.0, true, true, true, 1968.0, 3122.0, 2355.0, 3766.0, 8, 5, 8, 4, 3
14, 5, 193, 276, 5.0, 88.0, 96.0, true, true, true, 579.0, 903.0, 828.0, 1317.0, 8, 1, 6, 1, 2
14, 5, 495, 505, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 2, 7, 6
14, 5, 153, 207, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 1, 6, 3, 4
14, 5, 774, 797, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 6, 6, 3
14, 5, 529, 605, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 8, 7, 2, 6
14, 5, 577, 777, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 1, 4, 5, 5
14, 5, 548, 556, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 3, 4, 6, 6
14, 5, 700, 704, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 5, 4, 6
14, 5, 409, 505, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 6, 6, 8, 5
14, 5, 210, 234, 8.0, 60.0, 132.0, true, true, true, 630.0, 954.0, 702.0, 1073.0, 1, 3, 7, 4, 3
14, 5, 375, 406, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 7, 4, 7, 1
14, 5, 465, 481, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 6, 5, 4, 1
14, 5, 461, 465, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 6, 6, 8, 5
14, 5, 224, 321, 2.0, 65.0, 217.0, true, true, true, 672.0, 1076.0, 963.0, 1560.0, 5, 1, 5, 4, 5
14, 5, 6, 18, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 6, 1, 1, 2
14, 5, 204, 226, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 3, 7, 6
14, 5, 606, 636, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 7, 5, 1
14, 5, 759, 783, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 6, 5, 7, 8
14, 5, 100, 154, 22.0, 42.0, 315.0, true, true, true, 300.0, 474.0, 462.0, 743.0, 2, 1, 1, 1, 5
14, 5, 360, 446, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 4, 2, 6
14, 5, 596, 630, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 8, 5, 2, 6
14, 5, 317, 366, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 8, 4, 5, 2
14, 5, 390, 408, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 3, 5, 3, 6
14, 5, 283, 349, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3, 7, 1, 4
14, 5, 225, 283, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 7, 1, 6, 6
14, 5, 776, 936, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 4, 8, 8, 8
14, 5, 267, 313, 2.0, 90.0, 171.0, true, true, true, 801.0, 1271.0, 939.0, 1500.0, 5, 3, 2, 2, 4
14, 5, 10, 48, 4.0, 3.0, 16.0, true, true, true, 30.0, 55.0, 144.0, 249.0, 5, 2, 4, 8, 2
14, 5, 277, 293, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 4, 4, 3, 6
14, 5, 738, 774, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 3, 7, 7
14, 5, 254, 355, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 4, 1, 1, 8
14, 5, 243, 297, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 1, 4, 7, 7
14, 5, 219, 255, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 8, 8, 2, 7
14, 5, 669, 673, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 6, 8, 6, 6
14, 5, 365, 408, 4.0, 217.0, 1456.0, true, true, true, 1095.0, 1685.0, 1224.0, 1899.0, 6, 4, 3, 7, 1
14, 5, 501, 513, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 8, 6, 8, 6
14, 5, 100, 182, 12.0, 46.0, 72.0, true, true, true, 300.0, 494.0, 546.0, 903.0, 1, 1, 8, 2, 2
14, 5, 332, 388, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 7, 4, 7, 7
14, 5, 603, 653, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 7, 8, 4, 1
14, 5, 304, 355, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 3, 6, 3
