nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3
10, 4, 158, 176, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 3, 3, 3
10, 4, 27, 46, 5.0, 11.0, 13.0, true, true, true, 81.0, 131.0, 138.0, 225.0, 3, 1, 5, 1
10, 4, 169, 187, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 4, 4, 5
10, 4, 1, 11, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 6, 3
10, 4, 173, 193, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 6, 3, 6
10, 4, 120, 130, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6, 6, 6
10, 4, 114, 120, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 4, 2, 2
10, 4, 93, 103, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 2, 1
10, 4, 1, 11, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 6, 3, 5
10, 4, 46, 62, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 1, 4
10, 4, 76, 100, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2, 5, 1
10, 4, 85, 128, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6, 1, 1
10, 4, 162, 169, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 6, 3, 3
10, 4, 56, 68, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 1, 6
10, 4, 145, 163, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 5, 6
10, 4, 67, 81, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 4, 3
10, 4, 74, 86, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 6, 2, 5
10, 4, 1, 11, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 2, 4
10, 4, 191, 223, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 4, 4, 4
10, 4, 148, 155, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 3, 3
10, 4, 68, 94, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 6, 2
10, 4, 98, 120, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 6, 1, 2
10, 4, 87, 99, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 6, 2, 1
10, 4, 137, 143, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5, 6, 6
10, 4, 211, 215, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 4, 5, 4
10, 4, 25, 45, 10.0, 13.0, 17.0, true, true, true, 75.0, 123.0, 135.0, 222.0, 2, 1, 1, 1
10, 4, 68, 94, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5, 6, 2
10, 4, 83, 91, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 2, 3
10, 4, 44, 68, 20.0, 16.0, 22.0, true, true, true, 132.0, 212.0, 204.0, 331.0, 3, 1, 1, 2
10, 4, 140, 160, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 5, 5
10, 4, 115, 128, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 3, 5
10, 4, 145, 193, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 1, 4, 5
10, 4, 204, 238, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 6, 5
10, 4, 94, 119, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 3, 6, 1
10, 4, 73, 88, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 3, 6, 2
10, 4, 125, 132, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 6, 6
10, 4, 65, 76, 2.0, 19.0, 20.0, true, true, true, 195.0, 295.0, 228.0, 349.0, 2, 1, 4, 6
10, 4, 85, 103, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 4, 6
10, 4, 86, 111, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 4, 5
10, 4, 100, 120, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 6, 5
10, 4, 44, 56, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 4, 4
10, 4, 41, 68, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6, 2, 1
10, 4, 52, 68, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 6, 2
10, 4, 85, 125, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3, 3, 1
10, 4, 108, 123, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 6, 3, 2
10, 4, 92, 119, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 4, 4
10, 4, 147, 151, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 1, 5, 3
10, 4, 156, 181, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4, 2, 6
10, 4, 173, 193, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 5, 6
10, 4, 119, 129, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 4, 6, 3
10, 4, 140, 160, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 2, 5
10, 4, 204, 238, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 2, 5
10, 4, 53, 78, 2.0, 16.0, 17.0, true, true, true, 159.0, 245.0, 234.0, 369.0, 1, 3, 3, 3
10, 4, 108, 149, 5.0, 41.0, 65.0, true, true, true, 324.0, 498.0, 447.0, 702.0, 3, 1, 5, 2
10, 4, 1, 11, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6, 3, 5
10, 4, 72, 87, 15.0, 54.0, 102.0, false, false, true, 216.0, 332.0, 261.0, 406.0, 1, 2, 1, 3
10, 4, 74, 95, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 1, 2
10, 4, 84, 106, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 5, 3, 1
10, 4, 172, 194, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 4, 6
10, 4, 104, 132, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 2, 6, 5
10, 4, 76, 104, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5, 6, 1
10, 4, 99, 135, 5.0, 32.0, 42.0, true, true, true, 297.0, 463.0, 405.0, 642.0, 4, 1, 5, 2
10, 4, 121, 133, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 6, 6, 6
