nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2
19, 3, 125, 201, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 9, 2
19, 3, 565, 695, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 6, 5
19, 3, 208, 407, 2.0, 53.0, 96.0, true, true, true, 624.0, 987.0, 1221.0, 1981.0, 1, 9, 9
19, 3, 172, 243, 36.0, 232.0, 6386.0, true, true, true, 516.0, 827.0, 729.0, 1181.0, 3, 2, 3
19, 3, 286, 344, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 7, 2
19, 3, 452, 497, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 3
19, 3, 277, 423, 18.0, 61537.0, 63628.0, false, false, true, 831.0, 1344.0, 1269.0, 2073.0, 7, 2, 2
19, 3, 696, 726, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 9, 8
19, 3, 626, 716, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 4, 6
19, 3, 329, 372, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 10, 9
19, 3, 608, 766, 20.0, 738.0, 63701.0, true, false, true, 1824.0, 2919.0, 2298.0, 3708.0, 9, 6, 2
19, 3, 671, 711, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 10, 6, 5
19, 3, 107, 169, 30.0, 61.0, 134.0, true, true, true, 321.0, 516.0, 507.0, 825.0, 8, 2, 1
19, 3, 231, 429, -7.105427357601002E-15, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 1, 10
19, 3, 501, 526, 6.0, 9058.0, 190.0, true, true, true, 1503.0, 2376.0, 1578.0, 2500.0, 5, 3, 10
19, 3, 140, 193, 2.0, 41.0, 50.0, true, true, true, 420.0, 661.0, 579.0, 925.0, 1, 5, 9
19, 3, 149, 330, 48.0, 51.0, 1362.0, true, true, true, 447.0, 728.0, 990.0, 1632.0, 1, 4, 2
19, 3, 404, 422, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 10, 8, 4
19, 3, 246, 387, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 7, 1
19, 3, 253, 376, 12.0, 148.0, 196.0, true, true, true, 759.0, 1206.0, 1128.0, 1820.0, 2, 2, 7
19, 3, 541, 563, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 3, 7
19, 3, 466, 474, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 10, 8
19, 3, 202, 319, 28.0, 73.0, 466.0, true, true, true, 606.0, 981.0, 957.0, 1565.0, 2, 4, 2
19, 3, 454, 545, 15.0, 5382.0, 420.0, true, true, true, 1362.0, 2143.0, 1635.0, 2597.0, 9, 8, 3
19, 3, 160, 208, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 10, 1
19, 3, 619, 640, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 4, 8
19, 3, 880, 895, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 10, 5, 7
19, 3, 183, 293, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 10, 2
19, 3, 128, 209, 15.0, 42.0, 43.0, true, true, true, 384.0, 619.0, 627.0, 1023.0, 8, 1, 2
19, 3, 781, 824, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 7, 8
19, 3, 724, 820, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 3, 9
19, 3, 145, 189, 20.0, 86.0, 82.0, true, true, true, 435.0, 690.0, 567.0, 909.0, 9, 2, 7
19, 3, 341, 379, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 4
19, 3, 253, 373, 4.0, 136.0, 206.0, true, true, true, 759.0, 1200.0, 1119.0, 1799.0, 1, 5, 10
19, 3, 553, 1321, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 6, 7
19, 3, 301, 427, 10.0, 155.0, 195.0, true, true, true, 903.0, 1452.0, 1281.0, 2081.0, 5, 1, 7
19, 3, 348, 397, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 3
19, 3, 168, 255, 17.0, 68.0, 92.0, true, true, true, 504.0, 811.0, 765.0, 1245.0, 1, 4, 3
19, 3, 592, 602, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 6, 9
19, 3, 478, 503, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 4, 9
19, 3, 805, 841, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 8, 5
19, 3, 629, 636, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 9, 9
19, 3, 525, 752, 12.0, 264.0, 2735.0, true, true, true, 1575.0, 2536.0, 2256.0, 3670.0, 5, 2, 9
19, 3, 527, 563, 40.0, 64077.0, 62950.0, false, false, true, 1581.0, 2474.0, 1689.0, 2653.0, 3, 8, 4
19, 3, 123, 169, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 10, 1, 4
19, 3, 185, 441, 32.0, 78.0, 61360.0, true, false, true, 555.0, 900.0, 1323.0, 2179.0, 4, 3, 1
19, 3, 345, 437, 8.0, 161.0, 237.0, true, true, true, 1035.0, 1624.0, 1311.0, 2083.0, 2, 8, 10
19, 3, 632, 647, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 10, 5, 4
19, 3, 969, 981, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 7, 5
19, 3, 173, 312, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 9, 5
19, 3, 150, 205, 22.0, 110.0, 188.0, false, false, true, 450.0, 723.0, 615.0, 997.0, 1, 3, 4
19, 3, 334, 379, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 9, 1
19, 3, 1207, 1268, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 10, 5
19, 3, 931, 944, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 6, 6
19, 3, 566, 585, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 6, 5
19, 3, 335, 606, 12.999999999999986, 151.0, 2182.0, true, true, true, 1005.0, 1632.0, 1818.0, 2986.0, 3, 1, 7
19, 3, 319, 359, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 9, 9
19, 3, 745, 752, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 8, 7
19, 3, 589, 621, 20.0, 63505.0, 63117.0, false, false, true, 1767.0, 2778.0, 1863.0, 2937.0, 4, 5, 6
19, 3, 844, 1001, 15.0, 63903.0, 65149.0, false, false, true, 2532.0, 4059.0, 3003.0, 4843.0, 7, 6, 3
19, 3, 219, 271, 10.0, 65.0, 109.0, true, true, true, 657.0, 1040.0, 813.0, 1299.0, 9, 2, 3
19, 3, 1004, 1023, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 10, 9
19, 3, 1098, 1109, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 10, 9
19, 3, 381, 407, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 10, 3, 6
19, 3, 883, 902, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 8, 10
19, 3, 271, 331, 8.0, 247.0, 763.0, true, true, true, 813.0, 1270.0, 993.0, 1569.0, 2, 4, 5
19, 3, 453, 472, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 6, 8
19, 3, 391, 438, 30.0, 5547.0, 520.0, true, true, true, 1173.0, 1860.0, 1314.0, 2094.0, 10, 4, 3
19, 3, 185, 441, 32.0, 73.0, 61436.0, true, false, true, 555.0, 900.0, 1323.0, 2179.0, 4, 3, 1
19, 3, 315, 344, 6.0, 213.0, 261.0, true, true, true, 945.0, 1488.0, 1032.0, 1632.0, 7, 3, 5
19, 3, 577, 668, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 9, 7
19, 3, 656, 703, 30.0, 63785.0, 63734.0, false, false, true, 1968.0, 3137.0, 2109.0, 3371.0, 7, 3, 6
19, 3, 185, 433, 20.0, 71.0, 178.0, true, true, true, 555.0, 904.0, 1299.0, 2143.0, 10, 1, 2
19, 3, 556, 610, 8.0, 61886.0, 62805.0, false, false, true, 1668.0, 2655.0, 1830.0, 2924.0, 6, 2, 8
19, 3, 849, 861, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 10, 7, 5
19, 3, 459, 546, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 8, 4
19, 3, 456, 522, 23.999999999999886, 62244.0, 62956.0, false, false, true, 1368.0, 2169.0, 1566.0, 2498.0, 5, 4, 8
19, 3, 387, 418, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 3, 6
19, 3, 1004, 1183, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 8, 9
19, 3, 333, 503, 36.0, 163.0, 891.0, true, true, true, 999.0, 1612.0, 1509.0, 2461.0, 4, 4, 2
19, 3, 930, 949, 25.0, 63752.0, 64080.0, false, false, true, 2790.0, 4421.0, 2847.0, 4515.0, 6, 7, 5
19, 3, 1234, 1246, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 8, 7
19, 3, 718, 777, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 8, 4
