nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3
15, 4, 648, 690, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 6, 5, 6
15, 4, 418, 443, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 3, 8
15, 4, 170, 206, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4, 3, 3
15, 4, 571, 607, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 5, 7, 7
15, 4, 509, 517, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 7, 5, 7
15, 4, 240, 303, 10.0, 131.0, 6231.0, true, true, true, 720.0, 1107.0, 909.0, 1421.0, 4, 2, 2, 5
15, 4, 472, 507, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 4, 5, 8
15, 4, 666, 680, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 6, 8
15, 4, 547, 636, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 1, 7, 7
15, 4, 610, 689, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 8, 3, 5
15, 4, 418, 598, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 1, 5, 4
15, 4, 35, 82, 29.0, 42.0, 157.0, true, true, true, 105.0, 178.0, 246.0, 412.0, 1, 1, 1, 1
15, 4, 234, 297, -2.8421709430404007E-14, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 6, 8, 3
15, 4, 323, 341, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 8, 3, 8
15, 4, 329, 342, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 5, 2, 6
15, 4, 490, 539, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 2, 8, 7
15, 4, 564, 574, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 8, 7, 3
15, 4, 260, 303, 20.0, 1323.0, 5814.0, true, true, true, 780.0, 1203.0, 909.0, 1417.0, 4, 2, 5, 4
15, 4, 153, 175, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 3, 2, 4
15, 4, 532, 595, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4, 5, 3
15, 4, 469, 477, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 2, 6, 4
15, 4, 641, 676, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 7, 2, 3
15, 4, 670, 714, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 7, 4, 5
15, 4, 106, 153, 4.0, 49.0, 55.0, true, true, true, 318.0, 503.0, 459.0, 737.0, 4, 1, 1, 3
15, 4, 437, 445, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 7, 2, 3
15, 4, 381, 444, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 7, 2, 2
15, 4, 345, 401, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 6, 3
15, 4, 740, 830, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 6, 4
15, 4, 237, 311, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 8, 1
15, 4, 239, 266, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 2, 3
15, 4, 110, 139, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 2, 5, 7
15, 4, 425, 457, 5.6843418860808015E-14, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 6, 7, 3
15, 4, 408, 436, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 6, 4
15, 4, 204, 275, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 7, 1, 2
15, 4, 531, 539, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 7, 7
15, 4, 558, 593, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 5, 6
15, 4, 704, 715, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 6, 6
15, 4, 86, 132, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 1, 6
15, 4, 534, 544, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 5, 8
15, 4, 87, 127, 10.0, 30.0, 44.0, true, true, true, 261.0, 408.0, 381.0, 607.0, 1, 2, 3, 2
15, 4, 338, 367, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 7, 3, 4
15, 4, 365, 424, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 5, 6
15, 4, 140, 195, 28.0, 474.0, 801.0, true, true, true, 420.0, 659.0, 585.0, 933.0, 2, 2, 6, 2
15, 4, 145, 162, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 3, 1, 5
15, 4, 195, 310, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 6, 1, 1
15, 4, 161, 193, 12.0, 14653.0, 61031.0, false, false, true, 483.0, 740.0, 579.0, 899.0, 2, 2, 8, 5
15, 4, 421, 463, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 6, 3, 3
15, 4, 427, 431, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 1, 6
15, 4, 315, 355, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 6, 6, 1
15, 4, 347, 358, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 1, 4, 7
