nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3
17, 4, 489, 759, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 6, 9, 1
17, 4, 61, 147, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 7, 2
17, 4, 513, 712, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 5, 1
17, 4, 434, 560, 2.0, 1935.0, 62579.0, true, false, true, 1302.0, 2035.0, 1680.0, 2664.0, 1, 3, 9, 7
17, 4, 1107, 1115, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 4, 7
17, 4, 558, 587, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 8, 6, 4
17, 4, 1218, 1266, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 5, 8, 8
17, 4, 185, 217, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 7, 7, 3
17, 4, 577, 687, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 2, 6, 5
17, 4, 257, 385, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 7, 2, 1
17, 4, 903, 1015, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 9, 4, 9
17, 4, 588, 660, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 2, 9, 8
17, 4, 859, 875, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 7, 9, 4
17, 4, 741, 890, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 7, 1, 8
17, 4, 401, 449, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 7, 6, 2
17, 4, 125, 159, 15.0, 61.0, 52.0, true, true, true, 375.0, 574.0, 477.0, 743.0, 9, 1, 2, 3
17, 4, 182, 219, 60.0, 325.0, 1819.0, false, false, true, 546.0, 897.0, 657.0, 1081.0, 1, 3, 3, 4
17, 4, 414, 435, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 7, 2, 9
17, 4, 326, 402, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 8, 8, 2
17, 4, 729, 767, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 9, 5, 4, 5
17, 4, 235, 363, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 9, 1, 5
17, 4, 575, 613, 20.0, 63082.0, 63429.0, false, false, true, 1725.0, 2700.0, 1839.0, 2889.0, 8, 4, 7, 4
17, 4, 332, 422, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 8, 1
17, 4, 1051, 1151, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 6, 3, 7
17, 4, 731, 758, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 7, 5, 3
17, 4, 547, 636, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 2, 4, 5
