nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3, weight4
9, 5, 76, 81, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2, 5, 1, 3
9, 5, 52, 65, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 4, 1, 5
9, 5, 6, 25, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 1, 4, 2, 4
9, 5, 62, 70, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 4, 5, 1
9, 5, 105, 145, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 3, 1, 3
9, 5, 66, 86, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 1, 4, 5
9, 5, 89, 99, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 1, 2, 2
9, 5, 58, 79, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 1, 1, 4, 5
9, 5, 71, 83, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 5, 2, 3
9, 5, 111, 147, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 2, 1, 3
9, 5, 110, 122, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 4, 5, 3
9, 5, 108, 113, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 3, 5, 5
9, 5, 75, 98, 3.0, 27.0, 40.0, true, true, true, 225.0, 348.0, 294.0, 462.0, 4, 2, 4, 1, 3
9, 5, 153, 169, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 2, 2, 3
9, 5, 60, 67, 2.0, 21.0, 37.0, true, true, true, 180.0, 291.0, 201.0, 325.0, 3, 3, 5, 2, 5
9, 5, 129, 145, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 3, 2, 2
9, 5, 69, 74, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 1, 3, 4
9, 5, 72, 108, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 3, 1, 1, 4
9, 5, 4, 14, 2.0, 2.0, 3.0, true, true, true, 12.0, 21.0, 42.0, 76.0, 3, 1, 5, 4, 1
9, 5, 77, 102, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 1, 5, 1, 5
9, 5, 161, 197, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 3, 3, 5
9, 5, 114, 150, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 1, 1, 2
9, 5, 150, 189, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 1, 3, 3
9, 5, 96, 109, 2.0, 33.0, 39.0, true, true, true, 288.0, 435.0, 327.0, 499.0, 1, 2, 5, 1, 1
9, 5, 6, 25, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3, 3, 1, 2
9, 5, 91, 98, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 1, 4, 4, 1
9, 5, 43, 56, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2, 1, 3, 4
9, 5, 3, 12, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 3, 4, 2
9, 5, 93, 97, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 1, 2, 3, 5
9, 5, 5, 32, 4.0, 2.0, 7.0, true, true, true, 15.0, 32.0, 96.0, 166.0, 4, 5, 3, 2, 1
9, 5, 82, 94, 2.0, 39.0, 46.0, true, true, true, 246.0, 385.0, 282.0, 444.0, 1, 1, 4, 5, 1
9, 5, 3, 12, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 2, 4, 2
9, 5, 104, 122, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 4, 1, 5
9, 5, 112, 144, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 3, 1, 3, 4
9, 5, 61, 72, 2.0, 11.0, 11.0, true, true, true, 183.0, 288.0, 216.0, 342.0, 1, 2, 3, 3, 1
9, 5, 124, 140, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 3, 5, 4
9, 5, 58, 76, 4.0, 22.0, 23.0, true, true, true, 174.0, 271.0, 228.0, 360.0, 1, 5, 5, 3, 2
9, 5, 157, 183, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 2, 5, 2
9, 5, 103, 139, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 5, 1, 3
9, 5, 6, 25, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 5, 5, 5
9, 5, 127, 133, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 4, 3, 5
9, 5, 91, 119, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 1, 2, 3
9, 5, 84, 117, 3.0, 25.0, 45.0, true, true, true, 252.0, 389.0, 351.0, 553.0, 5, 2, 1, 1, 3
9, 5, 97, 110, 2.0, 38.0, 55.0, true, true, true, 291.0, 456.0, 330.0, 520.0, 3, 3, 5, 5, 3
9, 5, 39, 68, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 1, 2, 2
9, 5, 10, 46, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 3, 2, 4
9, 5, 3, 12, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 5, 1, 5
9, 5, 70, 76, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 3, 2, 4
9, 5, 3, 12, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 1, 2, 1, 1
9, 5, 120, 128, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 5, 4, 2
9, 5, 64, 73, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 5, 5, 5
9, 5, 102, 111, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 1, 2, 3
9, 5, 6, 16, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 2, 4, 5, 5
9, 5, 137, 141, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 1, 3, 5, 2
9, 5, 40, 58, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 1, 3, 3, 4
9, 5, 72, 89, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 1, 1, 3
9, 5, 87, 100, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 2, 3, 2
9, 5, 131, 141, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 4, 5, 4
9, 5, 124, 127, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 2, 4, 1
9, 5, 93, 100, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 1, 4, 2
9, 5, 37, 55, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 1, 5, 2, 4
9, 5, 149, 156, 2.0, 23.0, 57.0, true, true, true, 447.0, 698.0, 468.0, 732.0, 2, 2, 3, 2, 1
9, 5, 156, 172, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 4, 5, 5
9, 5, 67, 79, 4.0, 16.0, 35.0, true, true, true, 201.0, 308.0, 237.0, 367.0, 5, 4, 1, 4, 2
9, 5, 98, 122, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 1, 5, 2
9, 5, 53, 74, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 3, 2, 4
9, 5, 122, 127, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 5, 3, 3
9, 5, 72, 85, 8.0, 282.0, 382.0, false, false, true, 216.0, 333.0, 255.0, 397.0, 3, 2, 4, 2, 1
9, 5, 92, 106, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 1, 4, 4, 5
9, 5, 88, 96, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 2, 4, 2, 1
9, 5, 31, 43, 8.0, 5.0, 27.0, true, true, true, 93.0, 146.0, 129.0, 205.0, 1, 1, 1, 5, 3
9, 5, 133, 151, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 3, 2, 3
9, 5, 120, 148, 2.0, 35.0, 43.0, true, true, true, 360.0, 561.0, 444.0, 700.0, 5, 3, 3, 5, 2
9, 5, 117, 133, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 2, 4, 4
9, 5, 24, 36, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 1, 5, 3
9, 5, 127, 143, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 4, 2, 5
9, 5, 98, 118, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 1, 1, 5
9, 5, 87, 121, 2.0, 32.0, 124.0, true, true, true, 261.0, 398.0, 363.0, 567.0, 4, 2, 5, 1, 1
9, 5, 51, 66, 2.0, 16.0, 22.0, true, true, true, 153.0, 234.0, 198.0, 308.0, 3, 2, 4, 2, 1
9, 5, 5, 32, 4.0, 1.0, 7.0, true, true, true, 15.0, 32.0, 96.0, 166.0, 4, 5, 4, 2, 1
9, 5, 110, 134, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 2, 3, 4
9, 5, 86, 93, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 2, 4, 5, 2
9, 5, 123, 125, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 2, 5, 2
9, 5, 23, 37, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 4, 1, 4, 4
9, 5, 88, 116, 2.0, 25.0, 149.0, true, true, true, 264.0, 411.0, 348.0, 550.0, 3, 3, 4, 2, 2
9, 5, 126, 134, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4, 5, 1, 4
9, 5, 147, 151, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 1, 3, 4, 3
9, 5, 27, 56, 10.0, 14.0, 32.0, true, true, true, 81.0, 136.0, 168.0, 280.0, 1, 1, 5, 5, 2
9, 5, 3, 11, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 3, 4, 4
9, 5, 68, 82, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 3, 3, 3, 3
9, 5, 76, 81, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 3, 4, 1
9, 5, 152, 188, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 3, 2, 5
9, 5, 152, 188, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 2, 4, 5
9, 5, 110, 146, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 1, 4, 5, 3
9, 5, 3, 12, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 5, 3, 3
9, 5, 60, 76, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 4, 1, 3
9, 5, 88, 97, 2.0, 13.0, 55.0, true, true, true, 264.0, 411.0, 291.0, 455.0, 5, 5, 3, 3, 3
9, 5, 90, 108, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 5, 5, 1, 2
9, 5, 78, 102, 4.0, 10.0, 74.0, true, true, true, 234.0, 353.0, 306.0, 472.0, 5, 3, 5, 1, 1
9, 5, 65, 81, 2.0, 18.0, 30.0, true, true, true, 195.0, 298.0, 243.0, 377.0, 1, 1, 2, 1, 2
9, 5, 91, 116, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 2, 5, 5, 4
9, 5, 10, 43, 4.0, 1.0, 40.0, true, true, true, 30.0, 55.0, 129.0, 219.0, 1, 4, 5, 5, 2
9, 5, 68, 80, 3.0, 14.0, 24.0, true, true, true, 204.0, 315.0, 240.0, 374.0, 1, 1, 2, 2, 3
9, 5, 66, 94, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 3, 1, 5
9, 5, 93, 109, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 4, 5, 1, 2
9, 5, 46, 61, 2.0, 40.0, 8.0, true, true, true, 138.0, 221.0, 183.0, 295.0, 4, 4, 3, 2, 1
9, 5, 28, 42, 6.0, 9.0, 15.0, true, true, true, 84.0, 135.0, 126.0, 204.0, 1, 1, 5, 2, 1
9, 5, 111, 115, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 4, 4, 2, 2
9, 5, 89, 106, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 5, 3, 4, 4
9, 5, 49, 70, 4.0, 41.0, 44.0, true, true, true, 147.0, 232.0, 210.0, 336.0, 3, 3, 2, 3, 1
9, 5, 48, 68, 2.0, 8.0, 44.0, true, true, true, 144.0, 221.0, 204.0, 320.0, 1, 1, 1, 1, 2
9, 5, 92, 106, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 5, 1, 5
9, 5, 105, 122, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 2, 3, 1, 5
9, 5, 55, 64, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 2, 3, 2
9, 5, 105, 133, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 3, 1, 2, 3
9, 5, 87, 106, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 1, 2, 3
