nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3, weight4
10, 5, 113, 157, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 1, 1, 5
10, 5, 162, 176, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 4, 4, 2
10, 5, 189, 205, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 6, 3, 4, 4
10, 5, 72, 81, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 2, 2, 5, 2
10, 5, 120, 142, 2.0, 15.0, 32.0, true, true, true, 360.0, 554.0, 426.0, 663.0, 2, 4, 2, 5, 2
10, 5, 76, 84, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3, 4, 2, 4
10, 5, 103, 112, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 1, 4, 4
10, 5, 10, 32, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 1, 2, 3, 4
10, 5, 145, 152, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 2, 6, 3, 4
10, 5, 34, 51, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 1, 5, 4
10, 5, 211, 215, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 1, 4, 6, 3
10, 5, 39, 55, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 1, 5, 2, 3
10, 5, 100, 113, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 5, 2, 6, 1
10, 5, 274, 286, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 6, 3, 2, 5
10, 5, 217, 265, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 3, 4, 4, 2
10, 5, 66, 79, 4.0, 20.0, 25.0, true, true, true, 198.0, 300.0, 237.0, 364.0, 1, 1, 3, 6, 5
10, 5, 200, 204, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 6, 2, 3, 5
10, 5, 101, 116, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 5, 1, 2, 4
10, 5, 129, 151, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 2, 6, 6, 3
10, 5, 79, 100, 2.0, 16.0, 33.0, true, true, true, 237.0, 375.0, 300.0, 479.0, 3, 1, 4, 2, 3
10, 5, 128, 158, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 6, 3, 1, 6
