nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1, weight2, weight3, weight4, weight5
14, 6, 104, 164, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 8, 6, 1, 5, 8
14, 6, 1, 15, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 5, 8, 5, 8
14, 6, 356, 398, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 6, 8, 1, 7, 4
14, 6, 384, 455, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 3, 7, 2, 1, 4
14, 6, 394, 460, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 3, 3, 5, 1, 2
14, 6, 552, 638, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 2, 4, 5, 6, 8, 7
14, 6, 403, 440, 10.0, 53.0, 62.0, true, true, true, 1209.0, 1831.0, 1320.0, 2015.0, 2, 1, 7, 5, 1, 5
14, 6, 132, 170, 100.0, 325.0, 101.0, true, true, true, 396.0, 636.0, 510.0, 825.0, 1, 3, 2, 6, 6, 7
14, 6, 725, 801, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 6, 7, 3, 4, 2
14, 6, 1, 15, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 7, 7, 1, 6, 2
14, 6, 544, 578, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 7, 4, 2, 6, 8
14, 6, 1106, 1275, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 7, 8, 4, 2, 3
14, 6, 324, 351, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 8, 3, 2, 6, 4
14, 6, 411, 455, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 2, 6, 8, 4, 6
14, 6, 632, 730, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 5, 1, 4, 7, 8
14, 6, 333, 393, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 3, 1, 2, 2, 4
14, 6, 278, 358, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 7, 8, 1, 3, 4
14, 6, 786, 852, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 7, 7, 4, 5, 2
14, 6, 820, 892, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 7, 5, 5, 2, 7
14, 6, 410, 533, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 1, 8, 8, 5, 5
14, 6, 330, 385, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 1, 1, 7, 3, 6
14, 6, 301, 442, 10.0, 125.0, 49350.0, true, true, true, 903.0, 1381.0, 1326.0, 2085.0, 1, 2, 1, 5, 5, 6
