nbPlayer, nbType, nbAddNode, nbDagNode, COS, timeSCAdd, timeSCDag, ADDSolved, DagSolved, canBeSolved, nbAddVar, nbAddCon, nbDagVar, nbDagCon, weight0, weight1
15, 2, 214, 230, 6.0, 665.0, 6634.0, false, false, true, 642.0, 1049.0, 690.0, 1128.0, 6, 6
15, 2, 261, 292, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 5, 8
15, 2, 101, 276, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 1
15, 2, 32, 102, 6.0, 20.0, 1745.0, true, true, true, 96.0, 171.0, 306.0, 520.0, 2, 1
15, 2, 121, 143, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 3
15, 2, 214, 223, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 7
15, 2, 84, 117, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 8
15, 2, 66, 106, 6.0, 52.0, 53.0, true, true, true, 198.0, 333.0, 318.0, 532.0, 2, 4
15, 2, 184, 196, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 6, 7
15, 2, 229, 244, 5.0, 61610.0, 61418.0, false, false, true, 687.0, 1112.0, 732.0, 1186.0, 8, 5
15, 2, 100, 127, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 3, 8
15, 2, 31, 81, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 1, 5
15, 2, 177, 188, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 7, 8
15, 2, 82, 184, 3.0, 35.0, 82.0, true, true, true, 246.0, 413.0, 552.0, 922.0, 6, 1
15, 2, 158, 175, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 4
15, 2, 108, 134, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 4, 8
15, 2, 163, 193, 12.0, 61046.0, 61082.0, false, false, true, 489.0, 800.0, 579.0, 949.0, 4, 6
15, 2, 26, 79, 2.0, 10.0, 24.0, true, true, true, 78.0, 139.0, 237.0, 403.0, 1, 3
15, 2, 240, 247, 0.0, 0.0, 0.0, false, false, false, 0.0, 0.0, 0.0, 0.0, 8, 8
15, 2, 45, 103, 10.0, 46.0, 124.0, true, true, true, 135.0, 234.0, 309.0, 523.0, 2, 2
