nbPlayer, nbType, timeCreateADDV1, timeCreateADDV2
26, 5 ,52.0, 23.0
26, 5 ,5223.0, 695.0
26, 5 ,22.0, 8.0
26, 5 ,241.0, 51.0
26, 5 ,124.0, 47.0
26, 5 ,267.0, 148.0
26, 5 ,5.0, 3.0
26, 5 ,69.0, 9.0
26, 5 ,275.0, 55.0
26, 5 ,941.0, 155.0
26, 5 ,623.0, 85.0
26, 5 ,199.0, 63.0
26, 5 ,82.0, 80.0
26, 5 ,357.0, 317.0
26, 5 ,448.0, 273.0
26, 5 ,434.0, 125.0
26, 5 ,649.0, 162.0
26, 5 ,2641.0, 225.0
26, 5 ,644.0, 54.0
26, 5 ,34.0, 18.0
26, 5 ,111.0, 23.0
26, 5 ,34.0, 20.0
26, 5 ,37.0, 11.0
26, 5 ,795.0, 594.0
26, 5 ,35.0, 5.0
26, 5 ,62.0, 15.0
26, 5 ,22.0, 17.0
26, 5 ,5.0, 3.0
26, 5 ,144.0, 13.0
26, 5 ,96.0, 16.0
26, 5 ,31.0, 7.0
26, 5 ,22.0, 8.0
26, 5 ,182.0, 74.0
26, 5 ,146.0, 13.0
26, 5 ,109.0, 10.0
26, 5 ,16.0, 10.0
26, 5 ,758.0, 303.0
26, 5 ,9.0, 4.0
26, 5 ,305.0, 158.0
26, 5 ,19.0, 9.0
26, 5 ,293.0, 19.0
26, 5 ,35.0, 34.0
26, 5 ,61.0, 29.0
26, 5 ,96.0, 11.0
26, 5 ,115.0, 39.0
26, 5 ,62.0, 11.0
26, 5 ,75.0, 14.0
26, 5 ,36.0, 13.0
26, 5 ,109.0, 13.0
26, 5 ,196.0, 111.0
26, 5 ,107.0, 13.0
26, 5 ,95.0, 22.0
26, 5 ,219.0, 103.0
26, 5 ,3775.0, 535.0
26, 5 ,217.0, 21.0
26, 5 ,20.0, 5.0
26, 5 ,98.0, 20.0
26, 5 ,252.0, 82.0
26, 5 ,52.0, 9.0
26, 5 ,121.0, 10.0
26, 5 ,31.0, 15.0
26, 5 ,49.0, 10.0
26, 5 ,351.0, 69.0
26, 5 ,148.0, 21.0
26, 5 ,261.0, 94.0
26, 5 ,901.0, 208.0
26, 5 ,156.0, 138.0
26, 5 ,21.0, 6.0
26, 5 ,50.0, 7.0
26, 5 ,446.0, 41.0
26, 5 ,14.0, 4.0
26, 5 ,362.0, 77.0
26, 5 ,217.0, 127.0
26, 5 ,81.0, 24.0
26, 5 ,116.0, 45.0
26, 5 ,802.0, 67.0
26, 5 ,29.0, 17.0
26, 5 ,130.0, 14.0
26, 5 ,156.0, 141.0
26, 5 ,335.0, 31.0
26, 5 ,75.0, 20.0
26, 5 ,125.0, 115.0
26, 5 ,3.0, 2.0
26, 5 ,161.0, 25.0
26, 5 ,52.0, 23.0
26, 5 ,19.0, 6.0
26, 5 ,319.0, 48.0
26, 5 ,112.0, 97.0
26, 5 ,328.0, 185.0
26, 5 ,19.0, 14.0
26, 5 ,34.0, 25.0
26, 5 ,144.0, 18.0
26, 5 ,16.0, 4.0
26, 5 ,12.0, 7.0
26, 5 ,61.0, 17.0
26, 5 ,240.0, 80.0
26, 5 ,1086.0, 91.0
26, 5 ,333.0, 40.0
26, 5 ,110.0, 34.0
26, 5 ,351.0, 96.0
26, 5 ,43.0, 9.0
26, 5 ,85.0, 12.0
26, 5 ,191.0, 29.0
26, 5 ,57.0, 9.0
26, 5 ,29.0, 15.0
26, 5 ,501.0, 142.0
26, 5 ,864.0, 228.0
26, 5 ,147.0, 14.0
26, 5 ,1066.0, 409.0
26, 5 ,405.0, 59.0
26, 5 ,375.0, 110.0
26, 5 ,25.0, 9.0
26, 5 ,181.0, 51.0
26, 5 ,606.0, 41.0
26, 5 ,1382.0, 95.0
26, 5 ,139.0, 43.0
26, 5 ,126.0, 12.0
26, 5 ,12.0, 3.0
26, 5 ,273.0, 24.0
26, 5 ,124.0, 16.0
26, 5 ,343.0, 25.0
26, 5 ,1263.0, 179.0
26, 5 ,67.0, 12.0
26, 5 ,501.0, 35.0
26, 5 ,37107.0, 37160.0
26, 5 ,344.0, 91.0
26, 5 ,29.0, 6.0
26, 5 ,28.0, 5.0
26, 5 ,145.0, 16.0
26, 5 ,68.0, 19.0
26, 5 ,144.0, 13.0
26, 5 ,93.0, 24.0
26, 5 ,351.0, 61.0
26, 5 ,193.0, 69.0
26, 5 ,11.0, 5.0
26, 5 ,77.0, 23.0
26, 5 ,14.0, 3.0
26, 5 ,1140.0, 160.0
26, 5 ,12.0, 4.0
26, 5 ,17.0, 5.0
