nbPlayer, nbType, t1Nu, t1AddO, t1AddOo, t1AddNo, t2Nu, t2AddO, t2AddOo, t2AddNo, t3Nu, t3AddO, t3AddOo, t3AddNo, t4Nu, t4AddO, t4AddOo, t4AddNo, n1AddO, n1AddOo, n1AddNo, n2AddO, n2AddOo, n2AddNo, emptyCore
22, 6, 0.0, 10.0, 0.0, 0.0, 0, 40.0, 0, 0, 0, 29.0, 0, 0, 0, 11.0, 0, 0, 1870, 0, 0, 2156, 0, 0, false
22, 6, 0.0, 9.0, 0.0, 0.0, 0, 62.0, 0, 0, 0, 36.0, 0, 0, 0, 26.0, 0, 0, 2440, 0, 0, 2644, 0, 0, false
22, 6, 0.0, 132.0, 0.0, 0.0, 0, 83.0, 0, 0, 0, 50.0, 0, 0, 0, 33.0, 0, 0, 3362, 0, 0, 3500, 0, 0, false
22, 6, 0.0, 13.0, 0.0, 0.0, 0, 104.0, 0, 0, 0, 54.0, 0, 0, 0, 50.0, 0, 0, 3332, 0, 0, 3900, 0, 0, false
22, 6, 0.0, 23.0, 0.0, 0.0, 0, 108.0, 0, 0, 0, 66.0, 0, 0, 0, 42.0, 0, 0, 4189, 0, 0, 4608, 0, 0, false
22, 6, 0.0, 11.0, 0.0, 0.0, 0, 172.0, 0, 0, 0, 88.0, 0, 0, 0, 84.0, 0, 0, 5447, 0, 0, 6043, 0, 0, false
22, 6, 0.0, 12.0, 0.0, 0.0, 0, 163.0, 0, 0, 0, 89.0, 0, 0, 0, 74.0, 0, 0, 5682, 0, 0, 6080, 0, 0, false
22, 6, 0.0, 42.0, 0.0, 0.0, 0, 63.0, 0, 0, 0, 37.0, 0, 0, 0, 26.0, 0, 0, 2519, 0, 0, 2605, 0, 0, false
22, 6, 0.0, 32.0, 0.0, 0.0, 0, 41.0, 0, 0, 0, 26.0, 0, 0, 0, 15.0, 0, 0, 1733, 0, 0, 1848, 0, 0, true
22, 6, 0.0, 8.0, 0.0, 0.0, 0, 64.0, 0, 0, 0, 43.0, 0, 0, 0, 21.0, 0, 0, 2694, 0, 0, 3064, 0, 0, false
22, 6, 0.0, 77.0, 0.0, 0.0, 0, 161.0, 0, 0, 0, 92.0, 0, 0, 0, 69.0, 0, 0, 5472, 0, 0, 6180, 0, 0, false
22, 6, 0.0, 10.0, 0.0, 0.0, 0, 130.0, 0, 0, 0, 80.0, 0, 0, 0, 50.0, 0, 0, 4825, 0, 0, 5399, 0, 0, false
22, 6, 0.0, 4.0, 0.0, 0.0, 0, 38.0, 0, 0, 0, 28.0, 0, 0, 0, 10.0, 0, 0, 1746, 0, 0, 1946, 0, 0, false
22, 6, 0.0, 16.0, 0.0, 0.0, 0, 116.0, 0, 0, 0, 69.0, 0, 0, 0, 47.0, 0, 0, 4183, 0, 0, 4796, 0, 0, false
22, 6, 0.0, 9.0, 0.0, 0.0, 0, 63.0, 0, 0, 0, 19.0, 0, 0, 0, 44.0, 0, 0, 3337, 0, 0, 3521, 0, 0, false
22, 6, 0.0, 40.0, 0.0, 0.0, 0, 34.0, 0, 0, 0, 14.0, 0, 0, 0, 20.0, 0, 0, 2351, 0, 0, 2563, 0, 0, false
22, 6, 0.0, 13.0, 0.0, 0.0, 0, 47.0, 0, 0, 0, 29.0, 0, 0, 0, 18.0, 0, 0, 1884, 0, 0, 2106, 0, 0, false
22, 6, 0.0, 11.0, 0.0, 0.0, 0, 84.0, 0, 0, 0, 48.0, 0, 0, 0, 36.0, 0, 0, 3162, 0, 0, 3405, 0, 0, false
22, 6, 0.0, 5.0, 0.0, 0.0, 0, 24.0, 0, 0, 0, 18.0, 0, 0, 0, 6.0, 0, 0, 1078, 0, 0, 1302, 0, 0, false
22, 6, 0.0, 40.0, 0.0, 0.0, 0, 112.0, 0, 0, 0, 65.0, 0, 0, 0, 47.0, 0, 0, 4068, 0, 0, 4612, 0, 0, false
22, 6, 0.0, 12.0, 0.0, 0.0, 0, 129.0, 0, 0, 0, 71.0, 0, 0, 0, 58.0, 0, 0, 4340, 0, 0, 5033, 0, 0, false
22, 6, 0.0, 219.0, 0.0, 0.0, 0, 96.0, 0, 0, 0, 54.0, 0, 0, 0, 42.0, 0, 0, 3335, 0, 0, 3782, 0, 0, false
22, 6, 0.0, 52.0, 0.0, 0.0, 0, 130.0, 0, 0, 0, 67.0, 0, 0, 0, 63.0, 0, 0, 4080, 0, 0, 4625, 0, 0, false
22, 6, 0.0, 18.0, 0.0, 0.0, 0, 150.0, 0, 0, 0, 86.0, 0, 0, 0, 64.0, 0, 0, 4840, 0, 0, 5884, 0, 0, false
22, 6, 0.0, 56.0, 0.0, 0.0, 0, 91.0, 0, 0, 0, 29.0, 0, 0, 0, 62.0, 0, 0, 5052, 0, 0, 5595, 0, 0, false
22, 6, 0.0, 18.0, 0.0, 0.0, 0, 100.0, 0, 0, 0, 59.0, 0, 0, 0, 41.0, 0, 0, 3996, 0, 0, 4229, 0, 0, false
22, 6, 0.0, 39.0, 0.0, 0.0, 0, 97.0, 0, 0, 0, 33.0, 0, 0, 0, 64.0, 0, 0, 5396, 0, 0, 5836, 0, 0, false
22, 6, 0.0, 9.0, 0.0, 0.0, 0, 30.0, 0, 0, 0, 21.0, 0, 0, 0, 9.0, 0, 0, 1325, 0, 0, 1537, 0, 0, false
22, 6, 0.0, 30.0, 0.0, 0.0, 0, 214.0, 0, 0, 0, 102.0, 0, 0, 0, 112.0, 0, 0, 6775, 0, 0, 7021, 0, 0, false
22, 6, 0.0, 6.0, 0.0, 0.0, 0, 54.0, 0, 0, 0, 32.0, 0, 0, 0, 22.0, 0, 0, 2171, 0, 0, 2373, 0, 0, false
22, 6, 0.0, 18.0, 0.0, 0.0, 0, 22.0, 0, 0, 0, 16.0, 0, 0, 0, 6.0, 0, 0, 981, 0, 0, 1177, 0, 0, true
22, 6, 0.0, 13.0, 0.0, 0.0, 0, 147.0, 0, 0, 0, 87.0, 0, 0, 0, 60.0, 0, 0, 5713, 0, 0, 6139, 0, 0, false
22, 6, 0.0, 8.0, 0.0, 0.0, 0, 100.0, 0, 0, 0, 53.0, 0, 0, 0, 47.0, 0, 0, 3574, 0, 0, 3739, 0, 0, false
22, 6, 0.0, 4.0, 0.0, 0.0, 0, 12.0, 0, 0, 0, 8.0, 0, 0, 0, 4.0, 0, 0, 489, 0, 0, 610, 0, 0, false
22, 6, 0.0, 2.0, 0.0, 0.0, 0, 18.0, 0, 0, 0, 13.0, 0, 0, 0, 5.0, 0, 0, 872, 0, 0, 935, 0, 0, false
22, 6, 0.0, 39.0, 0.0, 0.0, 0, 230.0, 0, 0, 0, 105.0, 0, 0, 0, 125.0, 0, 0, 7115, 0, 0, 7265, 0, 0, false
22, 6, 0.0, 108.0, 0.0, 0.0, 0, 181.0, 0, 0, 0, 88.0, 0, 0, 0, 93.0, 0, 0, 5679, 0, 0, 6015, 0, 0, false
22, 6, 0.0, 2.0, 0.0, 0.0, 0, 18.0, 0, 0, 0, 13.0, 0, 0, 0, 5.0, 0, 0, 759, 0, 0, 966, 0, 0, false
22, 6, 0.0, 74.0, 0.0, 0.0, 0, 51.0, 0, 0, 0, 32.0, 0, 0, 0, 19.0, 0, 0, 2186, 0, 0, 2265, 0, 0, false
22, 6, 0.0, 26.0, 0.0, 0.0, 0, 76.0, 0, 0, 0, 20.0, 0, 0, 0, 56.0, 0, 0, 3689, 0, 0, 3857, 0, 0, false
22, 6, 0.0, 26.0, 0.0, 0.0, 0, 201.0, 0, 0, 0, 92.0, 0, 0, 0, 109.0, 0, 0, 6011, 0, 0, 6399, 0, 0, false
22, 6, 0.0, 33.0, 0.0, 0.0, 0, 132.0, 0, 0, 0, 72.0, 0, 0, 0, 60.0, 0, 0, 4523, 0, 0, 5019, 0, 0, false
22, 6, 0.0, 17.0, 0.0, 0.0, 0, 41.0, 0, 0, 0, 25.0, 0, 0, 0, 16.0, 0, 0, 1569, 0, 0, 1781, 0, 0, false
22, 6, 0.0, 44.0, 0.0, 0.0, 0, 200.0, 0, 0, 0, 117.0, 0, 0, 0, 83.0, 0, 0, 7182, 0, 0, 8195, 0, 0, false
22, 6, 0.0, 7.0, 0.0, 0.0, 0, 37.0, 0, 0, 0, 25.0, 0, 0, 0, 12.0, 0, 0, 1443, 0, 0, 1786, 0, 0, false
22, 6, 0.0, 10.0, 0.0, 0.0, 0, 51.0, 0, 0, 0, 33.0, 0, 0, 0, 18.0, 0, 0, 2212, 0, 0, 2352, 0, 0, false
22, 6, 0.0, 10.0, 0.0, 0.0, 0, 74.0, 0, 0, 0, 49.0, 0, 0, 0, 25.0, 0, 0, 3263, 0, 0, 3359, 0, 0, false
22, 6, 0.0, 117.0, 0.0, 0.0, 0, 214.0, 0, 0, 0, 118.0, 0, 0, 0, 96.0, 0, 0, 7768, 0, 0, 8150, 0, 0, false
22, 6, 0.0, 32.0, 0.0, 0.0, 0, 72.0, 0, 0, 0, 51.0, 0, 0, 0, 21.0, 0, 0, 3657, 0, 0, 3682, 0, 0, false
22, 6, 0.0, 11.0, 0.0, 0.0, 0, 75.0, 0, 0, 0, 49.0, 0, 0, 0, 26.0, 0, 0, 3431, 0, 0, 3489, 0, 0, false
22, 6, 0.0, 37.0, 0.0, 0.0, 0, 291.0, 0, 0, 0, 131.0, 0, 0, 0, 160.0, 0, 0, 8924, 0, 0, 9001, 0, 0, false
22, 6, 0.0, 151.0, 0.0, 0.0, 0, 78.0, 0, 0, 0, 49.0, 0, 0, 0, 29.0, 0, 0, 3160, 0, 0, 3463, 0, 0, false
22, 6, 0.0, 33.0, 0.0, 0.0, 0, 69.0, 0, 0, 0, 46.0, 0, 0, 0, 23.0, 0, 0, 2875, 0, 0, 3248, 0, 0, false
22, 6, 0.0, 36.0, 0.0, 0.0, 0, 203.0, 0, 0, 0, 103.0, 0, 0, 0, 100.0, 0, 0, 6782, 0, 0, 6992, 0, 0, false
22, 6, 0.0, 12.0, 0.0, 0.0, 0, 25.0, 0, 0, 0, 18.0, 0, 0, 0, 7.0, 0, 0, 1153, 0, 0, 1301, 0, 0, false
22, 6, 0.0, 78.0, 0.0, 0.0, 0, 135.0, 0, 0, 0, 33.0, 0, 0, 0, 102.0, 0, 0, 5962, 0, 0, 6095, 0, 0, false
22, 6, 0.0, 5.0, 0.0, 0.0, 0, 40.0, 0, 0, 0, 26.0, 0, 0, 0, 14.0, 0, 0, 1563, 0, 0, 1830, 0, 0, false
22, 6, 0.0, 17.0, 0.0, 0.0, 0, 152.0, 0, 0, 0, 71.0, 0, 0, 0, 81.0, 0, 0, 4521, 0, 0, 4863, 0, 0, false
22, 6, 0.0, 31.0, 0.0, 0.0, 0, 275.0, 0, 0, 0, 128.0, 0, 0, 0, 147.0, 0, 0, 8519, 0, 0, 8789, 0, 0, false
22, 6, 0.0, 3.0, 0.0, 0.0, 0, 22.0, 0, 0, 0, 15.0, 0, 0, 0, 7.0, 0, 0, 1421, 0, 0, 1542, 0, 0, false
22, 6, 0.0, 37.0, 0.0, 0.0, 0, 54.0, 0, 0, 0, 31.0, 0, 0, 0, 23.0, 0, 0, 2001, 0, 0, 2200, 0, 0, false
22, 6, 0.0, 60.0, 0.0, 0.0, 0, 279.0, 0, 0, 0, 117.0, 0, 0, 0, 162.0, 0, 0, 7372, 0, 0, 8168, 0, 0, false
