nbPlayer, nbType, t1Nu, t1AddO, t1AddOo, t1AddNo, t2Nu, t2AddO, t2AddOo, t2AddNo, t3Nu, t3AddO, t3AddOo, t3AddNo, t4Nu, t4AddO, t4AddOo, t4AddNo, n1AddO, n1AddOo, n1AddNo, n2AddO, n2AddOo, n2AddNo, nbEmptyCore
21, 2, 0.0, 0.785, 0.0, 0.0, 0.0, 7.165, 0.0, 0.0, 0.0, 4.395, 0.0, 0.0, 0.0, 2.77, 0.0, 0.0, 302, 0, 0, 384, 0, 0, 133
21, 3, 0.0, 2.275, 0.0, 0.0, 0.0, 14.37, 0.0, 0.0, 0.0, 8.585, 0.0, 0.0, 0.0, 5.785, 0.0, 0.0, 767, 0, 0, 869, 0, 0, 86
21, 4, 0.0, 10.115, 0.0, 0.0, 0.0, 26.815, 0.0, 0.0, 0.0, 17.545, 0.0, 0.0, 0.0, 9.27, 0.0, 0.0, 1274, 0, 0, 1383, 0, 0, 35
21, 5, 0.0, 20.13, 0.0, 0.0, 0.0, 45.92, 0.0, 0.0, 0.0, 30.05, 0.0, 0.0, 0.0, 15.87, 0.0, 0.0, 2080, 0, 0, 2233, 0, 0, 56
21, 6, 0.0, 63.705, 0.0, 0.0, 0.0, 70.78, 0.0, 0.0, 0.0, 42.575, 0.0, 0.0, 0.0, 28.205, 0.0, 0.0, 2899, 0, 0, 3187, 0, 0, 15
22, 2, 0.0, 0.56, 0.0, 0.0, 0.0, 9.25, 0.0, 0.0, 0.0, 6.105, 0.0, 0.0, 0.0, 3.145, 0.0, 0.0, 361, 0, 0, 452, 0, 0, 108
22, 3, 0.0, 2.395, 0.0, 0.0, 0.0, 21.695, 0.0, 0.0, 0.0, 14.32, 0.0, 0.0, 0.0, 7.375, 0.0, 0.0, 968, 0, 0, 1069, 0, 0, 75
22, 4, 0.0, 18.405, 0.0, 0.0, 0.0, 34.245, 0.0, 0.0, 0.0, 21.795, 0.0, 0.0, 0.0, 12.45, 0.0, 0.0, 1595, 0, 0, 1723, 0, 0, 37
22, 5, 0.0, 16.16, 0.0, 0.0, 0.0, 65.405, 0.0, 0.0, 0.0, 40.195, 0.0, 0.0, 0.0, 25.21, 0.0, 0.0, 2778, 0, 0, 2950, 0, 0, 60
22, 6, 0.0, 62.43, 0.0, 0.0, 0.0, 95.795, 0.0, 0.0, 0.0, 52.81, 0.0, 0.0, 0.0, 42.985, 0.0, 0.0, 3632, 0, 0, 3954, 0, 0, 5
23, 2, 0.0, 0.72, 0.0, 0.0, 0.0, 9.945, 0.0, 0.0, 0.0, 6.4, 0.0, 0.0, 0.0, 3.545, 0.0, 0.0, 390, 0, 0, 497, 0, 0, 123
23, 3, 0.0, 3.7, 0.0, 0.0, 0.0, 22.92, 0.0, 0.0, 0.0, 14.465, 0.0, 0.0, 0.0, 8.455, 0.0, 0.0, 1056, 0, 0, 1158, 0, 0, 73
23, 4, 0.0, 10.715, 0.0, 0.0, 0.0, 37.17, 0.0, 0.0, 0.0, 23.19, 0.0, 0.0, 0.0, 13.98, 0.0, 0.0, 1682, 0, 0, 1842, 0, 0, 33
23, 5, 0.0, 20.73, 0.0, 0.0, 0.0, 78.845, 0.0, 0.0, 0.0, 45.385, 0.0, 0.0, 0.0, 33.46, 0.0, 0.0, 3199, 0, 0, 3429, 0, 0, 67
23, 6, 0.0, 186.205, 0.0, 0.0, 0.0, 114.815, 0.0, 0.0, 0.0, 60.54, 0.0, 0.0, 0.0, 54.275, 0.0, 0.0, 4203, 0, 0, 4605, 0, 0, 10
24, 2, 0.0, 0.73, 0.0, 0.0, 0.0, 11.505, 0.0, 0.0, 0.0, 7.41, 0.0, 0.0, 0.0, 4.095, 0.0, 0.0, 426, 0, 0, 549, 0, 0, 127
24, 3, 0.0, 4.425, 0.0, 0.0, 0.0, 25.515, 0.0, 0.0, 0.0, 15.69, 0.0, 0.0, 0.0, 9.825, 0.0, 0.0, 1130, 0, 0, 1281, 0, 0, 74
24, 4, 0.0, 16.61, 0.0, 0.0, 0.0, 42.93, 0.0, 0.0, 0.0, 25.57, 0.0, 0.0, 0.0, 17.36, 0.0, 0.0, 1938, 0, 0, 2110, 0, 0, 37
24, 5, 0.0, 33.45, 0.0, 0.0, 0.0, 102.155, 0.0, 0.0, 0.0, 56.82, 0.0, 0.0, 0.0, 45.335, 0.0, 0.0, 3892, 0, 0, 4186, 0, 0, 57
24, 6, 0.0, 250.615, 0.0, 0.0, 0.0, 155.51, 0.0, 0.0, 0.0, 78.085, 0.0, 0.0, 0.0, 77.425, 0.0, 0.0, 5384, 0, 0, 5851, 0, 0, 9
25, 2, 0.0, 0.845, 0.0, 0.0, 0.0, 11.925, 0.0, 0.0, 0.0, 7.615, 0.0, 0.0, 0.0, 4.31, 0.0, 0.0, 429, 0, 0, 578, 0, 0, 142
25, 3, 0.0, 5.52, 0.0, 0.0, 0.0, 31.77, 0.0, 0.0, 0.0, 19.06, 0.0, 0.0, 0.0, 12.71, 0.0, 0.0, 1308, 0, 0, 1487, 0, 0, 80
25, 4, 0.0, 29.41, 0.0, 0.0, 0.0, 58.66, 0.0, 0.0, 0.0, 33.605, 0.0, 0.0, 0.0, 25.055, 0.0, 0.0, 2395, 0, 0, 2620, 0, 0, 39
25, 5, 0.0, 151.305, 0.0, 0.0, 0.0, 116.89, 0.0, 0.0, 0.0, 61.1, 0.0, 0.0, 0.0, 55.79, 0.0, 0.0, 4341, 0, 0, 4676, 0, 0, 66
25, 6, 0.0, 447.065, 0.0, 0.0, 0.0, 172.4, 0.0, 0.0, 0.0, 83.905, 0.0, 0.0, 0.0, 88.495, 0.0, 0.0, 5818, 0, 0, 6368, 0, 0, 14
26, 2, 0.0, 1.245, 0.0, 0.0, 0.0, 15.245, 0.0, 0.0, 0.0, 9.8, 0.0, 0.0, 0.0, 5.445, 0.0, 0.0, 562, 0, 0, 722, 0, 0, 134
26, 3, 0.0, 10.795, 0.0, 0.0, 0.0, 39.055, 0.0, 0.0, 0.0, 22.355, 0.0, 0.0, 0.0, 16.7, 0.0, 0.0, 1545, 0, 0, 1730, 0, 0, 74
26, 4, 0.0, 36.115, 0.0, 0.0, 0.0, 71.43, 0.0, 0.0, 0.0, 38.83, 0.0, 0.0, 0.0, 32.6, 0.0, 0.0, 2805, 0, 0, 3050, 0, 0, 38
26, 5, 0.0, 576.975, 0.0, 0.0, 0.0, 146.83, 0.0, 0.0, 0.0, 73.7, 0.0, 0.0, 0.0, 73.13, 0.0, 0.0, 5214, 0, 0, 5518, 0, 0, 57
26, 6, 0.0, 308.795, 0.0, 0.0, 0.0, 219.58, 0.0, 0.0, 0.0, 101.07, 0.0, 0.0, 0.0, 118.51, 0.0, 0.0, 7258, 0, 0, 7868, 0, 0, 15
27, 2, 0.0, 1.37, 0.0, 0.0, 0.0, 17.05, 0.0, 0.0, 0.0, 10.965, 0.0, 0.0, 0.0, 6.085, 0.0, 0.0, 597, 0, 0, 781, 0, 0, 145
27, 3, 0.0, 15.34, 0.0, 0.0, 0.0, 43.155, 0.0, 0.0, 0.0, 24.26, 0.0, 0.0, 0.0, 18.895, 0.0, 0.0, 1641, 0, 0, 1904, 0, 0, 82
27, 4, 0.0, 55.715, 0.0, 0.0, 0.0, 77.225, 0.0, 0.0, 0.0, 40.485, 0.0, 0.0, 0.0, 36.74, 0.0, 0.0, 2969, 0, 0, 3209, 0, 0, 39
27, 5, 0.0, 478.405, 0.0, 0.0, 0.0, 187.435, 0.0, 0.0, 0.0, 87.395, 0.0, 0.0, 0.0, 100.04, 0.0, 0.0, 6502, 0, 0, 6999, 0, 0, 72
27, 6, 0.0, 453.055, 0.0, 0.0, 0.0, 262.94, 0.0, 0.0, 0.0, 113.69, 0.0, 0.0, 0.0, 149.25, 0.0, 0.0, 8443, 0, 0, 9060, 0, 0, 11
28, 2, 0.0, 1.74, 0.0, 0.0, 0.0, 19.015, 0.0, 0.0, 0.0, 12.07, 0.0, 0.0, 0.0, 6.945, 0.0, 0.0, 662, 0, 0, 860, 0, 0, 128
28, 3, 0.0, 19.51, 0.0, 0.0, 0.0, 52.73, 0.0, 0.0, 0.0, 27.095, 0.0, 0.0, 0.0, 25.635, 0.0, 0.0, 1848, 0, 0, 2089, 0, 0, 92
28, 4, 0.0, 85.405, 0.0, 0.0, 0.0, 99.035, 0.0, 0.0, 0.0, 51.25, 0.0, 0.0, 0.0, 47.785, 0.0, 0.0, 3455, 0, 0, 3735, 0, 0, 29
28, 5, 0.0, 255.125, 0.0, 0.0, 0.0, 218.805, 0.0, 0.0, 0.0, 101.82, 0.0, 0.0, 0.0, 116.985, 0.0, 0.0, 7350, 0, 0, 7850, 0, 0, 71
28, 6, 0.0, 1710.215, 0.0, 0.0, 0.0, 326.325, 0.0, 0.0, 0.0, 138.355, 0.0, 0.0, 0.0, 187.97, 0.0, 0.0, 9929, 0, 0, 10650, 0, 0, 9
29, 2, 0.0, 2.125, 0.0, 0.0, 0.0, 20.955, 0.0, 0.0, 0.0, 13.235, 0.0, 0.0, 0.0, 7.72, 0.0, 0.0, 700, 0, 0, 940, 0, 0, 149
29, 3, 0.0, 31.25, 0.0, 0.0, 0.0, 60.665, 0.0, 0.0, 0.0, 32.12, 0.0, 0.0, 0.0, 28.545, 0.0, 0.0, 1988, 0, 0, 2351, 0, 0, 91
29, 4, 0.0, 107.99, 0.0, 0.0, 0.0, 107.895, 0.0, 0.0, 0.0, 56.265, 0.0, 0.0, 0.0, 51.63, 0.0, 0.0, 3617, 0, 0, 4002, 0, 0, 42
29, 5, 0.0, 195.58, 0.0, 0.0, 0.0, 246.905, 0.0, 0.0, 0.0, 113.32, 0.0, 0.0, 0.0, 133.585, 0.0, 0.0, 7910, 0, 0, 8509, 0, 0, 73
29, 6, 0.0, 3572.005, 0.0, 0.0, 0.0, 390.09, 0.0, 0.0, 0.0, 163.92, 0.0, 0.0, 0.0, 226.17, 0.0, 0.0, 11405, 0, 0, 12228, 0, 0, 17
30, 2, 0.0, 2.995, 0.0, 0.0, 0.0, 23.095, 0.0, 0.0, 0.0, 13.76, 0.0, 0.0, 0.0, 9.335, 0.0, 0.0, 766, 0, 0, 973, 0, 0, 132
30, 3, 0.0, 43.265, 0.0, 0.0, 0.0, 75.79, 0.0, 0.0, 0.0, 38.0, 0.0, 0.0, 0.0, 37.79, 0.0, 0.0, 2344, 0, 0, 2661, 0, 0, 81
30, 4, 0.0, 221.63, 0.0, 0.0, 0.0, 137.93, 0.0, 0.0, 0.0, 70.39, 0.0, 0.0, 0.0, 67.54, 0.0, 0.0, 4552, 0, 0, 5030, 0, 0, 27
30, 5, 0.0, 473.35, 0.0, 0.0, 0.0, 293.89, 0.0, 0.0, 0.0, 129.04, 0.0, 0.0, 0.0, 164.85, 0.0, 0.0, 9526, 0, 0, 10182, 0, 0, 73
30, 6, 0.0, 9405.2, 0.0, 0.0, 0.0, 473.685, 0.0, 0.0, 0.0, 171.18, 0.0, 0.0, 0.0, 302.505, 0.0, 0.0, 14216, 0, 0, 15207, 0, 0, 14
