nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
6, 2, 0.0, 0.0, 1.0, 1.0, 13.0, 15.0, 17.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 0.0, 0.0, 31.0, 31.0, 31.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 1.0, 1.0, 35.0, 35.0, 35.0, 0.0, 1.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 15.0, 22.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 18.0, 19.0, 21.0, 0.0, 1.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 21.0, 29.0, 29.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 0.0, 0.0, 39.0, 39.0, 39.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 0.0, 1.0, 1.0, 18.0, 21.0, 21.0, 0.0, 1.0, 0.0, 0.0
6, 2, 0.0, 0.0, 1.0, 1.0, 15.0, 19.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 1.0, 1.0, 36.0, 36.0, 36.0, 0.0, 1.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 20.0, 27.0, 19.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 0.0, 0.0, 21.0, 30.0, 29.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 1.0, 1.0, 25.0, 31.0, 21.0, 0.0, 0.0, 1.0, 0.0
6, 2, 0.0, 1.0, 1.0, 1.0, 22.0, 24.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 1.0, 0.0, 0.0, 22.0, 22.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 0.0, 1.0, 0.0, 7.0, 7.0, 7.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 25.0, 25.0, 25.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 22.0, 22.0, 22.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 1.0, 1.0, 30.0, 30.0, 30.0, 0.0, 0.0, 1.0, 0.0
6, 2, 0.0, 0.0, 1.0, 1.0, 37.0, 37.0, 37.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 20.0, 24.0, 19.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 1.0, 0.0, 27.0, 34.0, 33.0, 0.0, 1.0, 0.0, 0.0
6, 2, 1.0, 0.0, 0.0, 1.0, 15.0, 24.0, 24.0, 0.0, 1.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 15.0, 23.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 22.0, 22.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 0.0, 0.0, 0.0, 15.0, 19.0, 24.0, 0.0, 0.0, 0.0, 1.0
6, 2, 1.0, 0.0, 2.0, 1.0, 20.0, 24.0, 19.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 0.0, 0.0, 15.0, 21.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 2.0, 0.0, 0.0, 35.0, 35.0, 35.0, 0.0, 1.0, 0.0, 0.0
6, 2, 1.0, 0.0, 0.0, 0.0, 14.0, 16.0, 16.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 1.0, 1.0, 20.0, 20.0, 19.0, 0.0, 0.0, 0.0, 2.0
6, 2, 0.0, 0.0, 0.0, 1.0, 37.0, 37.0, 37.0, 0.0, 0.0, 0.0, 1.0
6, 2, 0.0, 0.0, 0.0, 1.0, 27.0, 33.0, 33.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 22.0, 24.0, 24.0, 0.0, 0.0, 0.0, 1.0
6, 2, 1.0, 0.0, 0.0, 1.0, 33.0, 33.0, 33.0, 1.0, 0.0, 0.0, 0.0
6, 2, 1.0, 0.0, 0.0, 0.0, 27.0, 27.0, 27.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 1.0, 1.0, 27.0, 33.0, 33.0, 0.0, 0.0, 0.0, 1.0
6, 2, 0.0, 2.0, 0.0, 0.0, 38.0, 38.0, 38.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 1.0, 0.0, 27.0, 35.0, 33.0, 0.0, 2.0, 0.0, 0.0
6, 2, 0.0, 2.0, 1.0, 1.0, 30.0, 30.0, 30.0, 0.0, 0.0, 0.0, 0.0
6, 2, 2.0, 2.0, 0.0, 2.0, 25.0, 25.0, 21.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 1.0, 15.0, 17.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 1.0, 1.0, 0.0, 21.0, 28.0, 29.0, 0.0, 0.0, 0.0, 1.0
6, 2, 0.0, 0.0, 0.0, 0.0, 27.0, 33.0, 33.0, 0.0, 1.0, 0.0, 0.0
6, 2, 1.0, 1.0, 1.0, 1.0, 13.0, 13.0, 17.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 1.0, 1.0, 1.0, 15.0, 17.0, 24.0, 0.0, 0.0, 0.0, 0.0
6, 2, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 7.0, 0.0, 0.0, 0.0, 0.0
6, 2, 1.0, 0.0, 0.0, 0.0, 35.0, 35.0, 35.0, 1.0, 0.0, 0.0, 0.0
6, 2, 0.0, 1.0, 1.0, 1.0, 24.0, 24.0, 24.0, 0.0, 0.0, 1.0, 0.0
6, 2, 0.0, 1.0, 1.0, 1.0, 15.0, 25.0, 24.0, 0.0, 0.0, 0.0, 0.0
