nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
8, 6, 1.0, 1.0, 1.0, 1.0, 127.0, 210.0, 186.0, 1.0, 0.0, 0.0, 0.0
8, 6, 0.0, 1.0, 1.0, 1.0, 51.0, 88.0, 69.0, 1.0, 0.0, 0.0, 0.0
8, 6, 1.0, 0.0, 1.0, 1.0, 92.0, 143.0, 136.0, 0.0, 1.0, 0.0, 0.0
8, 6, 1.0, 0.0, 1.0, 1.0, 89.0, 106.0, 105.0, 0.0, 0.0, 0.0, 1.0
8, 6, 0.0, 0.0, 1.0, 1.0, 56.0, 67.0, 66.0, 0.0, 1.0, 0.0, 0.0
8, 6, 1.0, 1.0, 0.0, 1.0, 105.0, 123.0, 120.0, 0.0, 1.0, 0.0, 0.0
8, 6, 0.0, 0.0, 1.0, 0.0, 69.0, 57.0, 62.0, 0.0, 1.0, 0.0, 0.0
8, 6, 0.0, 0.0, 0.0, 1.0, 9.0, 9.0, 9.0, 1.0, 0.0, 0.0, 0.0
8, 6, 1.0, 1.0, 1.0, 1.0, 124.0, 124.0, 124.0, 0.0, 0.0, 0.0, 0.0
8, 6, 0.0, 0.0, 0.0, 0.0, 9.0, 9.0, 9.0, 1.0, 0.0, 0.0, 0.0
8, 6, 1.0, 1.0, 1.0, 1.0, 58.0, 79.0, 122.0, 1.0, 0.0, 0.0, 0.0
8, 6, 0.0, 0.0, 0.0, 0.0, 9.0, 9.0, 9.0, 0.0, 0.0, 0.0, 0.0
8, 6, 0.0, 0.0, 0.0, 1.0, 31.0, 36.0, 45.0, 0.0, 1.0, 0.0, 0.0
8, 6, 1.0, 1.0, 1.0, 1.0, 60.0, 60.0, 38.0, 0.0, 1.0, 0.0, 0.0
8, 6, 1.0, 0.0, 1.0, 1.0, 77.0, 129.0, 115.0, 0.0, 1.0, 0.0, 0.0
8, 6, 1.0, 1.0, 0.0, 0.0, 60.0, 60.0, 74.0, 0.0, 1.0, 1.0, 0.0
8, 6, 1.0, 1.0, 0.0, 0.0, 31.0, 57.0, 60.0, 1.0, 0.0, 0.0, 0.0
