nbPlayer, nbType, timeNu, timeAddO, timeAddNO, timeAddOO, nbNodeAddO, nbNodeAddNO, nbNodeAddOO, temsConstructNu, tempsConstructAddO, tempsConstructAddNO, tempsConstructAddOO
6, 4, 1.0, 1.0, 1.0, 0.0, 31.0, 39.0, 36.0, 0.0, 0.0, 0.0, 1.0
6, 4, 0.0, 0.0, 0.0, 0.0, 27.0, 30.0, 33.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 0.0, 0.0, 1.0, 20.0, 29.0, 32.0, 0.0, 1.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 29.0, 33.0, 27.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 1.0, 28.0, 34.0, 38.0, 0.0, 1.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 7.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 7.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 1.0, 0.0, 0.0, 7.0, 7.0, 7.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 35.0, 28.0, 28.0, 1.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 1.0, 1.0, 20.0, 21.0, 20.0, 0.0, 0.0, 0.0, 1.0
6, 4, 1.0, 1.0, 0.0, 0.0, 21.0, 30.0, 29.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 0.0, 0.0, 0.0, 21.0, 26.0, 26.0, 0.0, 0.0, 0.0, 1.0
6, 4, 0.0, 0.0, 0.0, 1.0, 13.0, 14.0, 17.0, 0.0, 0.0, 0.0, 1.0
6, 4, 1.0, 1.0, 1.0, 1.0, 19.0, 25.0, 23.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 7.0, 0.0, 1.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 15.0, 21.0, 24.0, 1.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 23.0, 23.0, 40.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 1.0, 0.0, 1.0, 46.0, 46.0, 46.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 26.0, 26.0, 26.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 1.0, 1.0, 28.0, 36.0, 36.0, 1.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 1.0, 1.0, 31.0, 34.0, 34.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 1.0, 34.0, 39.0, 34.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 27.0, 27.0, 27.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 1.0, 26.0, 37.0, 37.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 27.0, 24.0, 28.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 1.0, 0.0, 1.0, 28.0, 41.0, 38.0, 0.0, 1.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 27.0, 32.0, 27.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 0.0, 0.0, 0.0, 17.0, 21.0, 22.0, 0.0, 1.0, 0.0, 0.0
6, 4, 1.0, 0.0, 0.0, 0.0, 36.0, 36.0, 36.0, 0.0, 1.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 14.0, 24.0, 24.0, 1.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 16.0, 24.0, 22.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 7.0, 7.0, 7.0, 0.0, 1.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 27.0, 35.0, 32.0, 0.0, 1.0, 0.0, 0.0
6, 4, 0.0, 0.0, 1.0, 1.0, 27.0, 35.0, 33.0, 1.0, 0.0, 0.0, 0.0
6, 4, 1.0, 1.0, 0.0, 0.0, 16.0, 22.0, 22.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 29.0, 34.0, 34.0, 0.0, 0.0, 0.0, 1.0
6, 4, 0.0, 0.0, 0.0, 0.0, 17.0, 30.0, 29.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 0.0, 0.0, 0.0, 23.0, 30.0, 24.0, 0.0, 0.0, 0.0, 1.0
6, 4, 1.0, 0.0, 0.0, 0.0, 15.0, 24.0, 24.0, 0.0, 0.0, 1.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 29.0, 35.0, 34.0, 1.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 1.0, 1.0, 23.0, 40.0, 33.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 24.0, 25.0, 22.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 0.0, 0.0, 0.0, 36.0, 45.0, 36.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 0.0, 28.0, 33.0, 37.0, 0.0, 0.0, 1.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 26.0, 30.0, 33.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 1.0, 30.0, 40.0, 44.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 1.0, 1.0, 1.0, 32.0, 34.0, 28.0, 0.0, 0.0, 0.0, 0.0
6, 4, 0.0, 0.0, 0.0, 0.0, 32.0, 32.0, 32.0, 0.0, 0.0, 0.0, 0.0
6, 4, 1.0, 0.0, 0.0, 0.0, 27.0, 27.0, 27.0, 0.0, 0.0, 1.0, 0.0
6, 4, 0.0, 1.0, 0.0, 1.0, 7.0, 7.0, 7.0, 0.0, 0.0, 0.0, 1.0
