nbPlayer, nbType, timeCreateADD, timeCreateDAG, nbNodeADD, nbNodeDAG, timeSolveDAG, emptyCore, cosDAG
28, 2, 0.0, 0.0, 482.0, 555.0, 5.0, false, 0.0
28, 2, 2.0, 0.0, 1389.0, 1402.0, 17.0, false, 0.0
28, 2, 1.0, 0.0, 864.0, 904.0, 9.0, false, 0.0
28, 2, 1.0, 0.0, 519.0, 1522.0, 10.0, false, -3.552713678800501E-15
28, 2, 4.0, 0.0, 984.0, 1019.0, 10.0, false, 0.0
28, 2, 3.0, 0.0, 963.0, 1006.0, 9.0, true, 9.0
28, 2, 3.0, 0.0, 1473.0, 1487.0, 17.0, false, 0.0
28, 2, 1.0, 0.0, 550.0, 786.0, 6.0, true, 39.999999999999986
28, 2, 1.0, 0.0, 620.0, 1194.0, 4.0, true, 16.0
28, 2, 3.0, 0.0, 1160.0, 1429.0, 9.0, true, 15.999999999999957
28, 2, 1.0, 0.0, 797.0, 866.0, 10.0, true, 20.0
28, 2, 1.0, 0.0, 115.0, 300.0, 2.0, true, 4.0
28, 2, 0.0, 0.0, 852.0, 1068.0, 7.0, true, 23.99999999999997
28, 2, 1.0, 1.0, 568.0, 620.0, 6.0, false, 0.0
28, 2, 1.0, 0.0, 675.0, 803.0, 9.0, true, 32.0
28, 2, 2.0, 0.0, 496.0, 574.0, 5.0, false, 0.0
28, 2, 2.0, 0.0, 1080.0, 1369.0, 11.0, true, 14.0
28, 2, 1.0, 0.0, 577.0, 641.0, 5.0, false, 0.0
28, 2, 1.0, 0.0, 335.0, 553.0, 4.0, true, 35.0
28, 2, 4.0, 0.0, 243.0, 347.0, 4.0, true, 6.0
28, 2, 0.0, 0.0, 157.0, 308.0, 2.0, true, 8.0
28, 2, 1.0, 0.0, 508.0, 1030.0, 5.0, true, 15.0
28, 2, 3.0, 1.0, 1473.0, 1487.0, 18.0, false, 0.0
28, 2, 0.0, 0.0, 157.0, 467.0, 2.0, true, 24.0
28, 2, 1.0, 0.0, 774.0, 822.0, 8.0, false, 0.0
28, 2, 2.0, 0.0, 304.0, 425.0, 4.0, true, 12.0
28, 2, 1.0, 0.0, 693.0, 794.0, 9.0, true, 27.0
28, 2, 1.0, 0.0, 1071.0, 1092.0, 10.0, false, 0.0
28, 2, 1.0, 0.0, 697.0, 983.0, 5.0, true, 36.000000000000014
28, 2, 1.0, 0.0, 952.0, 985.0, 10.0, false, 0.0
28, 2, 0.0, 1.0, 613.0, 1344.0, 5.0, true, 6.0
28, 2, 1.0, 0.0, 311.0, 426.0, 3.0, false, 0.0
28, 2, 1.0, 1.0, 1220.0, 1234.0, 15.0, false, 0.0
28, 2, 5.0, 0.0, 1101.0, 1130.0, 12.0, false, 0.0
28, 2, 0.0, 0.0, 262.0, 417.0, 4.0, true, 16.0
28, 2, 1.0, 1.0, 1146.0, 1163.0, 11.0, false, 0.0
28, 2, 2.0, 0.0, 1335.0, 1393.0, 23.0, true, 10.0
28, 2, 1.0, 0.0, 674.0, 738.0, 6.0, true, 6.999999999999972
28, 2, 1.0, 0.0, 799.0, 1443.0, 6.0, true, 4.0
28, 2, 1.0, 0.0, 683.0, 740.0, 8.0, false, 0.0
28, 2, 2.0, 1.0, 1022.0, 1060.0, 11.0, true, 11.0
28, 2, 1.0, 0.0, 948.0, 1010.0, 11.0, true, 24.0
28, 2, 1.0, 0.0, 613.0, 1344.0, 5.0, true, 6.0
28, 2, 0.0, 0.0, 311.0, 426.0, 3.0, false, 0.0
28, 2, 2.0, 0.0, 398.0, 606.0, 5.0, true, 35.0
28, 2, 1.0, 0.0, 169.0, 316.0, 2.0, true, 10.0
28, 2, 1.0, 0.0, 1285.0, 1388.0, 18.0, true, 9.0
28, 2, 3.0, 0.0, 193.0, 341.0, 2.0, true, 14.0
28, 2, 0.0, 0.0, 126.0, 440.0, 2.0, true, 22.0
28, 2, 1.0, 0.0, 684.0, 740.0, 6.0, false, 0.0
28, 2, 2.0, 0.0, 970.0, 1419.0, 8.0, true, 12.0
28, 2, 1.0, 0.0, 989.0, 1015.0, 8.0, false, 0.0
28, 2, 1.0, 0.0, 774.0, 822.0, 8.0, false, 0.0
28, 2, 3.0, 0.0, 1237.0, 1643.0, 22.0, false, 0.0
28, 2, 0.0, 0.0, 571.0, 1250.0, 5.0, true, 9.0
28, 2, 1.0, 0.0, 544.0, 647.0, 6.0, true, 17.999999999999986
28, 2, 1.0, 0.0, 762.0, 809.0, 8.0, false, 0.0
28, 2, 4.0, 0.0, 309.0, 452.0, 4.0, true, 18.0
28, 2, 1.0, 0.0, 355.0, 457.0, 3.0, false, 0.0
28, 2, 0.0, 0.0, 295.0, 423.0, 3.0, false, 0.0
28, 2, 1.0, 1.0, 250.0, 398.0, 3.0, true, 15.0
28, 2, 1.0, 0.0, 952.0, 985.0, 10.0, false, 0.0
28, 2, 1.0, 1.0, 190.0, 319.0, 3.0, true, 6.0
28, 2, 1.0, 1.0, 677.0, 825.0, 9.0, true, 42.00000000000003
28, 2, 0.0, 0.0, 149.0, 408.0, 3.0, true, 28.0
28, 2, 1.0, 0.0, 461.0, 548.0, 4.0, false, 0.0
28, 2, 1.0, 0.0, 458.0, 566.0, 5.0, true, 15.0
28, 2, 1.0, 0.0, 891.0, 1057.0, 11.0, true, 17.99999999999997
28, 2, 2.0, 0.0, 667.0, 725.0, 6.0, false, 0.0
28, 2, 0.0, 0.0, 107.0, 321.0, 2.0, true, 20.0
28, 2, 1.0, 0.0, 142.0, 304.0, 1.0, false, 0.0
28, 2, 1.0, 0.0, 744.0, 800.0, 7.0, true, 9.0
28, 2, 0.0, 0.0, 237.0, 367.0, 3.0, false, 0.0
28, 2, 2.0, 1.0, 992.0, 1134.0, 10.0, true, 32.00000000000003
28, 2, 1.0, 0.0, 398.0, 606.0, 6.0, true, 35.0
28, 2, 0.0, 0.0, 530.0, 849.0, 5.0, true, 28.0
28, 2, 0.0, 1.0, 656.0, 700.0, 6.0, false, 0.0
28, 2, 1.0, 0.0, 304.0, 407.0, 3.0, false, 0.0
28, 2, 2.0, 0.0, 561.0, 629.0, 5.0, false, 0.0
28, 2, 1.0, 1.0, 355.0, 603.0, 5.0, true, 40.0
28, 2, 1.0, 0.0, 774.0, 822.0, 7.0, false, 0.0
28, 2, 1.0, 0.0, 1050.0, 1456.0, 8.0, true, 6.0
28, 2, 0.0, 0.0, 788.0, 1518.0, 11.0, true, 4.0
28, 2, 1.0, 0.0, 248.0, 507.0, 4.0, true, 36.0
28, 2, 4.0, 0.0, 222.0, 344.0, 3.0, true, 10.0
28, 2, 1.0, 0.0, 270.0, 386.0, 2.0, false, 0.0
28, 2, 1.0, 0.0, 577.0, 641.0, 5.0, false, 0.0
28, 2, 0.0, 0.0, 331.0, 576.0, 5.0, true, 42.0
28, 2, 1.0, 0.0, 504.0, 1342.0, 5.0, true, 2.0
28, 2, 3.0, 1.0, 1473.0, 1487.0, 18.0, false, 0.0
28, 2, 2.0, 0.0, 564.0, 649.0, 5.0, true, 12.0
28, 2, 5.0, 0.0, 1502.0, 1556.0, 53.0, true, 12.0
28, 2, 0.0, 1.0, 681.0, 1619.0, 10.0, false, 0.0
28, 2, 2.0, 0.0, 561.0, 629.0, 6.0, false, 0.0
28, 2, 1.0, 0.0, 239.0, 383.0, 2.0, false, 0.0
28, 2, 0.0, 0.0, 463.0, 1337.0, 4.0, true, 4.0
28, 2, 1.0, 0.0, 190.0, 319.0, 3.0, true, 6.0
