nbPlayer, nbType, timeCreateADD, timeCreateDAG, nbNodeADD, nbNodeDAG, timeSolveDAG, emptyCore, cosDAG
16, 4, 1.0, 0.0, 729.0, 750.0, 6.0, false, 0.0
16, 4, 3.0, 0.0, 500.0, 553.0, 2.0, false, 0.0
16, 4, 3.0, 0.0, 779.0, 790.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 263.0, 290.0, 1.0, false, 0.0
16, 4, 6.0, 1.0, 906.0, 983.0, 9.0, false, 0.0
16, 4, 1.0, 0.0, 204.0, 241.0, 1.0, false, 0.0
16, 4, 2.0, 0.0, 425.0, 448.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 954.0, 996.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 354.0, 396.0, 3.0, false, 0.0
16, 4, 2.0, 0.0, 599.0, 628.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 278.0, 319.0, 2.0, false, 0.0
16, 4, 2.0, 0.0, 416.0, 479.0, 1.0, false, 0.0
16, 4, 0.0, 0.0, 324.0, 387.0, 3.0, false, 0.0
16, 4, 3.0, 1.0, 954.0, 996.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 706.0, 729.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 531.0, 642.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 232.0, 274.0, 1.0, false, 0.0
16, 4, 0.0, 0.0, 247.0, 371.0, 3.0, false, 0.0
16, 4, 3.0, 0.0, 393.0, 410.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 413.0, 448.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 384.0, 430.0, 3.0, false, 0.0
16, 4, 4.0, 0.0, 779.0, 790.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 507.0, 581.0, 2.0, false, 0.0
16, 4, 2.0, 0.0, 634.0, 645.0, 3.0, false, 0.0
16, 4, 0.0, 0.0, 291.0, 329.0, 2.0, false, 0.0
16, 4, 0.0, 0.0, 349.0, 364.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 342.0, 370.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 768.0, 864.0, 3.0, false, 0.0
16, 4, 0.0, 0.0, 345.0, 401.0, 2.0, false, 0.0
16, 4, 2.0, 1.0, 640.0, 683.0, 5.0, false, 0.0
16, 4, 0.0, 0.0, 385.0, 421.0, 3.0, false, 0.0
16, 4, 1.0, 1.0, 843.0, 915.0, 8.0, false, 0.0
16, 4, 2.0, 0.0, 525.0, 564.0, 3.0, false, 0.0
16, 4, 0.0, 0.0, 280.0, 384.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 641.0, 648.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 406.0, 436.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 453.0, 526.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 470.0, 497.0, 2.0, false, 0.0
16, 4, 0.0, 0.0, 655.0, 692.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 784.0, 806.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 300.0, 325.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 480.0, 522.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 614.0, 695.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 877.0, 985.0, 4.0, false, 0.0
16, 4, 3.0, 0.0, 647.0, 672.0, 3.0, false, 0.0
16, 4, 3.0, 0.0, 613.0, 628.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 219.0, 239.0, 1.0, false, 0.0
16, 4, 1.0, 0.0, 826.0, 832.0, 7.0, false, 0.0
16, 4, 1.0, 1.0, 365.0, 446.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 470.0, 497.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 241.0, 282.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 548.0, 611.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 374.0, 415.0, 2.0, false, 0.0
16, 4, 1.0, 1.0, 803.0, 923.0, 6.0, false, 0.0
16, 4, 2.0, 1.0, 652.0, 663.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 393.0, 410.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 260.0, 289.0, 2.0, false, 0.0
16, 4, 2.0, 0.0, 1103.0, 1118.0, 7.0, false, 0.0
16, 4, 3.0, 1.0, 909.0, 963.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 795.0, 831.0, 5.0, false, 0.0
16, 4, 1.0, 1.0, 505.0, 521.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 371.0, 421.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 675.0, 720.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 113.0, 148.0, 2.0, false, 0.0
16, 4, 0.0, 1.0, 181.0, 205.0, 1.0, false, 0.0
16, 4, 1.0, 0.0, 539.0, 650.0, 3.0, true, 4.0
16, 4, 1.0, 0.0, 552.0, 562.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 324.0, 359.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 450.0, 522.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 485.0, 524.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 483.0, 539.0, 3.0, false, 0.0
16, 4, 2.0, 1.0, 742.0, 758.0, 6.0, false, 0.0
16, 4, 1.0, 0.0, 210.0, 234.0, 1.0, false, 0.0
16, 4, 1.0, 0.0, 413.0, 416.0, 3.0, false, 0.0
16, 4, 1.0, 1.0, 570.0, 593.0, 3.0, false, 0.0
16, 4, 2.0, 0.0, 743.0, 809.0, 4.0, false, 0.0
16, 4, 3.0, 0.0, 793.0, 882.0, 8.0, false, 0.0
16, 4, 2.0, 0.0, 839.0, 860.0, 9.0, false, -1.1368683772161603E-13
16, 4, 0.0, 0.0, 245.0, 288.0, 2.0, false, 0.0
16, 4, 4.0, 0.0, 634.0, 645.0, 6.0, false, 0.0
16, 4, 2.0, 1.0, 792.0, 860.0, 6.0, false, 0.0
16, 4, 6.0, 0.0, 838.0, 851.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 444.0, 483.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 571.0, 659.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 359.0, 375.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 901.0, 1006.0, 5.0, false, 0.0
16, 4, 2.0, 0.0, 682.0, 800.0, 7.0, false, 0.0
16, 4, 0.0, 0.0, 971.0, 986.0, 4.0, false, 0.0
16, 4, 2.0, 0.0, 484.0, 496.0, 3.0, false, 0.0
16, 4, 3.0, 0.0, 652.0, 663.0, 4.0, false, 0.0
16, 4, 1.0, 1.0, 475.0, 583.0, 4.0, true, 15.0
16, 4, 0.0, 0.0, 487.0, 491.0, 5.0, false, 0.0
16, 4, 0.0, 0.0, 416.0, 444.0, 3.0, false, 0.0
16, 4, 3.0, 0.0, 634.0, 645.0, 4.0, false, 0.0
16, 4, 2.0, 0.0, 446.0, 472.0, 3.0, true, 8.0
16, 4, 1.0, 1.0, 254.0, 340.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 478.0, 524.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 447.0, 498.0, 3.0, true, 10.0
16, 4, 4.0, 0.0, 986.0, 998.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 592.0, 632.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 582.0, 697.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 171.0, 250.0, 2.0, true, 32.0
16, 4, 0.0, 0.0, 335.0, 369.0, 2.0, false, 0.0
16, 4, 0.0, 0.0, 356.0, 380.0, 2.0, true, 15.0
16, 4, 1.0, 0.0, 759.0, 804.0, 4.0, false, 0.0
16, 4, 2.0, 0.0, 731.0, 741.0, 5.0, false, 0.0
16, 4, 3.0, 0.0, 766.0, 850.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 212.0, 265.0, 2.0, true, 8.0
16, 4, 1.0, 0.0, 1033.0, 1051.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 365.0, 380.0, 2.0, false, 0.0
16, 4, 0.0, 0.0, 436.0, 481.0, 2.0, false, 0.0
16, 4, 0.0, 0.0, 236.0, 291.0, 1.0, true, 6.0
16, 4, 1.0, 1.0, 515.0, 527.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 651.0, 688.0, 3.0, false, 0.0
16, 4, 3.0, 0.0, 647.0, 672.0, 5.0, false, 0.0
16, 4, 1.0, 1.0, 767.0, 847.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 717.0, 765.0, 3.0, false, 0.0
16, 4, 0.0, 0.0, 355.0, 398.0, 2.0, false, 0.0
16, 4, 1.0, 1.0, 830.0, 842.0, 7.0, false, 0.0
16, 4, 0.0, 0.0, 371.0, 393.0, 2.0, false, 0.0
16, 4, 2.0, 0.0, 388.0, 445.0, 2.0, true, 15.0
16, 4, 2.0, 1.0, 510.0, 533.0, 2.0, true, 4.0
16, 4, 1.0, 0.0, 490.0, 568.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 574.0, 589.0, 3.0, false, 0.0
16, 4, 0.0, 0.0, 417.0, 437.0, 2.0, false, 0.0
16, 4, 0.0, 0.0, 1103.0, 1118.0, 7.0, false, 0.0
16, 4, 0.0, 0.0, 242.0, 262.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 505.0, 521.0, 4.0, false, 0.0
16, 4, 6.0, 0.0, 640.0, 691.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 544.0, 585.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 689.0, 694.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 600.0, 646.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 599.0, 613.0, 2.0, false, 0.0
16, 4, 2.0, 0.0, 607.0, 633.0, 2.0, false, 0.0
16, 4, 25.0, 0.0, 1.0, 17.0, 0.0, false, 0.0
16, 4, 1.0, 0.0, 233.0, 256.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 1033.0, 1051.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 755.0, 760.0, 7.0, false, 0.0
16, 4, 0.0, 0.0, 300.0, 326.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 916.0, 958.0, 5.0, false, 0.0
16, 4, 1.0, 1.0, 528.0, 560.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 742.0, 758.0, 4.0, false, 0.0
16, 4, 4.0, 0.0, 986.0, 998.0, 6.0, false, 0.0
16, 4, 1.0, 0.0, 643.0, 714.0, 2.0, false, 0.0
16, 4, 3.0, 0.0, 647.0, 672.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 652.0, 689.0, 3.0, false, 0.0
16, 4, 0.0, 0.0, 576.0, 627.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 568.0, 653.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 445.0, 471.0, 4.0, true, 15.0
16, 4, 0.0, 0.0, 130.0, 171.0, 2.0, true, 45.0
16, 4, 3.0, 0.0, 566.0, 577.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 654.0, 694.0, 2.0, false, 0.0
16, 4, 2.0, 0.0, 749.0, 760.0, 5.0, false, 0.0
16, 4, 0.0, 0.0, 258.0, 296.0, 2.0, false, 0.0
16, 4, 0.0, 1.0, 796.0, 838.0, 4.0, false, 0.0
16, 4, 2.0, 1.0, 927.0, 953.0, 5.0, false, 0.0
16, 4, 0.0, 0.0, 248.0, 308.0, 2.0, true, 8.0
16, 4, 1.0, 0.0, 550.0, 589.0, 3.0, false, 0.0
16, 4, 0.0, 0.0, 275.0, 310.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 447.0, 493.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 792.0, 840.0, 6.0, false, 0.0
16, 4, 0.0, 0.0, 240.0, 296.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 453.0, 513.0, 2.0, false, 0.0
16, 4, 2.0, 0.0, 725.0, 761.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 303.0, 343.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 365.0, 413.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 971.0, 986.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 521.0, 525.0, 4.0, false, 0.0
16, 4, 2.0, 0.0, 650.0, 666.0, 5.0, false, 0.0
16, 4, 1.0, 1.0, 586.0, 649.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 196.0, 256.0, 2.0, true, 30.0
16, 4, 1.0, 0.0, 217.0, 239.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 386.0, 401.0, 2.0, false, 0.0
16, 4, 3.0, 1.0, 694.0, 751.0, 5.0, false, 0.0
16, 4, 1.0, 0.0, 625.0, 638.0, 4.0, false, 0.0
16, 4, 3.0, 0.0, 731.0, 741.0, 5.0, false, 0.0
16, 4, 0.0, 0.0, 421.0, 447.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 427.0, 443.0, 4.0, false, 0.0
16, 4, 1.0, 0.0, 613.0, 641.0, 4.0, true, 6.0
16, 4, 1.0, 0.0, 452.0, 463.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 483.0, 493.0, 2.0, false, 0.0
16, 4, 1.0, 1.0, 195.0, 221.0, 1.0, true, 8.0
16, 4, 1.0, 0.0, 470.0, 497.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 294.0, 308.0, 2.0, false, 0.0
16, 4, 3.0, 0.0, 871.0, 882.0, 4.0, false, 0.0
16, 4, 2.0, 0.0, 451.0, 586.0, 3.0, true, 20.0
16, 4, 1.0, 0.0, 749.0, 765.0, 5.0, false, 0.0
16, 4, 0.0, 0.0, 416.0, 447.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 644.0, 685.0, 6.0, false, 0.0
16, 4, 1.0, 0.0, 591.0, 612.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 379.0, 395.0, 2.0, false, 0.0
16, 4, 2.0, 0.0, 368.0, 429.0, 4.0, true, 64.0
16, 4, 1.0, 1.0, 381.0, 436.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 598.0, 709.0, 4.0, false, 0.0
16, 4, 0.0, 0.0, 550.0, 613.0, 3.0, false, 0.0
16, 4, 1.0, 0.0, 412.0, 439.0, 3.0, false, 0.0
16, 4, 2.0, 0.0, 527.0, 555.0, 2.0, false, 0.0
16, 4, 1.0, 0.0, 609.0, 618.0, 2.0, false, 0.0
16, 4, 7.0, 0.0, 986.0, 998.0, 5.0, false, 0.0
16, 4, 2.0, 1.0, 1033.0, 1051.0, 5.0, false, 0.0
