nbPlayer, nbType, timeCreateADD, timeCreateDAG, nbNodeADD, nbNodeDAG, timeSolveDAG, emptyCore, cosDAG
29, 3, 12.0, 0.0, 1668.0, 1695.0, 24.0, false, 0.0
29, 3, 10.0, 0.0, 2972.0, 3827.0, 49.0, false, 0.0
29, 3, 36.0, 1.0, 3110.0, 3247.0, 77.0, false, 0.0
29, 3, 173.0, 0.0, 1510.0, 1606.0, 29.0, true, 44.0
29, 3, 1.0, 0.0, 945.0, 1819.0, 17.0, true, 62.0
29, 3, 2.0, 0.0, 944.0, 1244.0, 16.0, true, 40.0
29, 3, 13.0, 0.0, 2280.0, 2285.0, 41.0, false, 0.0
29, 3, 4.0, 0.0, 2790.0, 2902.0, 87.0, false, 0.0
29, 3, 2.0, 0.0, 1797.0, 2089.0, 23.0, false, 0.0
29, 3, 209.0, 0.0, 3065.0, 3085.0, 85.0, false, 0.0
29, 3, 2.0, 0.0, 2332.0, 3339.0, 26.0, false, 0.0
29, 3, 26.0, 0.0, 2967.0, 3089.0, 70.0, true, 50.0
29, 3, 4.0, 0.0, 2212.0, 2447.0, 45.0, true, 20.000000000000114
29, 3, 97.0, 0.0, 4556.0, 4684.0, 121.0, false, 0.0
29, 3, 121.0, 0.0, 1942.0, 1948.0, 35.0, false, 0.0
29, 3, 21.0, 0.0, 369.0, 555.0, 5.0, true, 50.0
29, 3, 5.0, 1.0, 1606.0, 1781.0, 29.0, true, 24.0
29, 3, 76.0, 0.0, 3445.0, 3453.0, 87.0, false, 0.0
29, 3, 11.0, 0.0, 1666.0, 2045.0, 31.0, true, 6.0
29, 3, 1.0, 0.0, 981.0, 1807.0, 17.0, true, 20.0
29, 3, 3.0, 0.0, 1209.0, 1821.0, 19.0, false, 0.0
29, 3, 28.0, 0.0, 3710.0, 3727.0, 133.0, false, 0.0
29, 3, 3.0, 1.0, 1209.0, 1821.0, 18.0, false, 0.0
29, 3, 0.0, 0.0, 280.0, 448.0, 2.0, false, 0.0
29, 3, 1.0, 0.0, 1161.0, 1266.0, 13.0, true, 40.0
29, 3, 3.0, 0.0, 980.0, 1055.0, 7.0, false, 0.0
29, 3, 1.0, 0.0, 1232.0, 1333.0, 9.0, false, 0.0
29, 3, 2.0, 0.0, 1381.0, 1519.0, 11.0, true, 100.0
29, 3, 3.0, 0.0, 1405.0, 1881.0, 22.0, true, 30.0
29, 3, 8.0, 0.0, 2582.0, 2596.0, 53.0, false, 0.0
