nbPlayer, nbType, timeCreateADD, timeCreateDAG, nbNodeADD, nbNodeDAG, timeSolveDAG, emptyCore, cosDAG
21, 4, 1.0, 0.0, 739.0, 794.0, 6.0, false, 0.0
21, 4, 19.0, 1.0, 1725.0, 1740.0, 13.0, false, 0.0
21, 4, 0.0, 0.0, 297.0, 392.0, 3.0, true, 50.0
21, 4, 6.0, 1.0, 1131.0, 1145.0, 8.0, false, 0.0
21, 4, 10.0, 0.0, 1973.0, 2057.0, 24.0, false, 0.0
21, 4, 1.0, 0.0, 668.0, 807.0, 6.0, true, 24.0
21, 4, 10.0, 0.0, 2215.0, 2236.0, 19.0, false, 0.0
21, 4, 0.0, 0.0, 668.0, 775.0, 2.0, false, 0.0
21, 4, 0.0, 0.0, 508.0, 625.0, 5.0, false, 0.0
21, 4, 1.0, 1.0, 1030.0, 1056.0, 6.0, false, 0.0
21, 4, 3.0, 0.0, 2221.0, 2245.0, 30.0, false, 0.0
21, 4, 330.0, 0.0, 1.0, 22.0, 0.0, false, 0.0
21, 4, 6.0, 1.0, 2243.0, 2267.0, 26.0, false, 0.0
21, 4, 4.0, 0.0, 2030.0, 2222.0, 17.0, false, 0.0
21, 4, 1.0, 1.0, 794.0, 887.0, 4.0, false, 0.0
21, 4, 2.0, 1.0, 1001.0, 1209.0, 7.0, true, 4.0
21, 4, 1.0, 1.0, 929.0, 976.0, 7.0, false, 0.0
21, 4, 1.0, 0.0, 854.0, 926.0, 5.0, false, 0.0
21, 4, 3.0, 0.0, 1394.0, 1714.0, 15.0, false, 0.0
21, 4, 1.0, 0.0, 1057.0, 1123.0, 7.0, false, 0.0
21, 4, 2.0, 1.0, 1213.0, 1385.0, 12.0, true, 90.0
21, 4, 4.0, 0.0, 1851.0, 1865.0, 24.0, false, 0.0
21, 4, 6.0, 1.0, 1111.0, 1216.0, 9.0, false, 0.0
21, 4, 4.0, 0.0, 2610.0, 2638.0, 36.0, false, 0.0
21, 4, 19.0, 0.0, 2391.0, 2483.0, 54.0, false, 0.0
21, 4, 2.0, 0.0, 1399.0, 1580.0, 7.0, false, 0.0
21, 4, 8.0, 1.0, 1885.0, 1949.0, 18.0, false, 0.0
21, 4, 5.0, 0.0, 463.0, 546.0, 3.0, true, 30.0
21, 4, 21.0, 1.0, 1625.0, 1712.0, 19.0, false, 0.0
21, 4, 16.0, 1.0, 1616.0, 1662.0, 15.0, false, 0.0
21, 4, 5.0, 0.0, 623.0, 657.0, 6.0, false, 0.0
21, 4, 2.0, 1.0, 1483.0, 1549.0, 16.0, false, 0.0
21, 4, 1.0, 0.0, 841.0, 890.0, 4.0, false, 0.0
21, 4, 10.0, 0.0, 1104.0, 1124.0, 6.0, false, 0.0
21, 4, 7.0, 1.0, 2355.0, 2432.0, 51.0, false, 0.0
21, 4, 1.0, 0.0, 625.0, 674.0, 3.0, false, 0.0
21, 4, 3.0, 0.0, 1941.0, 2028.0, 25.0, false, 0.0
21, 4, 4.0, 0.0, 2149.0, 2349.0, 21.0, false, 0.0
21, 4, 4.0, 0.0, 754.0, 812.0, 4.0, false, 0.0
