nbPlayer, nbType, timeCreateADD, timeCreateDAG, nbNodeADD, nbNodeDAG, timeSolveDAG, emptyCore, cosDAG
14, 5, 1.0, 0.0, 696.0, 800.0, 5.0, false, 0.0
14, 5, 1.0, 0.0, 294.0, 308.0, 2.0, false, 0.0
14, 5, 2.0, 0.0, 705.0, 720.0, 5.0, false, 0.0
14, 5, 1.0, 0.0, 525.0, 553.0, 3.0, false, 0.0
14, 5, 0.0, 0.0, 305.0, 332.0, 3.0, true, 4.0
14, 5, 0.0, 0.0, 658.0, 683.0, 5.0, false, 0.0
14, 5, 1.0, 1.0, 867.0, 1035.0, 6.0, false, 0.0
14, 5, 1.0, 0.0, 279.0, 291.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 83.0, 111.0, 1.0, false, 0.0
14, 5, 1.0, 0.0, 181.0, 199.0, 2.0, false, 0.0
14, 5, 4.0, 0.0, 21.0, 111.0, 0.0, false, 0.0
14, 5, 2.0, 0.0, 553.0, 633.0, 4.0, false, 0.0
14, 5, 2.0, 0.0, 513.0, 531.0, 4.0, false, 0.0
14, 5, 1.0, 0.0, 443.0, 494.0, 3.0, true, 4.0
14, 5, 0.0, 0.0, 521.0, 581.0, 4.0, false, 0.0
14, 5, 2.0, 1.0, 480.0, 525.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 538.0, 547.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 333.0, 396.0, 2.0, true, 4.0
14, 5, 1.0, 0.0, 283.0, 346.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 477.0, 519.0, 3.0, false, 0.0
14, 5, 2.0, 0.0, 638.0, 652.0, 3.0, false, 0.0
14, 5, 13.0, 0.0, 10.0, 31.0, 0.0, false, 0.0
14, 5, 1.0, 0.0, 476.0, 482.0, 4.0, false, 0.0
14, 5, 1.0, 1.0, 382.0, 389.0, 2.0, false, 0.0
14, 5, 2.0, 0.0, 522.0, 527.0, 3.0, false, 0.0
14, 5, 2.0, 0.0, 851.0, 1011.0, 6.0, false, 0.0
14, 5, 1.0, 0.0, 251.0, 269.0, 1.0, false, 0.0
14, 5, 2.0, 0.0, 453.0, 474.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 511.0, 601.0, 3.0, false, 0.0
14, 5, 2.0, 0.0, 414.0, 424.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 726.0, 822.0, 4.0, false, 0.0
14, 5, 1.0, 0.0, 413.0, 448.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 537.0, 662.0, 4.0, false, 0.0
14, 5, 2.0, 0.0, 713.0, 721.0, 4.0, false, 0.0
14, 5, 2.0, 0.0, 404.0, 434.0, 2.0, true, 2.0
14, 5, 2.0, 1.0, 759.0, 783.0, 4.0, false, 0.0
14, 5, 0.0, 0.0, 521.0, 564.0, 4.0, true, 2.0
14, 5, 1.0, 0.0, 623.0, 719.0, 4.0, false, 0.0
14, 5, 4.0, 0.0, 678.0, 698.0, 3.0, false, 0.0
14, 5, 1.0, 1.0, 623.0, 641.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 469.0, 475.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 517.0, 617.0, 4.0, false, 0.0
14, 5, 15.0, 0.0, 10.0, 31.0, 2.0, false, 0.0
14, 5, 0.0, 0.0, 244.0, 286.0, 2.0, false, 0.0
14, 5, 4.0, 0.0, 448.0, 458.0, 2.0, false, 0.0
14, 5, 3.0, 0.0, 778.0, 792.0, 5.0, false, 0.0
14, 5, 1.0, 0.0, 517.0, 625.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 682.0, 750.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 800.0, 825.0, 7.0, false, 0.0
14, 5, 2.0, 0.0, 477.0, 519.0, 2.0, false, 0.0
14, 5, 0.0, 0.0, 387.0, 470.0, 3.0, true, 4.0
14, 5, 2.0, 0.0, 351.0, 360.0, 2.0, false, 0.0
14, 5, 1.0, 1.0, 362.0, 416.0, 3.0, true, 4.0
14, 5, 9.0, 0.0, 15.0, 95.0, 0.0, false, 0.0
14, 5, 1.0, 1.0, 228.0, 250.0, 2.0, true, 8.0
14, 5, 2.0, 0.0, 810.0, 970.0, 5.0, false, 0.0
14, 5, 1.0, 0.0, 380.0, 434.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 418.0, 440.0, 4.0, false, -5.6843418860808015E-14
14, 5, 1.0, 0.0, 422.0, 427.0, 4.0, false, 0.0
14, 5, 3.0, 0.0, 739.0, 763.0, 3.0, false, 0.0
14, 5, 1.0, 1.0, 546.0, 576.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 517.0, 609.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 812.0, 972.0, 5.0, false, 0.0
14, 5, 0.0, 1.0, 181.0, 198.0, 1.0, false, 0.0
14, 5, 3.0, 0.0, 21.0, 111.0, 1.0, false, 0.0
14, 5, 0.0, 0.0, 317.0, 386.0, 3.0, true, 4.0
14, 5, 1.0, 0.0, 296.0, 374.0, 3.0, true, 4.0
14, 5, 1.0, 1.0, 272.0, 309.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 361.0, 430.0, 3.0, true, 2.0
14, 5, 2.0, 1.0, 556.0, 599.0, 4.0, false, 0.0
14, 5, 1.0, 0.0, 234.0, 260.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 392.0, 470.0, 3.0, true, 2.0
14, 5, 0.0, 0.0, 360.0, 383.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 467.0, 476.0, 4.0, false, 0.0
14, 5, 1.0, 0.0, 463.0, 481.0, 3.0, true, 4.0
14, 5, 1.0, 0.0, 293.0, 322.0, 2.0, true, 2.0
14, 5, 1.0, 0.0, 502.0, 522.0, 5.0, false, -5.6843418860808015E-14
14, 5, 1.0, 0.0, 532.0, 551.0, 4.0, false, 0.0
14, 5, 3.0, 0.0, 719.0, 742.0, 4.0, false, 0.0
14, 5, 1.0, 0.0, 243.0, 276.0, 1.0, true, 9.0
14, 5, 1.0, 0.0, 471.0, 547.0, 3.0, true, 2.0
14, 5, 2.0, 0.0, 655.0, 755.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 234.0, 248.0, 3.0, false, 0.0
14, 5, 0.0, 0.0, 260.0, 306.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 281.0, 323.0, 2.0, false, 0.0
14, 5, 0.0, 0.0, 223.0, 250.0, 2.0, false, 0.0
14, 5, 15.0, 0.0, 10.0, 46.0, 0.0, false, 0.0
14, 5, 1.0, 0.0, 169.0, 220.0, 1.0, false, 0.0
14, 5, 1.0, 0.0, 700.0, 704.0, 4.0, false, 0.0
14, 5, 2.0, 0.0, 554.0, 565.0, 4.0, false, 0.0
14, 5, 1.0, 0.0, 644.0, 667.0, 5.0, false, 0.0
14, 5, 0.0, 0.0, 205.0, 229.0, 1.0, false, 0.0
14, 5, 0.0, 0.0, 368.0, 390.0, 1.0, false, 0.0
14, 5, 1.0, 1.0, 445.0, 465.0, 2.0, false, 0.0
14, 5, 0.0, 0.0, 298.0, 334.0, 2.0, true, 6.0
14, 5, 1.0, 0.0, 186.0, 208.0, 2.0, false, 0.0
14, 5, 2.0, 0.0, 318.0, 329.0, 2.0, false, 0.0
14, 5, 1.0, 1.0, 571.0, 587.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 315.0, 386.0, 3.0, false, 0.0
14, 5, 2.0, 1.0, 319.0, 388.0, 3.0, true, 2.0
14, 5, 2.0, 0.0, 595.0, 638.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 214.0, 268.0, 1.0, true, 2.0
14, 5, 2.0, 1.0, 710.0, 745.0, 4.0, false, 0.0
14, 5, 1.0, 0.0, 759.0, 779.0, 6.0, false, 0.0
14, 5, 1.0, 0.0, 519.0, 609.0, 4.0, false, 0.0
14, 5, 2.0, 0.0, 482.0, 494.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 626.0, 636.0, 3.0, false, 0.0
14, 5, 2.0, 0.0, 501.0, 510.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 649.0, 784.0, 5.0, false, 0.0
14, 5, 1.0, 1.0, 757.0, 774.0, 6.0, false, 0.0
14, 5, 1.0, 0.0, 486.0, 570.0, 3.0, false, 0.0
14, 5, 1.0, 1.0, 686.0, 791.0, 3.0, false, 0.0
14, 5, 0.0, 0.0, 334.0, 378.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 476.0, 508.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 620.0, 701.0, 5.0, false, 0.0
14, 5, 1.0, 0.0, 685.0, 775.0, 4.0, false, 0.0
14, 5, 1.0, 0.0, 623.0, 719.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 352.0, 373.0, 1.0, false, 0.0
14, 5, 1.0, 0.0, 551.0, 651.0, 4.0, false, 0.0
14, 5, 0.0, 0.0, 259.0, 327.0, 3.0, false, 0.0
14, 5, 0.0, 1.0, 777.0, 797.0, 7.0, false, 0.0
14, 5, 4.0, 0.0, 754.0, 802.0, 4.0, false, 0.0
14, 5, 2.0, 0.0, 500.0, 514.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 511.0, 601.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 452.0, 519.0, 2.0, false, 0.0
14, 5, 0.0, 0.0, 79.0, 119.0, 0.0, false, 0.0
14, 5, 0.0, 0.0, 285.0, 296.0, 1.0, false, 0.0
14, 5, 1.0, 0.0, 170.0, 186.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 498.0, 503.0, 2.0, false, 0.0
14, 5, 0.0, 0.0, 361.0, 415.0, 3.0, false, 0.0
14, 5, 16.0, 0.0, 15.0, 60.0, 1.0, false, 0.0
14, 5, 1.0, 0.0, 653.0, 701.0, 3.0, false, 0.0
14, 5, 2.0, 1.0, 627.0, 637.0, 3.0, false, 0.0
14, 5, 1.0, 1.0, 406.0, 455.0, 3.0, false, 0.0
14, 5, 0.0, 0.0, 266.0, 339.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 379.0, 390.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 327.0, 351.0, 2.0, true, 6.0
14, 5, 1.0, 1.0, 689.0, 699.0, 4.0, false, 0.0
14, 5, 2.0, 1.0, 591.0, 598.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 677.0, 707.0, 4.0, false, 0.0
14, 5, 0.0, 0.0, 232.0, 256.0, 1.0, false, 0.0
14, 5, 1.0, 0.0, 576.0, 586.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 545.0, 666.0, 4.0, false, 0.0
14, 5, 0.0, 0.0, 196.0, 218.0, 2.0, true, 8.0
14, 5, 0.0, 0.0, 384.0, 477.0, 3.0, true, 4.0
14, 5, 3.0, 0.0, 851.0, 1011.0, 6.0, false, 0.0
14, 5, 2.0, 0.0, 416.0, 430.0, 2.0, false, 0.0
14, 5, 0.0, 0.0, 310.0, 329.0, 3.0, false, 0.0
14, 5, 1.0, 1.0, 225.0, 274.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 408.0, 475.0, 3.0, true, 4.0
14, 5, 3.0, 0.0, 763.0, 783.0, 9.0, false, 0.0
14, 5, 1.0, 0.0, 492.0, 592.0, 4.0, false, 0.0
14, 5, 0.0, 0.0, 251.0, 273.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 375.0, 454.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 457.0, 484.0, 3.0, false, 0.0
14, 5, 2.0, 1.0, 642.0, 672.0, 5.0, false, 0.0
14, 5, 0.0, 0.0, 171.0, 193.0, 1.0, false, 0.0
14, 5, 2.0, 0.0, 222.0, 250.0, 2.0, true, 2.0
14, 5, 1.0, 0.0, 651.0, 676.0, 5.0, false, 0.0
14, 5, 15.0, 0.0, 10.0, 26.0, 0.0, false, 0.0
14, 5, 0.0, 1.0, 727.0, 827.0, 6.0, false, 0.0
14, 5, 3.0, 0.0, 544.0, 554.0, 3.0, false, 0.0
14, 5, 1.0, 0.0, 241.0, 263.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 561.0, 622.0, 3.0, true, 2.0
14, 5, 2.0, 0.0, 433.0, 461.0, 2.0, true, 2.0
14, 5, 1.0, 0.0, 527.0, 544.0, 3.0, false, 0.0
14, 5, 0.0, 0.0, 384.0, 476.0, 2.0, false, 0.0
14, 5, 1.0, 0.0, 251.0, 265.0, 2.0, false, 0.0
14, 5, 0.0, 0.0, 800.0, 825.0, 6.0, false, 0.0
14, 5, 1.0, 0.0, 650.0, 660.0, 3.0, false, 0.0
14, 5, 2.0, 0.0, 482.0, 510.0, 2.0, false, 0.0
