nbPlayer, nbType, t1Nu, t1AddO, t1AddOo, t1AddNo, t2Nu, t2AddO, t2AddOo, t2AddNo, t3Nu, t3AddO, t3AddOo, t3AddNo, t4Nu, t4AddO, t4AddOo, t4AddNo, n1AddO, n1AddOo, n1AddNo, n2AddO, n2AddOo, n2AddNo, nbEmptyCore
19, 2, 2169.135, 0.725, 1.31, 0.0, 6185.83, 5.825, 7.61, 0.0, 2640.04, 3.475, 4.94, 0.0, 3545.79, 2.35, 2.67, 0.0, 237, 314, 0, 300, 438, 0, 128
19, 3, 2210.39, 1.36, 6.77, 0.0, 6745.01, 12.985, 22.175, 0.0, 3376.145, 8.96, 14.64, 0.0, 3368.865, 4.025, 7.535, 0.0, 604, 929, 0, 666, 1132, 0, 71
19, 4, 2216.455, 4.15, 21.19, 0.0, 6230.15, 18.645, 37.28, 0.0, 3330.325, 12.9, 23.745, 0.0, 2899.825, 5.745, 13.535, 0.0, 923, 1542, 0, 998, 1811, 0, 24
19, 5, 2280.525, 14.695, 66.18, 0.0, 6275.69, 29.74, 59.87, 0.0, 3305.665, 19.52, 36.27, 0.0, 2970.025, 10.22, 23.6, 0.0, 1415, 2265, 0, 1512, 2633, 0, 53
19, 6, 2241.41, 35.625, 119.665, 0.0, 5703.79, 43.615, 95.935, 0.0, 3186.105, 28.475, 51.71, 0.0, 2517.685, 15.14, 44.225, 0.0, 1905, 3233, 0, 2096, 3629, 0, 11
20, 2, 4898.32, 0.565, 1.775, 0.0, 14525.66, 7.64, 9.945, 0.0, 7052.2, 4.865, 6.715, 0.0, 7473.46, 2.775, 3.23, 0.0, 287, 376, 0, 361, 518, 0, 113
20, 3, 4967.935, 2.0, 7.93, 0.0, 13907.37, 13.545, 25.675, 0.0, 6851.41, 8.97, 15.765, 0.0, 7055.96, 4.575, 9.91, 0.0, 682, 1077, 0, 759, 1319, 0, 67
20, 4, 4934.195, 7.995, 36.47, 0.0, 12887.02, 22.455, 44.865, 0.0, 6709.71, 14.75, 27.8, 0.0, 6177.31, 7.705, 17.065, 0.0, 1101, 1781, 0, 1193, 2099, 0, 25
20, 5, 4946.625, 13.58, 97.185, 0.0, 13414.035, 36.8, 86.315, 0.0, 6927.615, 23.92, 48.74, 0.0, 6486.42, 12.88, 37.575, 0.0, 1794, 3023, 0, 1912, 3516, 0, 50
20, 6, 4946.145, 29.945, 187.29, 0.0, 12371.735, 53.765, 130.65, 0.0, 6931.45, 32.22, 65.21, 0.0, 5440.285, 21.545, 65.44, 0.0, 2348, 4172, 0, 2571, 4789, 0, 3
