nbPlayer, nbType, t1Nu, t1AddO, t1AddOo, t1AddNo, t2Nu, t2AddO, t2AddOo, t2AddNo, t3Nu, t3AddO, t3AddOo, t3AddNo, t4Nu, t4AddO, t4AddOo, t4AddNo, n1AddO, n1AddOo, n1AddNo, n2AddO, n2AddOo, n2AddNo, nbEmptyCore
21, 2, 0.0, 0.855, 0.0, 0.0, 0.0, 8.505, 0.0, 0.0, 0.0, 5.535, 0.0, 0.0, 0.0, 2.97, 0.0, 0.0, 303, 0, 0, 384, 0, 0, 129
21, 3, 0.0, 2.485, 0.0, 0.0, 0.0, 17.555, 0.0, 0.0, 0.0, 12.015, 0.0, 0.0, 0.0, 5.54, 0.0, 0.0, 758, 0, 0, 840, 0, 0, 76
21, 4, 0.0, 5.125, 0.0, 0.0, 0.0, 27.975, 0.0, 0.0, 0.0, 18.765, 0.0, 0.0, 0.0, 9.21, 0.0, 0.0, 1248, 0, 0, 1351, 0, 0, 30
22, 2, 0.0, 0.54, 0.0, 0.0, 0.0, 9.665, 0.0, 0.0, 0.0, 6.8, 0.0, 0.0, 0.0, 2.865, 0.0, 0.0, 340, 0, 0, 443, 0, 0, 126
22, 3, 0.0, 2.475, 0.0, 0.0, 0.0, 21.055, 0.0, 0.0, 0.0, 14.585, 0.0, 0.0, 0.0, 6.47, 0.0, 0.0, 903, 0, 0, 1018, 0, 0, 76
22, 4, 0.0, 22.105, 0.0, 0.0, 0.0, 34.465, 0.0, 0.0, 0.0, 23.095, 0.0, 0.0, 0.0, 11.37, 0.0, 0.0, 1516, 0, 0, 1636, 0, 0, 33
23, 2, 0.0, 0.81, 0.0, 0.0, 0.0, 11.305, 0.0, 0.0, 0.0, 7.695, 0.0, 0.0, 0.0, 3.61, 0.0, 0.0, 405, 0, 0, 518, 0, 0, 141
23, 3, 0.0, 3.445, 0.0, 0.0, 0.0, 24.205, 0.0, 0.0, 0.0, 16.23, 0.0, 0.0, 0.0, 7.975, 0.0, 0.0, 1008, 0, 0, 1120, 0, 0, 78
23, 4, 0.0, 12.775, 0.0, 0.0, 0.0, 39.75, 0.0, 0.0, 0.0, 24.97, 0.0, 0.0, 0.0, 14.78, 0.0, 0.0, 1745, 0, 0, 1874, 0, 0, 36
24, 2, 0.0, 0.95, 0.0, 0.0, 0.0, 12.41, 0.0, 0.0, 0.0, 8.46, 0.0, 0.0, 0.0, 3.95, 0.0, 0.0, 449, 0, 0, 566, 0, 0, 116
24, 3, 0.0, 4.385, 0.0, 0.0, 0.0, 28.15, 0.0, 0.0, 0.0, 18.415, 0.0, 0.0, 0.0, 9.735, 0.0, 0.0, 1136, 0, 0, 1287, 0, 0, 82
24, 4, 0.0, 15.23, 0.0, 0.0, 0.0, 46.36, 0.0, 0.0, 0.0, 29.185, 0.0, 0.0, 0.0, 17.175, 0.0, 0.0, 1948, 0, 0, 2112, 0, 0, 36
25, 2, 0.0, 1.08, 0.0, 0.0, 0.0, 14.055, 0.0, 0.0, 0.0, 9.435, 0.0, 0.0, 0.0, 4.62, 0.0, 0.0, 499, 0, 0, 636, 0, 0, 137
25, 3, 0.0, 6.61, 0.0, 0.0, 0.0, 34.855, 0.0, 0.0, 0.0, 22.105, 0.0, 0.0, 0.0, 12.75, 0.0, 0.0, 1376, 0, 0, 1539, 0, 0, 64
25, 4, 0.0, 24.79, 0.0, 0.0, 0.0, 60.98, 0.0, 0.0, 0.0, 36.03, 0.0, 0.0, 0.0, 24.95, 0.0, 0.0, 2381, 0, 0, 2588, 0, 0, 32
26, 2, 0.0, 1.265, 0.0, 0.0, 0.0, 16.07, 0.0, 0.0, 0.0, 10.95, 0.0, 0.0, 0.0, 5.12, 0.0, 0.0, 568, 0, 0, 724, 0, 0, 122
26, 3, 0.0, 10.26, 0.0, 0.0, 0.0, 37.73, 0.0, 0.0, 0.0, 22.245, 0.0, 0.0, 0.0, 15.485, 0.0, 0.0, 1462, 0, 0, 1629, 0, 0, 72
26, 4, 0.0, 41.695, 0.0, 0.0, 0.0, 70.965, 0.0, 0.0, 0.0, 40.28, 0.0, 0.0, 0.0, 30.685, 0.0, 0.0, 2677, 0, 0, 2905, 0, 0, 32
27, 2, 0.0, 1.385, 0.0, 0.0, 0.0, 16.53, 0.0, 0.0, 0.0, 10.78, 0.0, 0.0, 0.0, 5.75, 0.0, 0.0, 555, 0, 0, 708, 0, 0, 144
27, 3, 0.0, 15.375, 0.0, 0.0, 0.0, 46.715, 0.0, 0.0, 0.0, 26.81, 0.0, 0.0, 0.0, 19.905, 0.0, 0.0, 1633, 0, 0, 1848, 0, 0, 86
